"","code","name","level","name_en","name_es","name_short_en","name_short_es","parent_id"
7978,"670300","Worked human hair, wool or animal hair, for wig makin","6digit","Worked human hair, wool or animal hair, for wig makin","","Worked human hair, wool or animal hair, for wig makin","",1393.0
7979,"670411","Complete wigs of synthetic textile materials","6digit","Complete wigs of synthetic textile materials","","Complete wigs of synthetic textile materials","",1394.0
7980,"670419","False beard, eyebrows etc, synthetic textile material","6digit","False beard, eyebrows etc, synthetic textile material","","False beard, eyebrows etc, synthetic textile material","",1394.0
7981,"670420","Wigs, false beards, eyebrows etc, of human hair","6digit","Wigs, false beards, eyebrows etc, of human hair","","Wigs, false beards, eyebrows etc, of human hair","",1394.0
7982,"670490","Wigs, false beards, eyebrows etc, of other materials","6digit","Wigs, false beards, eyebrows etc, of other materials","","Wigs, false beards, eyebrows etc, of other materials","",1394.0
7983,"680100","Stone setts, curbstones, flagstones (except slate)","6digit","Stone setts, curbstones, flagstones (except slate)","","Stone setts, curbstones, flagstones (except slate)","",1395.0
7984,"680210","Stone mosaic tiles, artificial coloured chips etc","6digit","Stone mosaic tiles, artificial coloured chips etc","","Stone mosaic tiles, artificial coloured chips etc","",1396.0
7985,"680221","Cut or sawn slabs of marble, travertine or alabaster","6digit","Cut or sawn slabs of marble, travertine or alabaster","","Cut or sawn slabs of marble, travertine or alabaster","",1396.0
7986,"680222","Cut or sawn slabs of calcareous stone nes","6digit","Cut or sawn slabs of calcareous stone nes","","Cut or sawn slabs of calcareous stone nes","",1396.0
7987,"680223","Cut or sawn slabs of granite","6digit","Cut or sawn slabs of granite","","Cut or sawn slabs of granite","",1396.0
7988,"680229","Cut or sawn slabs of stone nes","6digit","Cut or sawn slabs of stone nes","","Cut or sawn slabs of stone nes","",1396.0
7989,"680291","Worked marble, travertine and alabaster","6digit","Worked marble, travertine and alabaster","","Worked marble, travertine and alabaster","",1396.0
7990,"680292","Worked calcareous stone nes","6digit","Worked calcareous stone nes","","Worked calcareous stone nes","",1396.0
7991,"680293","Worked granite","6digit","Worked granite","","Worked granite","",1396.0
7992,"680299","Worked monumental or building stone nes","6digit","Worked monumental or building stone nes","","Worked monumental or building stone nes","",1396.0
7993,"680300","Worked slate, articles of slate or agglomerated slate","6digit","Worked slate, articles of slate or agglomerated slate","","Worked slate, articles of slate or agglomerated slate","",1397.0
7994,"680410","Stones for milling, grinding or pulping","6digit","Stones for milling, grinding or pulping","","Stones for milling, grinding or pulping","",1398.0
7995,"680421","Grindstones etc of synthetic or natural diamond","6digit","Grindstones etc of synthetic or natural diamond","","Grindstones etc of synthetic or natural diamond","",1398.0
7996,"680422","Grindstones etc, agglomerated abrasives or ceramics","6digit","Grindstones etc, agglomerated abrasives or ceramics","","Grindstones etc, agglomerated abrasives or ceramics","",1398.0
7997,"680423","Millstones, grindstones etc of natural stone","6digit","Millstones, grindstones etc of natural stone","","Millstones, grindstones etc of natural stone","",1398.0
7998,"680430","Hand sharpening or polishing stones","6digit","Hand sharpening or polishing stones","","Hand sharpening or polishing stones","",1398.0
7999,"680510","Abrasive powderor grain on woven textile support","6digit","Abrasive powderor grain on woven textile support","","Abrasive powderor grain on woven textile support","",1399.0
8000,"680520","Abrasive powder, grain on paper or paperboard support","6digit","Abrasive powder, grain on paper or paperboard support","","Abrasive powder, grain on paper or paperboard support","",1399.0
8001,"680530","Abrasive powder or grain on a base of other material","6digit","Abrasive powder or grain on a base of other material","","Abrasive powder or grain on a base of other material","",1399.0
8002,"680610","Slag wool, rock wool, similar wools, bulk, sheet, rol","6digit","Slag wool, rock wool, similar wools, bulk, sheet, rol","","Slag wool, rock wool, similar wools, bulk, sheet, rol","",1400.0
8003,"680620","Exfoliated vermiculite, foamed slag, expanded mineral","6digit","Exfoliated vermiculite, foamed slag, expanded mineral","","Exfoliated vermiculite, foamed slag, expanded mineral","",1400.0
8004,"680690","Mineral heat or sound insulating materials & articles","6digit","Mineral heat or sound insulating materials & articles","","Mineral heat or sound insulating materials & articles","",1400.0
8005,"680710","Asphalt or similar material articles, in rolls","6digit","Asphalt or similar material articles, in rolls","","Asphalt or similar material articles, in rolls","",1401.0
8006,"680790","Asphalt or similar material articles not in rolls","6digit","Asphalt or similar material articles not in rolls","","Asphalt or similar material articles not in rolls","",1401.0
8007,"680800","Boards, etc of veg fibre with mineral binder or cemen","6digit","Boards, etc of veg fibre with mineral binder or cemen","","Boards, etc of veg fibre with mineral binder or cemen","",1402.0
8008,"680911","Plaster board etc not ornamental, paper reinforced","6digit","Plaster board etc not ornamental, paper reinforced","","Plaster board etc not ornamental, paper reinforced","",1403.0
8009,"680919","Plaster boards etc not ornamental, reinforced nes","6digit","Plaster boards etc not ornamental, reinforced nes","","Plaster boards etc not ornamental, reinforced nes","",1403.0
8010,"680990","Articles of plaster etc, other than plasterboard","6digit","Articles of plaster etc, other than plasterboard","","Articles of plaster etc, other than plasterboard","",1403.0
8011,"681011","Building blocks, bricks of cement, or artificial ston","6digit","Building blocks, bricks of cement, or artificial ston","","Building blocks, bricks of cement, or artificial ston","",1404.0
8012,"681019","Tiles & flagstones of cement,concrete,artificial ston","6digit","Tiles & flagstones of cement,concrete,artificial ston","","Tiles & flagstones of cement,concrete,artificial ston","",1404.0
8013,"681020","Pipes of cement or concrete","6digit","Pipes of cement or concrete","","Pipes of cement or concrete","",1404.0
8014,"681091","Prefabricated structural items of cement or concrete","6digit","Prefabricated structural items of cement or concrete","","Prefabricated structural items of cement or concrete","",1404.0
8015,"681099","Articles of cement, concrete or artificial stone nes","6digit","Articles of cement, concrete or artificial stone nes","","Articles of cement, concrete or artificial stone nes","",1404.0
8016,"681110","Corrugated sheets of asbestos, cellulose fibre cement","6digit","Corrugated sheets of asbestos, cellulose fibre cement","","Corrugated sheets of asbestos, cellulose fibre cement","",1405.0
8017,"681120","Sheet/tile, asbestos/cellulose fibre cement not corru","6digit","Sheet/tile, asbestos/cellulose fibre cement not corru","","Sheet/tile, asbestos/cellulose fibre cement not corru","",1405.0
8018,"681130","Tubes, pipes etc of asbestos or cellulose fibre cemen","6digit","Tubes, pipes etc of asbestos or cellulose fibre cemen","","Tubes, pipes etc of asbestos or cellulose fibre cemen","",1405.0
8019,"681190","Articles nes, of asbestoso or cellulose fibre cement","6digit","Articles nes, of asbestoso or cellulose fibre cement","","Articles nes, of asbestoso or cellulose fibre cement","",1405.0
8020,"681210","Asbestos fibres etc","6digit","Asbestos fibres etc","","Asbestos fibres etc","",1406.0
8021,"681220","Asbestos yarn and thread","6digit","Asbestos yarn and thread","","Asbestos yarn and thread","",1406.0
8022,"681230","Asbestos cords and string","6digit","Asbestos cords and string","","Asbestos cords and string","",1406.0
8023,"681240","Asbestos woven or knit fabric","6digit","Asbestos woven or knit fabric","","Asbestos woven or knit fabric","",1406.0
8024,"681250","Asbestos clothing, accessories, foot and headwear","6digit","Asbestos clothing, accessories, foot and headwear","","Asbestos clothing, accessories, foot and headwear","",1406.0
8025,"681260","Asbestos paper, millboard and felt","6digit","Asbestos paper, millboard and felt","","Asbestos paper, millboard and felt","",1406.0
8026,"681270","Compressed asbestos fibre jointing, in sheets, rolls","6digit","Compressed asbestos fibre jointing, in sheets, rolls","","Compressed asbestos fibre jointing, in sheets, rolls","",1406.0
8027,"681290","Asbestos fabricated products nes","6digit","Asbestos fabricated products nes","","Asbestos fabricated products nes","",1406.0
8028,"681310","Asbestos brake linings and pads","6digit","Asbestos brake linings and pads","","Asbestos brake linings and pads","",1407.0
8029,"681390","Asbestos friction material, articles except for brake","6digit","Asbestos friction material, articles except for brake","","Asbestos friction material, articles except for brake","",1407.0
8030,"681410","Mica plates, sheets and strips","6digit","Mica plates, sheets and strips","","Mica plates, sheets and strips","",1408.0
8031,"681490","Worked mica and articles of mica except sheet mica","6digit","Worked mica and articles of mica except sheet mica","","Worked mica and articles of mica except sheet mica","",1408.0
8032,"681510","Non-electrical articles of graphite or other carbon","6digit","Non-electrical articles of graphite or other carbon","","Non-electrical articles of graphite or other carbon","",1409.0
8033,"681520","Articles of peat","6digit","Articles of peat","","Articles of peat","",1409.0
8034,"681591","Articles containing magnesite, dolomite or chromite","6digit","Articles containing magnesite, dolomite or chromite","","Articles containing magnesite, dolomite or chromite","",1409.0
8035,"681599","Articles of stone or of other mineral substances nes","6digit","Articles of stone or of other mineral substances nes","","Articles of stone or of other mineral substances nes","",1409.0
8036,"690100","Bricks, blocks and ceramic goods of siliceous earths","6digit","Bricks, blocks and ceramic goods of siliceous earths","","Bricks, blocks and ceramic goods of siliceous earths","",1410.0
8037,"690210","Refractory bricks, etc with >50% Mg, Ca or Cr as oxid","6digit","Refractory bricks, etc with >50% Mg, Ca or Cr as oxid","","Refractory bricks, etc with >50% Mg, Ca or Cr as oxid","",1411.0
8038,"690220","Refractory bricks etc >50% alumina or silica","6digit","Refractory bricks etc >50% alumina or silica","","Refractory bricks etc >50% alumina or silica","",1411.0
8039,"690290","Refractory bricks etc nes","6digit","Refractory bricks etc nes","","Refractory bricks etc nes","",1411.0
8040,"690310","Refractory ceramic articles, >50% carbon","6digit","Refractory ceramic articles, >50% carbon","","Refractory ceramic articles, >50% carbon","",1412.0
8041,"690320","Refractory ceramic articles, >50% alumina or silica","6digit","Refractory ceramic articles, >50% alumina or silica","","Refractory ceramic articles, >50% alumina or silica","",1412.0
8042,"690390","Refractory ceramic articles nes","6digit","Refractory ceramic articles nes","","Refractory ceramic articles nes","",1412.0
8043,"690410","Building bricks","6digit","Building bricks","","Building bricks","",1413.0
8044,"690490","Ceramic flooring blocks, tiles and the like","6digit","Ceramic flooring blocks, tiles and the like","","Ceramic flooring blocks, tiles and the like","",1413.0
8045,"690510","Roofing tiles, ceramic","6digit","Roofing tiles, ceramic","","Roofing tiles, ceramic","",1414.0
8046,"690590","Ceramic construction items, chimney pots and cowls","6digit","Ceramic construction items, chimney pots and cowls","","Ceramic construction items, chimney pots and cowls","",1414.0
8047,"690600","Ceramic pipes, conduits, guttering and fittings","6digit","Ceramic pipes, conduits, guttering and fittings","","Ceramic pipes, conduits, guttering and fittings","",1415.0
8048,"690710","Unglazed ceramic mosaic tiles etc, <7cm wide","6digit","Unglazed ceramic mosaic tiles etc, <7cm wide","","Unglazed ceramic mosaic tiles etc, <7cm wide","",1416.0
8049,"690790","Unglazed ceramic flags, tiles > 7 cm wide","6digit","Unglazed ceramic flags, tiles > 7 cm wide","","Unglazed ceramic flags, tiles > 7 cm wide","",1416.0
8050,"690810","Glazed ceramic mosaic tiles, cubes & similar <7cm wid","6digit","Glazed ceramic mosaic tiles, cubes & similar <7cm wid","","Glazed ceramic mosaic tiles, cubes & similar <7cm wid","",1417.0
8051,"690890","Glazed ceramic flags, tiles wider than 7 cm","6digit","Glazed ceramic flags, tiles wider than 7 cm","","Glazed ceramic flags, tiles wider than 7 cm","",1417.0
8052,"690911","Porcelain ware for laboratory, chemical, technical us","6digit","Porcelain ware for laboratory, chemical, technical us","","Porcelain ware for laboratory, chemical, technical us","",1418.0
8053,"690919","Ceramic laboratory & technical ware except porcelain","6digit","Ceramic laboratory & technical ware except porcelain","","Ceramic laboratory & technical ware except porcelain","",1418.0
8054,"690990","Ceramic troughs, etc (agriculture), ceramic pots etc","6digit","Ceramic troughs, etc (agriculture), ceramic pots etc","","Ceramic troughs, etc (agriculture), ceramic pots etc","",1418.0
8055,"691010","Porcelain bathroom, kitchen & other sanitary fixtures","6digit","Porcelain bathroom, kitchen & other sanitary fixtures","","Porcelain bathroom, kitchen & other sanitary fixtures","",1419.0
8056,"691090","Ceramic bathroom kitchen sanitary items not porcelain","6digit","Ceramic bathroom kitchen sanitary items not porcelain","","Ceramic bathroom kitchen sanitary items not porcelain","",1419.0
8057,"691110","Tableware and kitchenware of porcelain or china","6digit","Tableware and kitchenware of porcelain or china","","Tableware and kitchenware of porcelain or china","",1420.0
8058,"691190","Household & toilet articles nes of porcelain or china","6digit","Household & toilet articles nes of porcelain or china","","Household & toilet articles nes of porcelain or china","",1420.0
8059,"691200","Ceramic housewares, except of porcelain or china","6digit","Ceramic housewares, except of porcelain or china","","Ceramic housewares, except of porcelain or china","",1421.0
8060,"691310","Statuettes & ornamental articles of porcelain or chin","6digit","Statuettes & ornamental articles of porcelain or chin","","Statuettes & ornamental articles of porcelain or chin","",1422.0
8061,"691390","Ceramic statuettes, ornamental articles, not porcelai","6digit","Ceramic statuettes, ornamental articles, not porcelai","","Ceramic statuettes, ornamental articles, not porcelai","",1422.0
8062,"691410","Articles of porcelain or china nes","6digit","Articles of porcelain or china nes","","Articles of porcelain or china nes","",1423.0
8063,"691490","Articles of ceramics, except porcelain or china, nes","6digit","Articles of ceramics, except porcelain or china, nes","","Articles of ceramics, except porcelain or china, nes","",1423.0
8064,"700100","Glass cullet, waste or scrap, glass in the mass","6digit","Glass cullet, waste or scrap, glass in the mass","","Glass cullet, waste or scrap, glass in the mass","",1424.0
8065,"700210","Glass balls except microspheres < 1mm diameter","6digit","Glass balls except microspheres < 1mm diameter","","Glass balls except microspheres < 1mm diameter","",1425.0
8066,"700220","Glass tubes, unworked","6digit","Glass tubes, unworked","","Glass tubes, unworked","",1425.0
8067,"700231","Tubes of fused quartz or other fused silica","6digit","Tubes of fused quartz or other fused silica","","Tubes of fused quartz or other fused silica","",1425.0
8068,"700232","Tubes of low expansion glass (Pyrex etc)","6digit","Tubes of low expansion glass (Pyrex etc)","","Tubes of low expansion glass (Pyrex etc)","",1425.0
8069,"700239","Tubes of glass other than low expansion","6digit","Tubes of glass other than low expansion","","Tubes of glass other than low expansion","",1425.0
8070,"700311","Cast glass sheet, coloured absorbent reflect or opaqu","6digit","Cast glass sheet, coloured absorbent reflect or opaqu","","Cast glass sheet, coloured absorbent reflect or opaqu","",1426.0
8071,"700319","Cast glass sheet, non-wired, clear","6digit","Cast glass sheet, non-wired, clear","","Cast glass sheet, non-wired, clear","",1426.0
8072,"700320","Cast glass sheet, wired","6digit","Cast glass sheet, wired","","Cast glass sheet, wired","",1426.0
8073,"700330","Cast glass profiles","6digit","Cast glass profiles","","Cast glass profiles","",1426.0
8074,"700410","Drawn glass sheet coloured, absorbing, reflect, opaqu","6digit","Drawn glass sheet coloured, absorbing, reflect, opaqu","","Drawn glass sheet coloured, absorbing, reflect, opaqu","",1427.0
8075,"700490","Drawn glass in sheets, clear","6digit","Drawn glass in sheets, clear","","Drawn glass in sheets, clear","",1427.0
8076,"700510","Float glass etc sheets, absorbent or reflecting layer","6digit","Float glass etc sheets, absorbent or reflecting layer","","Float glass etc sheets, absorbent or reflecting layer","",1428.0
8077,"700521","Float glass etc sheets, coloured throughout","6digit","Float glass etc sheets, coloured throughout","","Float glass etc sheets, coloured throughout","",1428.0
8078,"700529","Float glass etc in sheets, non-wired, clear","6digit","Float glass etc in sheets, non-wired, clear","","Float glass etc in sheets, non-wired, clear","",1428.0
8079,"700530","Float glass etc in sheets, wired","6digit","Float glass etc in sheets, wired","","Float glass etc in sheets, wired","",1428.0
8080,"700600","Cast, drawn or float glass sheet, edge worked or bent","6digit","Cast, drawn or float glass sheet, edge worked or bent","","Cast, drawn or float glass sheet, edge worked or bent","",1429.0
8081,"700711","Safety glass (tempered) for vehicles, aircraft, etc","6digit","Safety glass (tempered) for vehicles, aircraft, etc","","Safety glass (tempered) for vehicles, aircraft, etc","",1430.0
8082,"700719","Safety glass, toughened (tempered), non-vehicle use","6digit","Safety glass, toughened (tempered), non-vehicle use","","Safety glass, toughened (tempered), non-vehicle use","",1430.0
8083,"700721","Safety glass (laminated) for vehicles, aircraft, etc","6digit","Safety glass (laminated) for vehicles, aircraft, etc","","Safety glass (laminated) for vehicles, aircraft, etc","",1430.0
8084,"700729","Safety glass, laminated, non vehicle use","6digit","Safety glass, laminated, non vehicle use","","Safety glass, laminated, non vehicle use","",1430.0
8085,"700800","Multiple-walled insulating units of glass","6digit","Multiple-walled insulating units of glass","","Multiple-walled insulating units of glass","",1431.0
8086,"700910","Rear-view mirrors for vehicles","6digit","Rear-view mirrors for vehicles","","Rear-view mirrors for vehicles","",1432.0
8087,"700991","Glass mirrors, unframed","6digit","Glass mirrors, unframed","","Glass mirrors, unframed","",1432.0
8088,"700992","Glass mirrors, framed","6digit","Glass mirrors, framed","","Glass mirrors, framed","",1432.0
8089,"701010","Ampoules of glass for conveyance or packing","6digit","Ampoules of glass for conveyance or packing","","Ampoules of glass for conveyance or packing","",1433.0
8090,"701090","Glass containers nes for packing or conveyance goods","6digit","Glass containers nes for packing or conveyance goods","","Glass containers nes for packing or conveyance goods","",1433.0
8091,"701110","Glass envelopes (bulbs & tubes) for electric lighting","6digit","Glass envelopes (bulbs & tubes) for electric lighting","","Glass envelopes (bulbs & tubes) for electric lighting","",1434.0
8092,"701120","Glass envelopes for cathode-ray tubes","6digit","Glass envelopes for cathode-ray tubes","","Glass envelopes for cathode-ray tubes","",1434.0
8093,"701190","Glass envelopes except lighting or cathode-ray tubes","6digit","Glass envelopes except lighting or cathode-ray tubes","","Glass envelopes except lighting or cathode-ray tubes","",1434.0
8094,"701200","Glass inners for vacuum flasks, other vacuum vessels","6digit","Glass inners for vacuum flasks, other vacuum vessels","","Glass inners for vacuum flasks, other vacuum vessels","",1435.0
8095,"701310","Glass-ceramic ware for table kitchen, etc","6digit","Glass-ceramic ware for table kitchen, etc","","Glass-ceramic ware for table kitchen, etc","",1436.0
8096,"701321","Drinking glasses of lead crystal","6digit","Drinking glasses of lead crystal","","Drinking glasses of lead crystal","",1436.0
8097,"701329","Drinking glasses, except lead crystal or glass cerami","6digit","Drinking glasses, except lead crystal or glass cerami","","Drinking glasses, except lead crystal or glass cerami","",1436.0
8098,"701331","Lead crystal table, kitchen glass (not drink glasses)","6digit","Lead crystal table, kitchen glass (not drink glasses)","","Lead crystal table, kitchen glass (not drink glasses)","",1436.0
8099,"701332","Table, kitchenware of low expansion glass (Pyrex etc)","6digit","Table, kitchenware of low expansion glass (Pyrex etc)","","Table, kitchenware of low expansion glass (Pyrex etc)","",1436.0
8100,"701339","Glass table or kitchenware, except low expansion glas","6digit","Glass table or kitchenware, except low expansion glas","","Glass table or kitchenware, except low expansion glas","",1436.0
8101,"701391","Glassware except kitchen, table ware, of lead crystal","6digit","Glassware except kitchen, table ware, of lead crystal","","Glassware except kitchen, table ware, of lead crystal","",1436.0
8102,"701399","Glassware, not kitchen or table ware, not lead crysta","6digit","Glassware, not kitchen or table ware, not lead crysta","","Glassware, not kitchen or table ware, not lead crysta","",1436.0
8103,"701400","Signalling glassware, unworked optical elements","6digit","Signalling glassware, unworked optical elements","","Signalling glassware, unworked optical elements","",1437.0
8104,"701510","Glasses for corrective spectacles, unworked","6digit","Glasses for corrective spectacles, unworked","","Glasses for corrective spectacles, unworked","",1438.0
8105,"701590","Clock or watch glasses etc not optically worked","6digit","Clock or watch glasses etc not optically worked","","Clock or watch glasses etc not optically worked","",1438.0
8106,"701610","Glass cubes, mosaic tiles","6digit","Glass cubes, mosaic tiles","","Glass cubes, mosaic tiles","",1439.0
8107,"701690","Glass blocks, bricks, tiles, leaded lights, etc","6digit","Glass blocks, bricks, tiles, leaded lights, etc","","Glass blocks, bricks, tiles, leaded lights, etc","",1439.0
8108,"701710","Fused quartz laboratory, hygienic or pharmeutical war","6digit","Fused quartz laboratory, hygienic or pharmeutical war","","Fused quartz laboratory, hygienic or pharmeutical war","",1440.0
8109,"701720","Low expansion laboratory, hygienic, pharmacy glasswar","6digit","Low expansion laboratory, hygienic, pharmacy glasswar","","Low expansion laboratory, hygienic, pharmacy glasswar","",1440.0
8110,"701790","Laboratory, hygienic or pharmaceutical glassware nes","6digit","Laboratory, hygienic or pharmaceutical glassware nes","","Laboratory, hygienic or pharmaceutical glassware nes","",1440.0
8111,"701810","Ornamental glass beads, pearls, stones, worked items","6digit","Ornamental glass beads, pearls, stones, worked items","","Ornamental glass beads, pearls, stones, worked items","",1441.0
8112,"701820","Glass microspheres < 1 mm in diameter","6digit","Glass microspheres < 1 mm in diameter","","Glass microspheres < 1 mm in diameter","",1441.0
8113,"701890","Articles of glass except jewellery nes, toy glass eye","6digit","Articles of glass except jewellery nes, toy glass eye","","Articles of glass except jewellery nes, toy glass eye","",1441.0
8114,"701910","Slivers, rovings, yarn and chopped strands of glass","6digit","Slivers, rovings, yarn and chopped strands of glass","","Slivers, rovings, yarn and chopped strands of glass","",1442.0
8115,"701920","Woven fabric of glass fibres","6digit","Woven fabric of glass fibres","","Woven fabric of glass fibres","",1442.0
8116,"701931","Mats of glass fibres","6digit","Mats of glass fibres","","Mats of glass fibres","",1442.0
8117,"701932","Thin sheets (voiles) of glass fibres","6digit","Thin sheets (voiles) of glass fibres","","Thin sheets (voiles) of glass fibres","",1442.0
8118,"701939","Webs, mattresses, other nonwoven fibreglass products","6digit","Webs, mattresses, other nonwoven fibreglass products","","Webs, mattresses, other nonwoven fibreglass products","",1442.0
8119,"701990","Glass fibres, glass wool and articles thereof nes","6digit","Glass fibres, glass wool and articles thereof nes","","Glass fibres, glass wool and articles thereof nes","",1442.0
8120,"702000","Articles of glass, nes","6digit","Articles of glass, nes","","Articles of glass, nes","",1443.0
8121,"710110","Pearls natural, not permanently mounted or set","6digit","Pearls natural, not permanently mounted or set","","Pearls natural, not permanently mounted or set","",1444.0
8122,"710121","Pearls cultured unworked","6digit","Pearls cultured unworked","","Pearls cultured unworked","",1444.0
8123,"710122","Pearls cultured worked, not mounted or set","6digit","Pearls cultured worked, not mounted or set","","Pearls cultured worked, not mounted or set","",1444.0
8124,"710210","Diamonds, unsorted","6digit","Diamonds, unsorted","","Diamonds, unsorted","",1445.0
8125,"710221","Diamonds, industrial, unworked or simply sawn, cleave","6digit","Diamonds, industrial, unworked or simply sawn, cleave","","Diamonds, industrial, unworked or simply sawn, cleave","",1445.0
8126,"710229","Diamonds industrial, worked","6digit","Diamonds industrial, worked","","Diamonds industrial, worked","",1445.0
8127,"710231","Diamonds (jewellery) unworked or simply sawn, cleaved","6digit","Diamonds (jewellery) unworked or simply sawn, cleaved","","Diamonds (jewellery) unworked or simply sawn, cleaved","",1445.0
8128,"710239","Diamonds (jewellery) worked but not mounted or set","6digit","Diamonds (jewellery) worked but not mounted or set","","Diamonds (jewellery) worked but not mounted or set","",1445.0
8129,"710310","Precious, semi-precious stones unworked, partly worke","6digit","Precious, semi-precious stones unworked, partly worke","","Precious, semi-precious stones unworked, partly worke","",1446.0
8130,"710391","Rubies, sapphires and emeralds worked but not set","6digit","Rubies, sapphires and emeralds worked but not set","","Rubies, sapphires and emeralds worked but not set","",1446.0
8131,"710399","Precious & semi-precious stones, nes, worked, not set","6digit","Precious & semi-precious stones, nes, worked, not set","","Precious & semi-precious stones, nes, worked, not set","",1446.0
8132,"710410","Piezo-electric quartz","6digit","Piezo-electric quartz","","Piezo-electric quartz","",1447.0
8133,"710420","Synthetic precious, semi-precious stone, rough shaped","6digit","Synthetic precious, semi-precious stone, rough shaped","","Synthetic precious, semi-precious stone, rough shaped","",1447.0
8134,"710490","Synthetic precious or semi-precious stones, worked ne","6digit","Synthetic precious or semi-precious stones, worked ne","","Synthetic precious or semi-precious stones, worked ne","",1447.0
8135,"710510","Diamond dust or powder","6digit","Diamond dust or powder","","Diamond dust or powder","",1448.0
8136,"710590","Dust of precious, semi-precious stones except diamond","6digit","Dust of precious, semi-precious stones except diamond","","Dust of precious, semi-precious stones except diamond","",1448.0
8137,"710610","Silver powder","6digit","Silver powder","","Silver powder","",1449.0
8138,"710691","Silver in unwrought forms","6digit","Silver in unwrought forms","","Silver in unwrought forms","",1449.0
8139,"710692","Silver semi-manufactured including gold/platinum plat","6digit","Silver semi-manufactured including gold/platinum plat","","Silver semi-manufactured including gold/platinum plat","",1449.0
8140,"710700","Base metals clad with silver, semi-manufactured","6digit","Base metals clad with silver, semi-manufactured","","Base metals clad with silver, semi-manufactured","",1450.0
8141,"710811","Gold powder non-monetary","6digit","Gold powder non-monetary","","Gold powder non-monetary","",1451.0
8142,"710812","Gold in unwrought forms non-monetary","6digit","Gold in unwrought forms non-monetary","","Gold in unwrought forms non-monetary","",1451.0
8143,"710813","Gold, semi-manufactured forms, non-monetary","6digit","Gold, semi-manufactured forms, non-monetary","","Gold, semi-manufactured forms, non-monetary","",1451.0
8144,"710900","Base metals or silver, clad with gold, semi-manuf","6digit","Base metals or silver, clad with gold, semi-manuf","","Base metals or silver, clad with gold, semi-manuf","",1452.0
8145,"711011","Platinum unwrought or in powder form","6digit","Platinum unwrought or in powder form","","Platinum unwrought or in powder form","",1453.0
8146,"711019","Platinum in semi-manufactured forms","6digit","Platinum in semi-manufactured forms","","Platinum in semi-manufactured forms","",1453.0
8147,"711021","Palladium unwrought or in powder form","6digit","Palladium unwrought or in powder form","","Palladium unwrought or in powder form","",1453.0
8148,"711029","Palladium in semi-manufactured forms","6digit","Palladium in semi-manufactured forms","","Palladium in semi-manufactured forms","",1453.0
8149,"711031","Rhodium unwrought or in powder form","6digit","Rhodium unwrought or in powder form","","Rhodium unwrought or in powder form","",1453.0
8150,"711039","Rhodium in semi-manufactured forms","6digit","Rhodium in semi-manufactured forms","","Rhodium in semi-manufactured forms","",1453.0
8151,"711041","Iridium, osmium and ruthenium unwrought or powder for","6digit","Iridium, osmium and ruthenium unwrought or powder for","","Iridium, osmium and ruthenium unwrought or powder for","",1453.0
8152,"711049","Iridium, osmium and ruthenium, semi-manufactured","6digit","Iridium, osmium and ruthenium, semi-manufactured","","Iridium, osmium and ruthenium, semi-manufactured","",1453.0
8153,"711100","Metals, clad with platinum, semi-manufactured","6digit","Metals, clad with platinum, semi-manufactured","","Metals, clad with platinum, semi-manufactured","",1454.0
8154,"711210","Waste or scrap containing gold as sole precious metal","6digit","Waste or scrap containing gold as sole precious metal","","Waste or scrap containing gold as sole precious metal","",1455.0
8155,"711220","Waste/scrap containing platinum as sole precious meta","6digit","Waste/scrap containing platinum as sole precious meta","","Waste/scrap containing platinum as sole precious meta","",1455.0
8156,"711290","Waste/scrap, precious metals except pure gold/platinu","6digit","Waste/scrap, precious metals except pure gold/platinu","","Waste/scrap, precious metals except pure gold/platinu","",1455.0
8157,"711311","Jewellery and parts, silver, including plated silver","6digit","Jewellery and parts, silver, including plated silver","","Jewellery and parts, silver, including plated silver","",1456.0
8158,"711319","Jewellery and parts of precious metal except silver","6digit","Jewellery and parts of precious metal except silver","","Jewellery and parts of precious metal except silver","",1456.0
8159,"711320","Jewellery, parts, base metal clad with precious metal","6digit","Jewellery, parts, base metal clad with precious metal","","Jewellery, parts, base metal clad with precious metal","",1456.0
8160,"711411","Silver wares, silver ware plated with precious metal","6digit","Silver wares, silver ware plated with precious metal","","Silver wares, silver ware plated with precious metal","",1457.0
8161,"711419","Gold/silversmith wares of/clad with precious metal ne","6digit","Gold/silversmith wares of/clad with precious metal ne","","Gold/silversmith wares of/clad with precious metal ne","",1457.0
8162,"711420","Gold, silversmith wares, base clad with precious meta","6digit","Gold, silversmith wares, base clad with precious meta","","Gold, silversmith wares, base clad with precious meta","",1457.0
8163,"711510","Catalysts (form of wire cloth or grill) of platinum","6digit","Catalysts (form of wire cloth or grill) of platinum","","Catalysts (form of wire cloth or grill) of platinum","",1458.0
8164,"711590","Articles of, or clad with, precious metal nes","6digit","Articles of, or clad with, precious metal nes","","Articles of, or clad with, precious metal nes","",1458.0
8165,"711610","Articles of natural or cultured pearls","6digit","Articles of natural or cultured pearls","","Articles of natural or cultured pearls","",1459.0
8166,"711620","Articles of precious, semi-precious, artificial stone","6digit","Articles of precious, semi-precious, artificial stone","","Articles of precious, semi-precious, artificial stone","",1459.0
8167,"711711","Cuff-links and studs of base metal, plated or not","6digit","Cuff-links and studs of base metal, plated or not","","Cuff-links and studs of base metal, plated or not","",1460.0
