id	code	name_es	name_en	level	parent_id	level	Sp Length	En Length	name_short_es	name_short_en	sp short len	en short len
348	5101	Supervisores en la preparación y servicio de alimentos y bebidas, así como en servicios de esparcimiento y de hotelería	Supervisors in the preparation and serving of food and drinks, as well as in recreational facilities and hotels	4digit	441		119	111		Supervisors of food & drinks in recreational facilities and hotels	0	66
349	511	Trabajadores en la preparación y servicio de alimentos y bebidas en establecimientos	Workers in the preparation and service of food and beverage at stores	3digit	437		84	69		Workers in the preparation and service of food & drinks	0	55
350	5111	Cocineros	Cooks	4digit	445		9	5	Cocineros	Cooks	9	5
351	5112	Fonderos, vendedores y comerciantes de comida	Innkeepers, food sellers and traders	4digit	445		45	36	Fonderos, vendedores y comerciantes de comida	Innkeepers, food sellers and traders	45	36
352	5113	Cocineros domésticos	Home cooks	4digit	445		20	10	Cocineros domésticos	Home cooks	20	10
353	5114	Taqueros y preparadores de comida rápida, antojitos, pizzas, hot dogs, jugos, café, etcétera	Workers who prepare tacos, fast food, snacks, pizzas, hot dogs, juice, coffee, etc.	4digit	445		92	83		Preparers of tacos, fast food, snacks, juice, coffee, etc.	0	58
354	5115	Cantineros	Bartenders	4digit	445		10	10	Cantineros	Bartenders	10	10
355	5116	Meseros	Waiters	4digit	445		7	7	Meseros	Waiters	7	7
356	52	Trabajadores en cuidados personales y del hogar	Personal and home care workers	2digit	436		47	30	Trabajadores en cuidados personales y del hogar	Personal and home care workers	47	30
357	520	Supervisores y encargados de trabajadores en cuidados personales y del hogar	Supervisors and managers of workers in the personal and home care business	3digit	454		76	74		Supervisors of workers in the personal and home care business	0	61
358	5201	Supervisores y encargados de trabajadores en cuidados personales y del hogar	Supervisors and managers of workers in the personal and home care business	4digit	455		76	74		Supervisors of workers in the personal and home care business	0	61
359	521	Peluqueros, embellecedores y similares	Hairdressers, coiffures and the like	3digit	454		38	36	Peluqueros, embellecedores y similares	Hairdressers, coiffures and the like	38	36
360	5211	Peluqueros, barberos, estilistas y peinadores	Hairdressers, barbers, stylists and coiffures	4digit	458		45	45	Peluqueros, barberos, estilistas y peinadores	Hairdressers, barbers, stylists and coiffures	45	45
361	5212	Maquillistas, manicuristas, pedicuristas y tatuadores	Makeup artists, manicurists, pedicurists and tattooists	4digit	458		53	55	Maquillistas, manicuristas, pedicuristas y tatuadores	Makeup artists, manicurists, pedicurists and tattooists	53	55
362	5213	Bañeros y masajistas	Bathing attendants and masseurs	4digit	458		20	31	Bañeros y masajistas	Bathing attendants and masseurs	20	31
363	522	Trabajadores en el cuidado de personas	Personal cares providers	3digit	454		38	24	Trabajadores en el cuidado de personas	Personal cares providers	38	24
364	5221	Cuidadores de niños, personas con discapacidad y ancianos en establecimientos	Caregivers for children, the disabled and the elderly at establishments	4digit	462		77	71		Caregivers for children, the disabled and elderly at establishments	0	67
365	5222	Cuidadores de niños, personas con discapacidad y ancianos en casas particulares	Caregivers for children, the disabled and the elderly at private homes	4digit	462		79	70		Caregivers for children, the disabled and elderly at establishments	0	67
366	523	Azafatas y sobrecargos	Flight attendants and stewards	3digit	454		22	30	Azafatas y sobrecargos	Flight attendants and stewards	22	30
367	5231	Azafatas y sobrecargos	Flight attendants and stewards	4digit	467		22	30	Azafatas y sobrecargos	Flight attendants and stewards	22	30
368	524	Jardineros	Gardeners	3digit	454		10	9	Jardineros	Gardeners	10	9
369	5241	Jardineros en establecimientos	Gardeners at establishments	4digit	469		30	27	Jardineros en establecimientos	Gardeners at establishments	30	27
370	5242	Jardineros en casas particulares	Gardeners at private homes	4digit	469		32	26	Jardineros en casas particulares	Gardeners at private homes	32	26
371	525	Trabajadores en otros servicios personales	Workers in other personal services	3digit	454		42	34	Trabajadores en otros servicios personales	Workers in other personal services	42	34
372	5251	Astrólogos, adivinadores y afines	Astrologers, fortune tellers and related	4digit	472		33	40	Astrólogos, adivinadores y afines	Astrologers, fortune tellers and related	33	40
373	5252	Trabajadores dedicados a la prostitución	Workers in prostitution	4digit	472		40	23	Trabajadores dedicados a la prostitución	Workers in prostitution	40	23
374	5253	Trabajadores en servicios funerarios	Funeral services workers	4digit	472		36	24	Trabajadores en servicios funerarios	Funeral services workers	36	24
375	5254	Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas	Animal trainers and occupations related to pet care	4digit	472		78	51		Animal trainers and occupations related to pet care	0	51
376	53	Trabajadores en servicios de protección y vigilancia	Workers in security and surveillance services	2digit	436		52	45	Trabajadores en servicios de protección y vigilancia	Workers in security and surveillance services	52	45
377	530	Supervisores en servicios de protección y vigilancia	Supervisors in security and surveillance services	3digit	480		52	49	Supervisores en servicios de protección y vigilancia	Supervisors in security and surveillance services	52	49
378	5301	Supervisores en servicios de protección y vigilancia	Supervisors in security and surveillance services	4digit	481		52	49	Supervisores en servicios de protección y vigilancia	Supervisors in security and surveillance services	52	49
379	531	Trabajadores en servicios de protección y vigilancia	Workers in security and surveillance services	3digit	480		52	45	Trabajadores en servicios de protección y vigilancia	Workers in security and surveillance services	52	45
380	5311	Bomberos	Firefighters	4digit	483		8	12	Bomberos	Firefighters	8	12
381	5312	Policías y agentes de tránsito	Policemen and traffic officers	4digit	483		30	30	Policías y agentes de tránsito	Policemen and traffic officers	30	30
382	5313	Vigilantes y guardias en establecimientos	Watchmen and guards in establishments	4digit	483		41	37	Vigilantes y guardias en establecimientos	Watchmen and guards in establishments	41	37
383	5314	Vigilantes y porteros en casas particulares	Watchmen and doormen in private houses	4digit	483		43	38	Vigilantes y porteros en casas particulares	Watchmen and doormen in private houses	43	38
384	54	Trabajadores de las fuerzas armadas	Workers from the armed forces	2digit	436		35	29	Trabajadores de las fuerzas armadas	Workers from the armed forces	35	29
385	540	Supervisores de las fuerzas armadas	Supervisors from the armed forces	3digit	488		35	33	Supervisores de las fuerzas armadas	Supervisors from the armed forces	35	33
386	5401	Supervisores de las fuerzas armadas	Supervisors from the armed forces	4digit	489		35	33	Supervisores de las fuerzas armadas	Supervisors from the armed forces	35	33
387	541	Trabajadores de las fuerzas armadas	Workers from the armed forces	3digit	488		35	29	Trabajadores de las fuerzas armadas	Workers from the armed forces	35	29
388	5411	Trabajadores de la fuerza armada aérea	Workers from the air force	4digit	491		38	26	Trabajadores de la fuerza armada aérea	Workers from the air force	38	26
389	5412	Trabajadores de la fuerza armada marítima	Workers from the marine corps	4digit	491		41	29	Trabajadores de la fuerza armada marítima	Workers from the marine corps	41	29
390	5413	Trabajadores de la fuerza armada terrestre	Workers from the ground force	4digit	491		42	29	Trabajadores de la fuerza armada terrestre	Workers from the ground force	42	29
391	59	Otras ocupaciones en servicios personales y vigilancia, no clasificadas anteriormente	Other activities within personal and surveillance services not included above	2digit	436		85	77		Other activities within personal and surveillance services	0	58
392	599	Otras ocupaciones en servicios personales y vigilancia, no clasificadas anteriormente	Other activities within personal and surveillance services not included above	3digit	495		85	77		Other activities within personal and surveillance services	0	58
393	5999	Otras ocupaciones en servicios personales y vigilancia, no clasificadas anteriormente	Other activities within personal and surveillance services not included above	4digit	497		85	77		Other activities within personal and surveillance services	0	58
394	6	Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca	Workers in agricultural, livestock, forest, hunting and fishing activities	1digit			74	74		Agriculture, livestock, forestry, hunting & fishing workers	0	59
395	61	Trabajadores en actividades agrícolas y ganaderas	Workers in agricultural and livestock activities	2digit	501		49	48	Trabajadores en actividades agrícolas y ganaderas	Workers in agricultural and livestock activities	49	48
396	610	Supervisores, encargados y capataces agropecuarios	Agricultural and livestock supervisors, managers and overseers	3digit	502		50	62	Supervisores, encargados y capataces agropecuarios	Supervisors, overseers and managers in agriculture	50	50
397	6101	Supervisores, encargados y capataces agropecuarios	Agricultural and livestock supervisors, managers and overseers	4digit	503		50	62	Supervisores, encargados y capataces agropecuarios	Supervisors, overseers and managers in agriculture	50	50
398	611	Trabajadores en actividades agrícolas	Workers in agricultural activities	3digit	502		37	34	Trabajadores en actividades agrícolas	Workers in agricultural activities	37	34
399	6111	Trabajadores en el cultivo de maíz y/o frijol	Workers in the cultivation of corn and/or beans	4digit	505		45	47	Trabajadores en el cultivo de maíz y/o frijol	Workers in the cultivation of corn and/or beans	45	47
400	6112	Trabajadores en el cultivo de hortalizas y verduras	Workers in the cultivation of vegetables and greens	4digit	505		51	51	Trabajadores en el cultivo de hortalizas y verduras	Workers in the cultivation of vegetables and greens	51	51
401	6113	Trabajadores en el cultivo de café, cacao y tabaco	Workers in the cultivation of coffee, cocoa and tobacco	4digit	505		50	55	Trabajadores en el cultivo de café, cacao y tabaco	Workers in the cultivation of coffee, cocoa and tobacco	50	55
402	6114	Trabajadores en el cultivo de frutales	Workers in the cultivation of fruits	4digit	505		38	36	Trabajadores en el cultivo de frutales	Workers in the cultivation of fruits	38	36
403	6115	Trabajadores en el cultivo de flores	Workers in the cultivation of flowers	4digit	505		36	37	Trabajadores en el cultivo de flores	Workers in the cultivation of flowers	36	37
404	6116	Trabajadores en otros cultivos agrícolas	Workers in other agricultural crops	4digit	505		40	35	Trabajadores en otros cultivos agrícolas	Workers in other agricultural crops	40	35
405	6117	Trabajadores en actividades de beneficio de productos agrícolas	Workers in benefit activities of agricultural products	4digit	505		63	54		Workers in benefit activities of agricultural products	0	54
406	6119	Otros trabajadores en actividades agrícolas, no clasificados anteriormente	Other workers in agricultural activities not included above	4digit	505		74	59		Other workers in agricultural activities not included above	0	59
407	612	Trabajadores en actividades ganaderas y en la cría de animales	Workers in livestock and husbandry activities	3digit	502		62	45		Workers in livestock and husbandry activities	0	45
408	6121	Trabajadores en la cría de ganado bovino	Workers in cattle husbandry	4digit	514		40	27	Trabajadores en la cría de ganado bovino	Workers in cattle husbandry	40	27
409	6122	Trabajadores en la cría de porcinos	Workers in pig husbandry	4digit	514		35	24	Trabajadores en la cría de porcinos	Workers in pig husbandry	35	24
410	6123	Trabajadores en la cría avícola	Workers in poultry husbandry	4digit	514		31	28	Trabajadores en la cría avícola	Workers in poultry husbandry	31	28
411	6124	Trabajadores en la cría de caprinos y ovinos	Workers in caprine and ovine husbandry	4digit	514		44	38	Trabajadores en la cría de caprinos y ovinos	Workers in caprine and ovine husbandry	44	38
412	6125	Trabajadores en la cría de equinos	Workers in equine husbandry	4digit	514		34	27	Trabajadores en la cría de equinos	Workers in equine husbandry	34	27
413	6126	Trabajadores en la apicultura	Workers in apiculture	4digit	514		29	21	Trabajadores en la apicultura	Workers in apiculture	29	21
414	6127	Trabajadores en la cría y cuidado de otro tipo de animales	Workers in care and husbandry of other type of animals	4digit	514		58	54	Trabajadores en la cría y cuidado de otro tipo de animales	Workers in care and husbandry of other type of animals	58	54
415	6128	Trabajadores en actividades de beneficio de productos pecuarios	Workers in benefit activities including livestock products	4digit	514		63	58		Workers in benefit activities including livestock products	0	58
416	6129	Otros trabajadores en actividades ganaderas y en la cría de animales, no clasificados anteriormente	Other workers in livestock and animal husbandry activities not included above	4digit	514		99	77		Other workers in livestock and animal husbandry activities	0	58
417	613	Trabajadores que combinan actividades agrícolas con ganaderas	Workers combining agriculture and livestock activities	3digit	502		61	54		Workers combining agriculture and livestock activities	0	54
418	6131	Trabajadores que combinan actividades agrícolas con ganaderas	Workers combining agriculture and livestock activities	4digit	527		61	54		Workers combining agriculture and livestock activities	0	54
419	62	Trabajadores en actividades pesqueras, forestales, caza y similares	Workers in similar fishing, forest, and hunting activities	2digit	501		67	58		Workers in similar fishing, forest, and hunting activities	0	58
420	620	Supervisores, encargados y capataces de trabajadores en actividades pesqueras, acuícolas, forestales, caza y similares	Supervisors, managers and overseers of workers in fishing, aquaculture, forest, hunting and similar activities	3digit	529		118	110		Supervisors in fishing, aquaculture, forest, hunting and similar	0	64
421	6201	Supervisores, encargados y capataces de trabajadores en actividades pesqueras, acuícolas, forestales, caza y similares	Supervisors, managers and overseers of workers in fishing, aquaculture, forest, hunting and similar activities	4digit	530		118	110		Supervisors in fishing, aquaculture, forest, hunting and similar	0	64
422	621	Trabajadores en actividades pesqueras y de acuacultura	Workers in fishing and aquaculture activities	3digit	529		54	45	Trabajadores en actividades pesqueras y de acuacultura	Workers in fishing and aquaculture activities	54	45
423	6211	Trabajadores en actividades pesqueras	Workers in fishing activities	4digit	534		37	29	Trabajadores en actividades pesqueras	Workers in fishing activities	37	29
424	6212	Trabajadores en actividades de acuacultura	Workers in aquaculture activities	4digit	534		42	33	Trabajadores en actividades de acuacultura	Workers in aquaculture activities	42	33
425	6213	Trabajadores en actividades de beneficio de productos pesqueros o acuícolas	Workers in benefit activities including fishing or aquaculture products	4digit	534		75	71			0	0
426	622	Trabajadores en actividades silvícolas y forestales	Workers in forestry and forest activities	3digit	529		51	41	Trabajadores en actividades silvícolas y forestales	Workers in forestry and forest activities	51	41
427	6221	Taladores, trocadores, cortadores de árboles y similares	Loggers, wood cutters, lumberjacks and similar	4digit	539		56	46	Taladores, trocadores, cortadores de árboles y similares	Loggers, wood cutters, lumberjacks and similar	56	46
428	6222	Caucheros, chicleros, resineros y similares	Rubber and gum workers, resin tappers and similar	4digit	539		43	49	Caucheros, chicleros, resineros y similares	Rubber and gum workers, resin tappers and similar	43	49
429	6223	Trabajadores en viveros e invernaderos	Workers in nurseries and greenhouses	4digit	539		38	36	Trabajadores en viveros e invernaderos	Workers in nurseries and greenhouses	38	36
430	6224	Trabajadores en actividades de plantación, reforestación y conservación de bosques	Workers in wood planting, reforestation and preservation activities	4digit	539		82	67			0	0
431	6225	Cortadores de leña	Lumberjacks	4digit	539		18	11	Cortadores de leña	Lumberjacks	18	11
432	6226	Trabajadores en actividades de recolección de plantas, hierbas y raíces no cultivadas	Workers in activities of plant, herbal and non cultivated roots collection	4digit	539		85	74			0	0
433	6227	Productores de carbón vegetal	Charcoal producers	4digit	539		29	18	Productores de carbón vegetal	Charcoal producers	29	18
434	623	Trabajadores en actividades de caza, trampería y similares	Workers in hunting, trap and similar activities	3digit	529		58	47	Trabajadores en actividades de caza, trampería y similares	Workers in hunting, trap and similar activities	58	47
435	6231	Trabajadores en actividades de caza, trampería y similares	Workers in hunting, trap and similar activities	4digit	549		58	47	Trabajadores en actividades de caza, trampería y similares	Workers in hunting, trap and similar activities	58	47
436	63	Operadores de maquinaria agropecuaria y forestal	Operators for agricultural and forest machinery	2digit	501		48	47	Operadores de maquinaria agropecuaria y forestal	Operators for agricultural and forest machinery	48	47
437	631	Operadores de maquinaria agropecuaria y forestal	Operators for agricultural and forest machinery	3digit	551		48	47	Operadores de maquinaria agropecuaria y forestal	Operators for agricultural and forest machinery	48	47
438	6311	Operadores de maquinaria agropecuaria y forestal	Operators for agricultural and forest machinery	4digit	552		48	47	Operadores de maquinaria agropecuaria y forestal	Operators for agricultural and forest machinery	48	47
439	69	Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente	Other workers in agricultural, livestock, forest, hunting and fishing activities not included above	2digit	501		111	99		Other workers in agricultural, livestock, forest, hunting and fishing	0	69
440	699	Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente	Other workers in agricultural, livestock, forest, hunting and fishing activities not included above	3digit	556		111	99		Other workers in agricultural, livestock, forest, hunting and fishing	0	69
441	6999	Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente	Other workers in agricultural, livestock, forest, hunting and fishing activities not included above	4digit	558		111	99		Other workers in agricultural, livestock, forest, hunting and fishing	0	69
442	7	Trabajadores artesanales	Craftsmen	1digit			24	9	Trabajadores artesanales	Craftsmen	24	9
443	71	Trabajadores en la extracción y la edificación de construcciones	Workers in the extraction and construction of buildings	2digit	562		64	55		Workers in the extraction and construction of buildings	0	55
444	710	Supervisores de trabajadores en la extracción, albañiles y en acabados de la construcción	Supervisors of the workers in the extraction and finish of the construction and constructors	3digit	563		89	92			0	0
445	7101	Supervisores de trabajadores en la extracción, albañiles y en acabados de la construcción	Supervisors of the workers in the extraction and finish of the construction and constructors	4digit	564		89	92			0	0
446	711	Trabajadores en la extracción	Workers in the extraction	3digit	563		29	25	Trabajadores en la extracción	Workers in the extraction	29	25
447	7111	Mineros y trabajadores en la extracción en minas de minerales metálicos	Miners and workers in the extraction of metallic minerals in mines	4digit	568		71	66			0	0
448	7112	Trabajadores en la extracción de cantera, arcilla, arena, piedra y grava	Workers in the extraction of quarry, clay, sand, stone and loose stone	4digit	568		72	70			0	0
449	7113	Dinamiteros y buzos en perforación de pozos y en la construcción	Bombers and divers in well drilling and construction	4digit	568		64	52		Bombers and divers in well drilling and construction	0	52
450	712	Albañiles y otros trabajadores en la edificación de construcciones	Constructors and other workers in the construction of buildings	3digit	563		66	63			0	0
451	7121	Albañiles, mamposteros y afines	Constructors, stonemasons and similar	4digit	572		31	37	Albañiles, mamposteros y afines	Constructors, stonemasons and similar	31	37
452	7122	Techadores (colocadores de palapas, etcétera)	Roofer (palm roof installers, etc.)	4digit	572		45	35	Techadores (colocadores de palapas, etcétera)	Roofer (palm roof installers, etc.)	45	35
453	7123	Carpinteros de obra negra	Carpenters of structural work	4digit	572		25	29	Carpinteros de obra negra	Carpenters of structural work	25	29
454	713	Yeseros, instaladores de pisos, climas, impermeabilizante, vidrio, etc., plomeros y pintores	Plasterers, floors installers, climate control, waterproofing, glass, etc., plumbers and painters	3digit	563		92	97			0	0
455	7131	Yeseros, escayolistas y otros recubridores de techos y paredes	Plasterers, pavement layers and other roof and wall coatings	4digit	576		62	60		Plasterers, pavement layers and other roof and wall coatings	0	60
456	7132	Instaladores de pisos, azulejos, mosaicos y baldosas	Floor, tiles, mosaic and paving stone installers	4digit	576		52	48	Instaladores de pisos, azulejos, mosaicos y baldosas	Floor, tiles, mosaic and paving stone installers	52	48
457	7133	Instaladores de material aislante, de impermeabilización, vidrio y otros materiales	Installers of isolation material, waterproofing, glass and other materials	4digit	576		83	74			0	0
458	7134	Plomeros, fontaneros e instaladores de tubería	Plumbers, and tube installers	4digit	576		46	29	Plomeros, fontaneros e instaladores de tubería	Plumbers, and tube installers	46	29
459	7135	Pintores de brocha gorda	Painters	4digit	576		24	8	Pintores de brocha gorda	Painters	24	8
460	72	Artesanos y trabajadores en el tratamiento y elaboración de productos de metal	Craftsmen and workers in the treatment and manufacture of metal products	2digit	562		78	72			0	0
461	720	Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal	Supervisors of craftsmen and workers in the treatment and manufacture of metal products	3digit	584		94	87			0	0
462	7201	Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal	Supervisors of craftsmen and workers in the treatment and manufacture of metal products	4digit	585		94	87			0	0
463	721	Moldeadores, soldadores, hojalateros y pintores de metales	Sculptors, welders, tinsmith and metal painters	3digit	584		58	47	Moldeadores, soldadores, hojalateros y pintores de metales	Sculptors, welders, tinsmith and metal painters	58	47
464	7211	Moldeadores, torneros y troqueladores	Sculptors, turners and die cutter operators	4digit	589		37	43	Moldeadores, torneros y troqueladores	Sculptors, turners and die cutter operators	37	43
465	7212	Soldadores y oxicortadores	Welders and flame cutters	4digit	589		26	25	Soldadores y oxicortadores	Welders and flame cutters	26	25
466	7213	Hojalateros, chaperos, latoneros, cobreros y pintores de metales	Tinsmiths, panel beaters, coppersmiths, and metal painters	4digit	589		64	58		Tinsmiths, panel beaters, coppersmiths, and metal painters	0	58
467	7214	Montadores de estructuras metálicas	Metal structure installers	4digit	589		35	26	Montadores de estructuras metálicas	Metal structure installers	35	26
468	722	Herreros, cerrajeros, joyeros y artesanos en la elaboración de productos de metal	Blacksmiths, locksmiths, jewelers and craftsmen in the manufacture of metal products	3digit	584		81	84			0	0
469	7221	Herreros, balconeros, aluminadores y forjadores	Blacksmiths, erectors of balconies, aluminum workers and forgers	4digit	596		47	64	Herreros, balconeros, aluminadores y forjadores		47	0
470	7222	Cerrajeros, afiladores y pulidores de herramientas	Locksmiths, knife grinders and tool polishers	4digit	596		50	45	Cerrajeros, afiladores y pulidores de herramientas	Locksmiths, knife grinders and tool polishers	50	45
471	7223	Joyeros, orfebres, plateros y pulidores de metal	Jewelers, metalsmiths, silversmiths and brass polishers	4digit	596		48	55	Joyeros, orfebres, plateros y pulidores de metal	Jewelers, metalsmiths, silversmiths and brass polishers	48	55
472	73	Artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel	Craftsmen and workers in the manufacture of wooden, paper, textile and leather and fur products	2digit	562		100	95			0	0
473	730	Supervisores de artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel	Supervisors of craftsmen and workers in the manufacture of wooden, paper, textile and leather and fur products	3digit	600		116	110			0	0
474	7301	Supervisores de artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel	Supervisors of craftsmen and workers in the manufacture of wooden, paper, textile and leather and fur products	4digit	602		116	110			0	0
475	731	Artesanos y trabajadores en la elaboración de productos de madera	Craftsmen and workers in the manufacture of wooden products	3digit	600		65	59		Craftsmen and workers in the manufacture of wooden products	0	59
476	7311	Carpinteros, ebanistas y cepilladores en la elaboración de productos de madera	Carpenters, cabinetmakers and brushers in the manufacture of wooden products	4digit	606		78	76			0	0
477	7312	Pintores y barnizadores de madera	Wood painters and varnishers	4digit	606		33	28	Pintores y barnizadores de madera	Wood painters and varnishers	33	28
478	7313	Artesanos de productos de bejuco, vara, palma, carrizo y mimbre, excepto madera	Craftsmen of vine, cane, reed and wicker products, except wood	4digit	606		79	62			0	0
479	732	Artesanos y trabajadores en la elaboración de productos de papel, cartón y trabajos de impresión	Craftsmen and workers in the manufacture of paper and carton products and printing works	3digit	600		96	88			0	0
480	7321	Artesanos y trabajadores en la elaboración de productos de papel y cartón	Craftsmen and workers in the manufacture of paper and carton products	4digit	612		73	69			0	0
481	7322	Impresores, linotipistas, fotograbadores y encuadernadores	Printers, linotype operators, photoengravers and bookmakers	4digit	612		58	59	Impresores, linotipistas, fotograbadores y encuadernadores	Printers, linotype operators, photoengravers and bookmakers	58	59
482	7323	Reveladores e impresores de fotografías	Photo developers and printers	4digit	612		39	29	Reveladores e impresores de fotografías	Photo developers and printers	39	29
483	733	Tejedores y trabajadores en la preparación de fibras textiles	Weavers and workers in the preparation of textile fibers	3digit	600		61	56		Weavers and workers in the preparation of textile fibers	0	56
484	7331	Trabajadores en la preparación de fibras e hilados	Workers in the preparation of textile fibers and yarn	4digit	617		50	53	Trabajadores en la preparación de fibras e hilados	Workers in the preparation of textile fibers and yarn	50	53
485	7332	Tejedores de fibras	Fiber weavers	4digit	617		19	13	Tejedores de fibras	Fiber weavers	19	13
486	734	Artesanos y trabajadores en la elaboración de productos textiles	Craftsmen and workers in the manufacture of textile products	3digit	600		64	60		Craftsmen and workers in the manufacture of textile products	0	60
487	7341	Sastres y modistos, costureras y confeccionadores de prendas de vestir	Tailors and dressmakers, seamstresses and clothing makers	4digit	620		70	57		Tailors and dressmakers, seamstresses and clothing makers	0	57
488	7342	Artesanos y confeccionadores de productos textiles	Craftsmen and textile product makers	4digit	620		50	36	Artesanos y confeccionadores de productos textiles	Craftsmen and textile product makers	50	36
489	7343	Bordadores y deshiladores	Needlemen and hemstitchers	4digit	620		25	26	Bordadores y deshiladores	Needlemen and hemstitchers	25	26
490	7344	Patronistas de productos textiles	Patter designers for textile products	4digit	620		33	37	Patronistas de productos textiles	Patter designers for textile products	33	37
491	735	Tapiceros y trabajadores en el tratamiento y elaboración de productos de cuero y piel	Upholsterers and workers in the treatment and manufacture of leather and fur products	3digit	600		85	85			0	0
492	7351	Tapiceros	Upholsterers	4digit	625		9	12	Tapiceros	Upholsterers	9	12
493	7352	Peleteros, cortadores, curtidores y teñidores de cuero, piel y similares	Furriers, cutters, tanners and leather and fur dyers and similar	4digit	625		72	64			0	0
494	7353	Zapateros artesanales	Handmade shoemakers	4digit	625		21	19	Zapateros artesanales	Handmade shoemakers	21	19
495	74	Artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas	Craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products	2digit	562		107	101			0	0
496	740	Supervisores de artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas	Supervisors of craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products	3digit	630		123	116			0	0
497	7401	Supervisores de artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas	Supervisors of craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products	4digit	634		123	116			0	0
498	741	Artesanos y trabajadores en la elaboración de productos de hule, caucho, plásticos y de sustancias químicas	Craftsmen and workers in the manufacture of oilcloth, rubber, plastic and chemical substance products	3digit	630		107	101			0	0
499	7411	Trabajadores en la elaboración y reparación de productos de hule, caucho, plásticos y vulcanización de neumáticos	Workers in the manufacture and repair of oilcloth, rubber, plastic and tire vulcanization products	4digit	638		113	98			0	0
500	7412	Trabajadores en la elaboración de sustancias y compuestos químicos	Workers in the manufacture of substances and chemical compounds	4digit	638		66	63			0	0
501	75	Trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco	Workers in the manufacture and processing of food, beverages and tobacco products	2digit	562		90	81			0	0
502	750	Supervisores de trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco	Supervisors of workers in the manufacture and processing of food, beverages and tobacco products	3digit	643		106	96			0	0
503	7501	Supervisores de trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco	Supervisors of workers in the manufacture and processing of food, beverages and tobacco products	4digit	645		106	96			0	0
504	751	Trabajadores en la elaboración y procesamiento de alimentos, bebidas y productos de tabaco	Workers in the manufacture and processing of food, beverages and tobacco products	3digit	643		90	81			0	0
505	7511	Trabajadores en la elaboración de productos de carne, pescado y sus derivados	Workers in the manufacture of meat, fish and deriving products	4digit	649		77	62			0	0
506	7512	Trabajadores en la elaboración de productos lácteos	Workers in the manufacture of dairy products	4digit	649		51	44	Trabajadores en la elaboración de productos lácteos	Workers in the manufacture of dairy products	51	44
507	7513	Trabajadores en la elaboración de pan, tortilla, repostería, y otros productos de cereales y harinas	Workers in the manufacture of bread, tortilla, bakery and other cereal and flour products	4digit	649		100	89			0	0
508	7514	Trabajadores en la elaboración de productos a base de frutas y verduras	Workers in the manufacture of fruit and vegetable based products	4digit	649		71	64			0	0
509	7515	Trabajadores en la elaboración de productos a base de azúcar, chocolate, confitería y tabaco	Workers in the manufacture of products based on sugar, chocolate, sweets and tobacco	4digit	649		92	84			0	0
510	7516	Trabajadores en la elaboración de aceites, grasas, sal y especias	Workers in the manufacture of oils, fats, salt and spices	4digit	649		65	57		Workers in the manufacture of oils, fats, salt and spices	0	57
511	7517	Trabajadores en la elaboración de bebidas alcohólicas y no alcohólicas	Workers in the manufacture of beverages with and without alcohol	4digit	649		70	64			0	0
512	76	Artesanos y trabajadores en la elaboración de productos de cerámica, vidrio, azulejo y similares	Craftsmen and workers in the manufacture of ceramic, glass, tiles and similar products	2digit	562		96	86			0	0
513	760	Supervisores de artesanos y trabajadores en la elaboración de productos de cerámica, vidrio, azulejo y similares	Supervisors of craftsmen and workers in the manufacture of ceramic, glass, tiles and similar products	3digit	661		112	101			0	0
514	7601	Supervisores de artesanos y trabajadores en la elaboración de productos de cerámica, vidrio, azulejo y similares	Supervisors of craftsmen and workers in the manufacture of ceramic, glass, tiles and similar products	4digit	663		112	101			0	0
515	761	Artesanos y trabajadores en la elaboración de productos de cerámica, vidrio, azulejo y similares	Craftsmen and workers in the manufacture of ceramic, glass, tiles and similar products	3digit	661		96	86			0	0
516	7611	Alfareros y trabajadores ceramistas	Potters and ceramic workers	4digit	667		35	27	Alfareros y trabajadores ceramistas	Potters and ceramic workers	35	27
517	7612	Trabajadores en la elaboración de productos de cemento, cal, yeso, azulejo, piedra y ladrilleros	Workers in the manufacture of cement, lime, plaster, tile and stone products and brick workers	4digit	667		96	94			0	0
