"","code","level","name_en","name_es","name_short_es","name_short_en","name","parent_id"
866,"43-4180","broad_occupation","Reservation and Transportation Ticket Agents and Travel Clerks","Reservation and Transportation Ticket Agents and Travel Clerks","","Reservation and Transportation Ticket Agents and Travel Clerks","Reservation and Transportation Ticket Agents and Travel Clerks",835.0
867,"43-4181","detailed_occupation","Reservation and Transportation Ticket Agents and Travel Clerks","Agentes de Reservación y Venta de Boletos de Transporte y Empleados de Oficina de Viajes","Agentes Reservación y Venta Boletos Transporte, Empleados Oficina Viajes","Reservation and Transportation Ticket Agents and Travel Clerks","Reservation and Transportation Ticket Agents and Travel Clerks",866.0
868,"43-4190","broad_occupation","Miscellaneous Information and Record Clerks","Miscellaneous Information and Record Clerks","","Miscellaneous Information and Record Clerks","Miscellaneous Information and Record Clerks",835.0
869,"43-4199","detailed_occupation","Information and Record Clerks, All Other","Todos los Demás Empleados de Información y Registro","Otros Demás Empleados de Información y Registro","Information and Record Clerks, All Other","Information and Record Clerks, All Other",868.0
870,"43-5000","minor_group","Material Recording, Scheduling, Dispatching, and Distributing Workers","Material Recording, Scheduling, Dispatching, and Distributing Workers","","Material Recording, Scheduling, Dispatching, and Distributing Workers","Material Recording, Scheduling, Dispatching, and Distributing Workers",807.0
871,"43-5010","broad_occupation","Cargo and Freight Agents","Cargo and Freight Agents","","Cargo and Freight Agents","Cargo and Freight Agents",870.0
872,"43-5011","detailed_occupation","Cargo and Freight Agents","Agentes de Carga y Flete","Agentes de Carga y Flete","Cargo and Freight Agents","Cargo and Freight Agents",871.0
873,"43-5020","broad_occupation","Couriers and Messengers","Couriers and Messengers","","Couriers and Messengers","Couriers and Messengers",870.0
874,"43-5021","detailed_occupation","Couriers and Messengers","Mensajeros y Repartidores","Mensajeros y Repartidores","Couriers and Messengers","Couriers and Messengers",873.0
875,"43-5030","broad_occupation","Dispatchers","Dispatchers","","Dispatchers","Dispatchers",870.0
876,"43-5031","detailed_occupation","Police, Fire, and Ambulance Dispatchers","Despachadores de Policía, Bomberos y Ambulancia","Despachadores de Policía, Bomberos y Ambulancia","Police, Fire, and Ambulance Dispatchers","Police, Fire, and Ambulance Dispatchers",875.0
877,"43-5032","detailed_occupation","Dispatchers, Except Police, Fire, and Ambulance","Despachadores, Excepto de Policía, Bomberos y Ambulancia","Despachadores, Excepto de Policía, Bomberos o Ambulancia","Dispatchers, Except Police, Fire, and Ambulance","Dispatchers, Except Police, Fire, and Ambulance",875.0
878,"43-5040","broad_occupation","Meter Readers, Utilities","Meter Readers, Utilities","","Meter Readers, Utilities","Meter Readers, Utilities",870.0
879,"43-5041","detailed_occupation","Meter Readers, Utilities","Lectores de Medidores de Servicios Públicos","Lectores de Medidores de Servicios Públicos","Meter Readers, Utilities","Meter Readers, Utilities",878.0
880,"43-5050","broad_occupation","Postal Service Workers","Postal Service Workers","","Postal Service Workers","Postal Service Workers",870.0
881,"43-5051","detailed_occupation","Postal Service Clerks","Oficinistas del Servicio Postal","Oficinistas del Servicio Postal","Postal Service Clerks","Postal Service Clerks",880.0
882,"43-5052","detailed_occupation","Postal Service Mail Carriers","Carteros del Servicio Postal","Carteros del Servicio Postal","Postal Service Mail Carriers","Postal Service Mail Carriers",880.0
883,"43-5053","detailed_occupation","Postal Service Mail Sorters, Processors, and Processing Machine Operators","Clasificadores y Procesadores de Correo y Operadores de Máquinas de Procesamiento de Correo del Servicio Postal","Clasificadores, Procesadores Correo, Operadores Máquinas Correo ","Postal Service Mail Sorters, Processors, and Processing Machine Operators","Postal Service Mail Sorters, Processors, and Processing Machine Operators",880.0
884,"43-5060","broad_occupation","Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks","","Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",870.0
885,"43-5061","detailed_occupation","Production, Planning, and Expediting Clerks","Oficinistas de Producción, Planificación y Expedición","Oficinistas Producción, Planificación, Expedición","Production, Planning, and Expediting Clerks","Production, Planning, and Expediting Clerks",884.0
886,"43-5070","broad_occupation","Shipping, Receiving, and Traffic Clerks","Shipping, Receiving, and Traffic Clerks","","Shipping, Receiving, and Traffic Clerks","Shipping, Receiving, and Traffic Clerks",870.0
887,"43-5071","detailed_occupation","Shipping, Receiving, and Traffic Clerks","Oficinistas de Despacho, Recibo y Tráfico","Oficinistas de Despacho, Recibo y Tráfico","Shipping, Receiving, and Traffic Clerks","Shipping, Receiving, and Traffic Clerks",886.0
888,"43-5080","broad_occupation","Stock Clerks and Order Fillers","Stock Clerks and Order Fillers","","Stock Clerks and Order Fillers","Stock Clerks and Order Fillers",870.0
889,"43-5081","detailed_occupation","Stock Clerks and Order Fillers","Oficinistas de Inventario y Preparadores de Órdenes de Pedido","Oficinistas Inventario, Preparadores Pedidos","Stock Clerks and Order Fillers","Stock Clerks and Order Fillers",888.0
890,"43-5110","broad_occupation","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",870.0
891,"43-5111","detailed_occupation","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Controladores y Verificadores de Peso, Medidas y Muestras, Mantenimiento de Registros","Verificadores de Peso, Medidas y Muestras, Mantenimiento Registros","Weighers, Measurers, Checkers, and Samplers, Recordkeeping","Weighers, Measurers, Checkers, and Samplers, Recordkeeping",890.0
892,"43-6000","minor_group","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants",807.0
893,"43-6010","broad_occupation","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants","","Secretaries and Administrative Assistants","Secretaries and Administrative Assistants",892.0
894,"43-6011","detailed_occupation","Executive Secretaries and Executive Administrative Assistants","Secretarios Ejecutivos y Asistentes Administrativos Ejecutivos","Secretarios Ejecutivos, Asistentes Ejecutivos","Executive Secretaries and Executive Administrative Assistants","Executive Secretaries and Executive Administrative Assistants",893.0
895,"43-6012","detailed_occupation","Legal Secretaries","Secretarios Legales","Secretarios Legales","Legal Secretaries","Legal Secretaries",893.0
896,"43-6013","detailed_occupation","Medical Secretaries","Secretarios de Médicos","Secretarios de Médicos","Medical Secretaries","Medical Secretaries",893.0
897,"43-6014","detailed_occupation","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Secretarios y Asistentes Administrativos, Excepto Legales, Médicos y Ejecutivos","Secretarios y Asistentes Administrativos, Excepto Legales, Médicos y Ejecutivos","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive","Secretaries and Administrative Assistants, Except Legal, Medical, and Executive",893.0
898,"43-9000","minor_group","Other Office and Administrative Support Workers","Other Office and Administrative Support Workers","","Other Office and Administrative Support Workers","Other Office and Administrative Support Workers",807.0
899,"43-9010","broad_occupation","Computer Operators","Computer Operators","","Computer Operators","Computer Operators",898.0
900,"43-9011","detailed_occupation","Computer Operators","Operadores de Computadora","Operadores de Computadora","Computer Operators","Computer Operators",899.0
901,"43-9020","broad_occupation","Data Entry and Information Processing Workers","Data Entry and Information Processing Workers","","Data Entry and Information Processing Workers","Data Entry and Information Processing Workers",898.0
902,"43-9021","detailed_occupation","Data Entry Keyers","Operadores de Equipos de Ingreso de Datos","Operadores de Equipos de Ingreso de Datos","Data Entry Keyers","Data Entry Keyers",901.0
903,"43-9022","detailed_occupation","Word Processors and Typists","Procesadores de Texto y Dactilógrafos","Procesadores de Texto y Dactilógrafos","Word Processors and Typists","Word Processors and Typists",901.0
904,"43-9030","broad_occupation","Desktop Publishers","Desktop Publishers","","Desktop Publishers","Desktop Publishers",898.0
905,"43-9031","detailed_occupation","Desktop Publishers","Autoeditores","Autoeditores","Desktop Publishers","Desktop Publishers",904.0
906,"43-9040","broad_occupation","Insurance Claims and Policy Processing Clerks","Insurance Claims and Policy Processing Clerks","","Insurance Claims and Policy Processing Clerks","Insurance Claims and Policy Processing Clerks",898.0
907,"43-9041","detailed_occupation","Insurance Claims and Policy Processing Clerks","Oficinistas de Procesamiento de Reclamaciones y Pólizas de Seguro","Oficinistas de Procesamiento de Reclamaciones y Pólizas de Seguro","Insurance Claims and Policy Processing Clerks","Insurance Claims and Policy Processing Clerks",906.0
908,"43-9050","broad_occupation","Mail Clerks and Mail Machine Operators, Except Postal Service","Mail Clerks and Mail Machine Operators, Except Postal Service","","Mail Clerks and Mail Machine Operators, Except Postal Service","Mail Clerks and Mail Machine Operators, Except Postal Service",898.0
909,"43-9051","detailed_occupation","Mail Clerks and Mail Machine Operators, Except Postal Service","Empleados de Correspondencia y Operadores de Máquinas de Correspondencia, Excepto del Servicio Postal","Empleados de Correspondencia y Operadores de Máquinas de Correspondencia, Excepto del Servicio Postal","Mail Clerks and Mail Machine Operators, Except Postal Service","Mail Clerks and Mail Machine Operators, Except Postal Service",908.0
910,"43-9060","broad_occupation","Office Clerks, General","Office Clerks, General","","Office Clerks, General","Office Clerks, General",898.0
911,"43-9061","detailed_occupation","Office Clerks, General","Empleados de Oficina, Tareas Generales","Empleados de Oficina, Tareas Generales","Office Clerks, General","Office Clerks, General",910.0
912,"43-9070","broad_occupation","Office Machine Operators, Except Computer","Office Machine Operators, Except Computer","","Office Machine Operators, Except Computer","Office Machine Operators, Except Computer",898.0
913,"43-9071","detailed_occupation","Office Machine Operators, Except Computer","Operadores de Máquinas de Oficina, Excepto Computadoras","Operadores de Máquinas de Oficina, Excepto Computadoras","Office Machine Operators, Except Computer","Office Machine Operators, Except Computer",912.0
914,"43-9080","broad_occupation","Proofreaders and Copy Markers","Proofreaders and Copy Markers","","Proofreaders and Copy Markers","Proofreaders and Copy Markers",898.0
915,"43-9081","detailed_occupation","Proofreaders and Copy Markers","Correctores de Pruebas y Marcadores de Copias","Correctores de Pruebas y Marcadores de Copias","Proofreaders and Copy Markers","Proofreaders and Copy Markers",914.0
916,"43-9110","broad_occupation","Statistical Assistants","Statistical Assistants","","Statistical Assistants","Statistical Assistants",898.0
917,"43-9111","detailed_occupation","Statistical Assistants","Asistentes de Estadísticas","Asistentes de Estadísticas","Statistical Assistants","Statistical Assistants",916.0
918,"43-9190","broad_occupation","Miscellaneous Office and Administrative Support Workers","Miscellaneous Office and Administrative Support Workers","","Miscellaneous Office and Administrative Support Workers","Miscellaneous Office and Administrative Support Workers",898.0
919,"43-9199","detailed_occupation","Office and Administrative Support Workers, All Other","Todos los Demás Empleados de Oficina y de Apoyo Administrativo","Todos los Demás Empleados de Oficina y de Apoyo Administrativo","Office and Administrative Support Workers, All Other","Office and Administrative Support Workers, All Other",918.0
920,"45-0000","major_group","Farming, Fishing, and Forestry Occupations","Ocupaciones de Agricultura, Pesca y Silvicultura","","Farming, Fishing, and Forestry Occupations","Farming, Fishing, and Forestry Occupations",""
921,"45-1000","minor_group","Supervisors of Farming, Fishing, and Forestry Workers","Supervisors of Farming, Fishing, and Forestry Workers","","Supervisors of Farming, Fishing, and Forestry Workers","Supervisors of Farming, Fishing, and Forestry Workers",920.0
922,"45-1010","broad_occupation","First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers","","First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",921.0
923,"45-1011","detailed_occupation","First-Line Supervisors of Farming, Fishing, and Forestry Workers","Supervisores Directos de Trabajadores de Ocupaciones Relacionadas con la Agricultura, la Pesca y la Silvicultura","Supervisores Directos de Trabajadores de Ocupaciones Relacionadas con la Agricultura, la Pesca y la Silvicultura","First-Line Supervisors of Farming, Fishing, and Forestry Workers","First-Line Supervisors of Farming, Fishing, and Forestry Workers",922.0
924,"45-2000","minor_group","Agricultural Workers","Agricultural Workers","","Agricultural Workers","Agricultural Workers",920.0
925,"45-2010","broad_occupation","Agricultural Inspectors","Agricultural Inspectors","","Agricultural Inspectors","Agricultural Inspectors",924.0
926,"45-2011","detailed_occupation","Agricultural Inspectors","Inspectores Agrícolas","Inspectores Agrícolas","Agricultural Inspectors","Agricultural Inspectors",925.0
927,"45-2020","broad_occupation","Animal Breeders","Animal Breeders","","Animal Breeders","Animal Breeders",924.0
928,"45-2021","detailed_occupation","Animal Breeders","Criadores de Animales","Criadores de Animales","Animal Breeders","Animal Breeders",927.0
929,"45-2040","broad_occupation","Graders and Sorters, Agricultural Products","Graders and Sorters, Agricultural Products","","Graders and Sorters, Agricultural Products","Graders and Sorters, Agricultural Products",924.0
930,"45-2041","detailed_occupation","Graders and Sorters, Agricultural Products","Evaluadores y Clasificadores de Productos Agrícolas","Evaluadores y Clasificadores de Productos Agrícolas","Graders and Sorters, Agricultural Products","Graders and Sorters, Agricultural Products",929.0
931,"45-2090","broad_occupation","Miscellaneous Agricultural Workers","Miscellaneous Agricultural Workers","","Miscellaneous Agricultural Workers","Miscellaneous Agricultural Workers",924.0
932,"45-2091","detailed_occupation","Agricultural Equipment Operators","Operadores de Equipo Agrícola","Operadores de Equipo Agrícola","Agricultural Equipment Operators","Agricultural Equipment Operators",931.0
933,"45-2092","detailed_occupation","Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Trabajadores y Jornaleros Agrícolas, de Cultivos, de Viveros y de Invernaderos","Trabajadores y Jornaleros Agrícolas, de Cultivos, de Viveros y de Invernaderos","Farmworkers and Laborers, Crop, Nursery, and Greenhouse","Farmworkers and Laborers, Crop, Nursery, and Greenhouse",931.0
934,"45-2093","detailed_occupation","Farmworkers, Farm, Ranch, and Aquacultural Animals","Trabajadores Agrícolas de Animales de Granja, Ganado y Animales Acuáticos","Trabajadores Agrícolas de Animales de Granja, Ganado y Animales Acuáticos","Farmworkers, Farm, Ranch, and Aquacultural Animals","Farmworkers, Farm, Ranch, and Aquacultural Animals",931.0
935,"45-2099","detailed_occupation","Agricultural Workers, All Other","Todos los Demás Trabajadores Agrícolas","Todos los Demás Trabajadores Agrícolas","Agricultural Workers, All Other","Agricultural Workers, All Other",931.0
936,"45-3000","minor_group","Fishing and Hunting Workers","Fishing and Hunting Workers","","Fishing and Hunting Workers","Fishing and Hunting Workers",920.0
937,"45-3010","broad_occupation","Fishers and Related Fishing Workers","Fishers and Related Fishing Workers","","Fishers and Related Fishing Workers","Fishers and Related Fishing Workers",936.0
938,"45-3011","detailed_occupation","Fishers and Related Fishing Workers","Pescadores y Trabajadores Relacionados con la Pesca","Pescadores y Trabajadores Relacionados con la Pesca","Fishers and Related Fishing Workers","Fishers and Related Fishing Workers",937.0
939,"45-3020","broad_occupation","Hunters and Trappers","Hunters and Trappers","","Hunters and Trappers","Hunters and Trappers",936.0
940,"45-3021","detailed_occupation","Hunters and Trappers","Cazadores y Tramperos de Animales","Cazadores y Tramperos de Animales","Hunters and Trappers","Hunters and Trappers",939.0
941,"45-4000","minor_group","Forest, Conservation, and Logging Workers","Forest, Conservation, and Logging Workers","","Forest, Conservation, and Logging Workers","Forest, Conservation, and Logging Workers",920.0
942,"45-4010","broad_occupation","Forest and Conservation Workers","Forest and Conservation Workers","","Forest and Conservation Workers","Forest and Conservation Workers",941.0
943,"45-4011","detailed_occupation","Forest and Conservation Workers","Trabajadores Forestales y de Conservación","Trabajadores Forestales y de Conservación","Forest and Conservation Workers","Forest and Conservation Workers",942.0
944,"45-4020","broad_occupation","Logging Workers","Logging Workers","","Logging Workers","Logging Workers",941.0
945,"45-4021","detailed_occupation","Fallers","Derribadores","Derribadores","Fallers","Fallers",944.0
946,"45-4022","detailed_occupation","Logging Equipment Operators","Operadores de Equipo de Tala Forestal","Operadores de Equipo de Tala Forestal","Logging Equipment Operators","Logging Equipment Operators",944.0
947,"45-4023","detailed_occupation","Log Graders and Scalers","Evaluadores y Tasadores de Árboles Talados","Evaluadores y Tasadores de Árboles Talados","Log Graders and Scalers","Log Graders and Scalers",944.0
948,"45-4029","detailed_occupation","Logging Workers, All Other","Todos los Demás Trabajadores de Tala Forestal","Todos los Demás Trabajadores de Tala Forestal","Logging Workers, All Other","Logging Workers, All Other",944.0
949,"47-0000","major_group","Construction and Extraction Occupations","Ocupaciones de Construcción y Extraccion","","Construction and Extraction Occupations","Construction and Extraction Occupations",""
950,"47-1000","minor_group","Supervisors of Construction and Extraction Workers","Supervisors of Construction and Extraction Workers","","Supervisors of Construction and Extraction Workers","Supervisors of Construction and Extraction Workers",949.0
951,"47-1010","broad_occupation","First-Line Supervisors of Construction Trades and Extraction Workers","First-Line Supervisors of Construction Trades and Extraction Workers","","First-Line Supervisors of Construction Trades and Extraction Workers","First-Line Supervisors of Construction Trades and Extraction Workers",950.0
952,"47-1011","detailed_occupation","First-Line Supervisors of Construction Trades and Extraction Workers","Supervisores Directos de Trabajadores de Oficios de Construcción y Extracción","Supervisores Directos de Trabajadores de Oficios de Construcción y Extracción","First-Line Supervisors of Construction Trades and Extraction Workers","First-Line Supervisors of Construction Trades and Extraction Workers",951.0
953,"47-2000","minor_group","Construction Trades Workers","Construction Trades Workers","","Construction Trades Workers","Construction Trades Workers",949.0
954,"47-2010","broad_occupation","Boilermakers","Boilermakers","","Boilermakers","Boilermakers",953.0
955,"47-2011","detailed_occupation","Boilermakers","Caldereros","Caldereros","Boilermakers","Boilermakers",954.0
956,"47-2020","broad_occupation","Brickmasons, Blockmasons, and Stonemasons","Brickmasons, Blockmasons, and Stonemasons","","Brickmasons, Blockmasons, and Stonemasons","Brickmasons, Blockmasons, and Stonemasons",953.0
957,"47-2021","detailed_occupation","Brickmasons and Blockmasons","Albañiles de Ladrillos y Bloques","Albañiles de Ladrillos y Bloques","Brickmasons and Blockmasons","Brickmasons and Blockmasons",956.0
958,"47-2022","detailed_occupation","Stonemasons","Albañiles de Piedras","Albañiles de Piedras","Stonemasons","Stonemasons",956.0
959,"47-2030","broad_occupation","Carpenters","Carpenters","","Carpenters","Carpenters",953.0
960,"47-2031","detailed_occupation","Carpenters","Carpinteros","Carpinteros","Carpenters","Carpenters",959.0
961,"47-2040","broad_occupation","Carpet, Floor, and Tile Installers and Finishers","Carpet, Floor, and Tile Installers and Finishers","","Carpet, Floor, and Tile Installers and Finishers","Carpet, Floor, and Tile Installers and Finishers",953.0
962,"47-2041","detailed_occupation","Carpet Installers","Instaladores de Alfombras","Instaladores de Alfombras","Carpet Installers","Carpet Installers",961.0
963,"47-2042","detailed_occupation","Floor Layers, Except Carpet, Wood, and Hard Tiles","Instaladores de Pisos, Excepto Alfombras, Pisos de Madera y Losas","Instaladores de Pisos, Excepto Alfombras, Pisos de Madera y Losas","Floor Layers, Except Carpet, Wood, and Hard Tiles","Floor Layers, Except Carpet, Wood, and Hard Tiles",961.0
964,"47-2043","detailed_occupation","Floor Sanders and Finishers","Pulidores y Terminadores de Pisos","Pulidores y Terminadores de Pisos","Floor Sanders and Finishers","Floor Sanders and Finishers",961.0
965,"47-2044","detailed_occupation","Tile and Marble Setters","Instaladores de Losas y Mármol","Instaladores de Losas y Mármol","Tile and Marble Setters","Tile and Marble Setters",961.0
966,"47-2050","broad_occupation","Cement Masons, Concrete Finishers, and Terrazzo Workers","Cement Masons, Concrete Finishers, and Terrazzo Workers","","Cement Masons, Concrete Finishers, and Terrazzo Workers","Cement Masons, Concrete Finishers, and Terrazzo Workers",953.0
967,"47-2051","detailed_occupation","Cement Masons and Concrete Finishers","Albañiles de Trabajos en Cemento y Terminadores de Concreto","Albañiles de Trabajos en Cemento y Terminadores de Concreto","Cement Masons and Concrete Finishers","Cement Masons and Concrete Finishers",966.0
968,"47-2053","detailed_occupation","Terrazzo Workers and Finishers","Trabajadores de Aplicación y Terminación de Terrazo","Trabajadores de Aplicación y Terminación de Terrazo","Terrazzo Workers and Finishers","Terrazzo Workers and Finishers",966.0
969,"47-2060","broad_occupation","Construction Laborers","Construction Laborers","","Construction Laborers","Construction Laborers",953.0
970,"47-2061","detailed_occupation","Construction Laborers","Obreros de la Construcción","Obreros de la Construcción","Construction Laborers","Construction Laborers",969.0
971,"47-2070","broad_occupation","Construction Equipment Operators","Construction Equipment Operators","","Construction Equipment Operators","Construction Equipment Operators",953.0
972,"47-2071","detailed_occupation","Paving, Surfacing, and Tamping Equipment Operators","Operadores de Equipos de Pavimentación, Aplanamiento y Compactación","Operadores de Equipos de Pavimentación, Aplanamiento y Compactación","Paving, Surfacing, and Tamping Equipment Operators","Paving, Surfacing, and Tamping Equipment Operators",971.0
973,"47-2072","detailed_occupation","Pile-Driver Operators","Operadores de Martinetes de Pilotes","Operadores de Martinetes de Pilotes","Pile-Driver Operators","Pile-Driver Operators",971.0
974,"47-2073","detailed_occupation","Operating Engineers and Other Construction Equipment Operators","Mecánicos Operadores y Otros Operadores de Equipo Pesado y Maquinaria de Construcción","Mecánicos Operadores y Otros Operadores de Equipo Pesado y Maquinaria de Construcción","Operating Engineers and Other Construction Equipment Operators","Operating Engineers and Other Construction Equipment Operators",971.0
975,"47-2080","broad_occupation","Drywall Installers, Ceiling Tile Installers, and Tapers","Drywall Installers, Ceiling Tile Installers, and Tapers","","Drywall Installers, Ceiling Tile Installers, and Tapers","Drywall Installers, Ceiling Tile Installers, and Tapers",953.0
976,"47-2081","detailed_occupation","Drywall and Ceiling Tile Installers","Instaladores de Paneles de Yeso y Paneles Acústicos de Techo","Instaladores de Paneles de Yeso y Paneles Acústicos de Techo","Drywall and Ceiling Tile Installers","Drywall and Ceiling Tile Installers",975.0
977,"47-2082","detailed_occupation","Tapers","Selladores de Paneles","Selladores de Paneles","Tapers","Tapers",975.0
978,"47-2110","broad_occupation","Electricians","Electricians","","Electricians","Electricians",953.0
979,"47-2111","detailed_occupation","Electricians","Electricistas","Electricistas","Electricians","Electricians",978.0
980,"47-2120","broad_occupation","Glaziers","Glaziers","","Glaziers","Glaziers",953.0
981,"47-2121","detailed_occupation","Glaziers","Cristaleros","Cristaleros","Glaziers","Glaziers",980.0
982,"47-2130","broad_occupation","Insulation Workers","Insulation Workers","","Insulation Workers","Insulation Workers",953.0
983,"47-2131","detailed_occupation","Insulation Workers, Floor, Ceiling, and Wall","Trabajadores de Instalación de Pisos, Techos y Paredes Aislantes","Trabajadores de Instalación de Pisos, Techos y Paredes Aislantes","Insulation Workers, Floor, Ceiling, and Wall","Insulation Workers, Floor, Ceiling, and Wall",982.0
984,"47-2132","detailed_occupation","Insulation Workers, Mechanical","Trabajadores de Instalación de Materiales Aislantes de Sistemas Mecánicos","Trabajadores de Instalación de Materiales Aislantes de Sistemas Mecánicos","Insulation Workers, Mechanical","Insulation Workers, Mechanical",982.0
985,"47-2140","broad_occupation","Painters and Paperhangers","Painters and Paperhangers","","Painters and Paperhangers","Painters and Paperhangers",953.0
986,"47-2141","detailed_occupation","Painters, Construction and Maintenance","Pintores, Construcción y Mantenimiento","Pintores, Construcción y Mantenimiento","Painters, Construction and Maintenance","Painters, Construction and Maintenance",985.0
987,"47-2142","detailed_occupation","Paperhangers","Empapeladores","Empapeladores","Paperhangers","Paperhangers",985.0
988,"47-2150","broad_occupation","Pipelayers, Plumbers, Pipefitters, and Steamfitters","Pipelayers, Plumbers, Pipefitters, and Steamfitters","","Pipelayers, Plumbers, Pipefitters, and Steamfitters","Pipelayers, Plumbers, Pipefitters, and Steamfitters",953.0
989,"47-2151","detailed_occupation","Pipelayers","Instaladores de Tuberías","Instaladores de Tuberías","Pipelayers","Pipelayers",988.0
990,"47-2152","detailed_occupation","Plumbers, Pipefitters, and Steamfitters","Plomeros, Instaladores y Ajustadores de Tuberías de Agua y de Vapor","Plomeros, Instaladores y Ajustadores de Tuberías de Agua y de Vapor","Plumbers, Pipefitters, and Steamfitters","Plumbers, Pipefitters, and Steamfitters",988.0
991,"47-2160","broad_occupation","Plasterers and Stucco Masons","Plasterers and Stucco Masons","","Plasterers and Stucco Masons","Plasterers and Stucco Masons",953.0
992,"47-2161","detailed_occupation","Plasterers and Stucco Masons","Yeseros y Estucadores","Yeseros y Estucadores","Plasterers and Stucco Masons","Plasterers and Stucco Masons",991.0
993,"47-2170","broad_occupation","Reinforcing Iron and Rebar Workers","Reinforcing Iron and Rebar Workers","","Reinforcing Iron and Rebar Workers","Reinforcing Iron and Rebar Workers",953.0
994,"47-2171","detailed_occupation","Reinforcing Iron and Rebar Workers","Trabajadores de Colocación de Refuerzos de Hierro y Varillas","Trabajadores de Colocación de Refuerzos de Hierro y Varillas","Reinforcing Iron and Rebar Workers","Reinforcing Iron and Rebar Workers",993.0
995,"47-2180","broad_occupation","Roofers","Roofers","","Roofers","Roofers",953.0
996,"47-2181","detailed_occupation","Roofers","Techadores","Techadores","Roofers","Roofers",995.0
997,"47-2210","broad_occupation","Sheet Metal Workers","Sheet Metal Workers","","Sheet Metal Workers","Sheet Metal Workers",953.0
998,"47-2211","detailed_occupation","Sheet Metal Workers","Trabajadores de Chapa Metálica","Trabajadores de Chapa Metálica","Sheet Metal Workers","Sheet Metal Workers",997.0
999,"47-2220","broad_occupation","Structural Iron and Steel Workers","Structural Iron and Steel Workers","","Structural Iron and Steel Workers","Structural Iron and Steel Workers",953.0
1000,"47-2221","detailed_occupation","Structural Iron and Steel Workers","Trabajadores de Piezas de Hierro y Acero Estructural","Trabajadores de Piezas de Hierro y Acero Estructural","Structural Iron and Steel Workers","Structural Iron and Steel Workers",999.0
1001,"47-2230","broad_occupation","Solar Photovoltaic Installers","Solar Photovoltaic Installers","","Solar Photovoltaic Installers","Solar Photovoltaic Installers",953.0
1002,"47-2231","detailed_occupation","Solar Photovoltaic Installers","Instaladores de Sistema Solar Fotovoltaico","Instaladores de Sistema Solar Fotovoltaico","Solar Photovoltaic Installers","Solar Photovoltaic Installers",1001.0
1003,"47-3000","minor_group","Helpers, Construction Trades","Helpers, Construction Trades","","Helpers, Construction Trades","Helpers, Construction Trades",949.0
1004,"47-3010","broad_occupation","Helpers, Construction Trades","Helpers, Construction Trades","","Helpers, Construction Trades","Helpers, Construction Trades",1003.0
1005,"47-3011","detailed_occupation","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Ayudantes de Albañiles de Ladrillos, Bloques y Piedras e Instaladores de Losas y Mármol","Ayudantes de Albañiles de Ladrillos, Bloques y Piedras e Instaladores de Losas y Mármol","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters","Helpers--Brickmasons, Blockmasons, Stonemasons, and Tile and Marble Setters",1004.0
1006,"47-3012","detailed_occupation","Helpers--Carpenters","Ayudantes de Carpinteros","Ayudantes de Carpinteros","Helpers--Carpenters","Helpers--Carpenters",1004.0
1007,"47-3013","detailed_occupation","Helpers--Electricians","Ayudantes de Electricistas","Ayudantes de Electricistas","Helpers--Electricians","Helpers--Electricians",1004.0
1008,"47-3014","detailed_occupation","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Ayudantes de Pintores, Empapeladores, Yeseros y Estucadores","Ayudantes de Pintores, Empapeladores, Yeseros y Estucadores","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons","Helpers--Painters, Paperhangers, Plasterers, and Stucco Masons",1004.0
1009,"47-3015","detailed_occupation","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Ayudantes de Instaladores de Tuberías, Plomeros e Instaladores y Ajustadores de Tuberías de Agua y de Vapor","Ayudantes de Instaladores de Tuberías, Plomeros e Instaladores y Ajustadores de Tuberías de Agua y de Vapor","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters","Helpers--Pipelayers, Plumbers, Pipefitters, and Steamfitters",1004.0
1010,"47-3016","detailed_occupation","Helpers--Roofers","Ayudantes de Techadores","Ayudantes de Techadores","Helpers--Roofers","Helpers--Roofers",1004.0
