code_col_4dig	division_2dig	prosp_cat	col_ind_name_sp_full	col_ind_name_sp_long	col_ind_name_sp_short	col_ind_name_en_long	col_ind_name_en_short	col_div_name_sp_full	col_div_name_sp_long	col_div_name_sp_short	col_div_name_en_long	col_div_name_en_short	cat_en	cat_sp
5122	51	14	Comercio al por mayor de café pergamino	Comercio al por mayor de café pergamino	Comercio al por mayor de café pergamino	Wholesale of parchment coffee	Wholesale of parchment coffee	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5123	51	14	Comercio al por mayor de flores y plantas ornamentales	Comercio al por mayor de flores y plantas ornamentales	Comercio al por mayor de flores y plantas ornamentales	Wholesale of flowers and ornamental plants	Wholesale of flowers and ornamental plants	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5124	51	14	Comercio al por mayor de materias primas pecuarias y de animales vivos	Comercio al por mayor de materias primas pecuarias y de animales vivos	Comercio al por mayor de materias primas pecuarias y de animales vivos	Wholesale of livestock raw materials and live animals	Wholesale of livestock raw materials and live animals	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5125	51	14	Comercio al por mayor de productos alimenticios, excepto café trillado	Comercio al por mayor de productos alimenticios, excepto café trillado	Comercio al por mayor de productos alimenticios, excepto café trillado	Wholesale of food, except coffee threshings	Wholesale of food, except coffee threshings	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5126	51	14	Comercio al por mayor de café trillado	Comercio al por mayor de café trillado	Comercio al por mayor de café trillado	Wholesale of agricultural raw materials and live animals	Wholesale coffee threshing	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5127	51	14	Comercio al por mayor de bebidas y productos del tabaco	Comercio al por mayor de bebidas y productos del tabaco	Comercio al por mayor de bebidas y productos del tabaco	Wholesale of food, beverages and tobacco	Wholesale of beverages and snuff products	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5131	51	14	Comercio al por mayor de productos textiles y productos ' confeccionados para uso doméstico	Comercio al por mayor de productos textiles y productos confeccionados para uso doméstico	Comercio al por mayor textiles y confecciones	Wholesale trade of textiles and ready-made products for domestic use	Wholesale trade of textiles	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5132	51	14	Comercio al por mayor de prendas de vestir, accesorios de prendas de vestir y artículos elaborados en piel	Comercio al por mayor de prendas de vestir, accesorios de prendas de vestir y artículos elaborados en piel	Comercio al por mayor de prendas de vestir	Wholesale of clothing, clothing accessories and articles of fur	Wholesale of clothing, clothing accessories and articles of fur	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5133	51	14	Comercio al por mayor de calzado	Comercio al por mayor de calzado	Comercio al por mayor de calzado	Wholesale of footwear	Wholesale of footwear	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5134	51	14	Comercio al por mayor de aparatos, artículos y equipo de uso doméstico	Comercio al por mayor de aparatos, artículos y equipo de uso doméstico	Comercio al por mayor de electrodomésticos	Wholesale of domestic appliances, articles and equipment	Wholesale of domestic appliances	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5135	51	14	Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador	Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador	Comercio al por mayor de farmacéuticos, cosméticos	Wholesale of pharmaceutical, medical, cosmetic and toiletry products	Wholesale of pharmaceutical, cosmetic	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5136	51	14	Comercio al por mayor de equipos médicos y quirúrgicos y de aparatos ortésicos y protésicos	Comercio al por mayor de equipos médicos y quirúrgicos y de aparatos ortésicos y protésicos	Comercio al por mayor de equipos médicos	Wholesale of medical and surgical equipment and prosthetic and orthotic devices	Wholesale of medical equipment	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5137	51	14	Comercio al por mayor de papel y cartón; productos de papel y cartón	Comercio al por mayor de papel y cartón; productos de papel y cartón	Comercio al por mayor de papel, cartón y sus productos	Wholesale of paper and cardboard; Paper and cardboard products	Wholesale of paper and cardboard and products thereof	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5139	51	14	Comercio al por mayor de otros productos de consumo ncp	Comercio al por mayor de otros productos de consumo ncp	Comercio al por mayor de otros de consumo ncp	Wholesale of other consumer goods n.e.c.	Wholesale of other consumer goods n.e.c.	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5141	51	14	Comercio al por mayor de materiales de construcción, ferretería y vidrio	Comercio al por mayor de materiales de construcción, ferretería y vidrio	Comercio al por mayor de materiales de construcción, ferretería y vidrio	Wholesale of construction materials, hardware and glass	Wholesale of construction materials, hardware and glass	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5142	51	14	Comercio al por mayor de pinturas y productos conexos	Comercio al por mayor de pinturas y productos conexos	Comercio al por mayor de pinturas y productos conexos	Wholesale of paints and related products	Wholesale of paints and related products	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5151	51	14	Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos	Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos	Comercio al por mayor de combustibles	Wholesale of solid, liquid and gaseous fuels and related products	Wholesale of fuels	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5152	51	14	Comercio al por mayor de metales y minerales metalíferos en formas primarias	Comercio al por mayor de metales y minerales metalíferos en formas primarias	Comercio al por mayor de metalminerales	Wholesale of metals and metal ores	Wholesale of metals and metal ores	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5153	51	14	Comercio al por mayor de productos químicos básicos, plásticos y caucho en formas primarias y productos químicos de uso agropecuario	Comercio al por mayor de productos químicos básicos, plásticos y caucho en formas primarias y productos químicos de uso agropecuario	Comercio al por mayor de químicos básicos	Wholesale of basic chemicals, plastics and rubber in primary forms and chemicals for agricultural use	Wholesale of basic chemicals	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5154	51	14	Comercio al por mayor de fibras textiles L	Comercio al por mayor de fibras textiles	Comercio al por mayor de fibras textiles	Wholesale of textile fibers	Wholesale of textile fibers	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5155	51	14	Comercio al por mayor de desperdicios o desechos industriales y material para reciclaje	Comercio al por mayor de desperdicios o desechos industriales y material para reciclaje	Comercio al por mayor de desechos industriales	Wholesale of industrial waste and scrap and recycling material	Wholesale of industrial waste	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5159	51	14	Comercio al por mayor de otros productos intermedios ncp ,	Comercio al por mayor de otros productos intermedios ncp	Comercio al por mayor de otros productos intermedios	Wholesale of other intermediate products n.e.c.	Wholesale of other intermediate products n.e.c.	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5161	51	14	Comercio al por mayor de maquinaria y equipo para la agricultura, minería, construcción y la industria	Comercio al por mayor de maquinaria y equipo para la agricultura, minería, construcción y la industria	Comercio al por mayor de maquinaria y equipo para la agricultura, minería, construcción y la industria	Wholesale of machinery and equipment for agriculture, mining, construction and industry	Wholesale of machinery and equipment for agriculture, mining, construction and industry	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5162	51	14	Comercio al por mayor de equipo de transporte, excepto vehículos automotores y motocicletas	Comercio al por mayor de equipo de transporte, excepto vehículos automotores y motocicletas	Comercio al por mayor de equipo de transporte, excepto automotores y motocicletas	Wholesale of transport equipment, except motor vehicles and motorcycles	Wholesale of transport equipment, except motor vehicles and motorcycles	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5163	51	14	Comercio al por mayor de maquinaria para oficina, contabilidad e informática	Comercio al por mayor de maquinaria para oficina, contabilidad e informática	Comercio al por mayor de maquinaria y equipo oficina	Wholesale of office machinery, accounting and computing	Wholesale of office machinery, accounting and computing	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5169	51	14	Comercio al por mayor de maquinaria y equipo ncp	Comercio al por mayor de maquinaria y equipo ncp	Comercio al por mayor de maquinaria y equipo ncp	Wholesale of machinery and equipment n.e.c.	Wholesale of machinery and equipment n.e.c.	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5170	51	14	Mantenimiento y reparación de maquinaria y equipo	Mantenimiento y reparación de maquinaria y equipo	Mantenimiento y reparación de maquinaria y equipo	Maintenance and repair of machinery and equipment	Maintenance and repair of machinery and equipment	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5190	51	14	Comercio al por mayor de productos diversos ncp	Comercio al por mayor de productos diversos ncp	Comercio al por mayor de productos diversos ncp	Wholesale of different products n.e.c.	Wholesale of different products n.e.c.	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Comercio al por mayor y en comisión o por contrata, excepto el comercio de vehículos automotores y motocicletas; mantenimiento y reparación de maquinaria y equipo	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Wholesale trade and commission trade, except of motor vehicles and motorcycles; maintenance and repartation of machinery and equipment	Commerce	Comercio
5211	52	14	Comercio al por menor, en establecimientos no especializados, con surtido compuesto principalmente de alimentos (víveres en general), bebidas y tabaco	Comercio al por menor, en establecimientos no especializados, con surtido compuesto principalmente de alimentos (víveres en general), bebidas y tabaco	Tiendas de alimentos, bebidas y tabaco	Retail sale in non-specialized stores with food, beverages or tobacco predominating	Non-specialized stores food, beverages or tobacco	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods	Commerce	Comercio
5219	52	14	Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco	Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco	Tiendas otros productos	Retail sale in non-specialized stores with food, beverages or tobacco predominating	Retail sale in non-specialized stores with food, beverages or tobacco predominating	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods	Commerce	Comercio
5221	52	14	Comercio al por menor de frutas y verduras en ~^ establecimientos especializados	Comercio al por menor de frutas y verduras en establecimientos especializados	Comercio al por menor de frutas y verduras	Retail sale of fruits and vegetables in specialized stores	Retail sale of fruits and vegetables	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods	Commerce	Comercio
5222	52	14	Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados	Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados	Comercio al por menor de lácteos y huevos	Retail sale of milk, dairy products and eggs in specialized stores	Retail sale of milk, dairy products and eggs	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods	Commerce	Comercio
5223	52	14	Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados l	Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados	Comercio al por menor de carnes y pescados	Retail sale of meats, meat products, fish and seafood in specialized stores	Retail sale of meats, meat products, fish and seafood	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods	Commerce	Comercio
5224	52	14	/ Comercio al por menor de productos de confitería en establecimientos especializados	Comercio al por menor de productos de confitería en establecimientos especializados	Comercio al por menor de productos de confitería	Retail sale of confectionary products in specialized stores	Retail sale of confectionary products	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Comercio al por menor, excepto el comercio de vehículos automotores y motocicletas; reparación de efectos personales y enseres domésticos	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods	Retail trade, except of motor vehicles and motorcycles; repair of personal and household goods	Commerce	Comercio
