"reniec","inei","Nombre","Nombrecompleto"
"040402","040302","Acari","Arequipa/Caraveli/Acari"
"040403","040303","Atico","Arequipa/Caraveli/Atico"
"040404","040304","Atiquipa","Arequipa/Caraveli/Atiquipa"
"040405","040305","Bella Union","Arequipa/Caraveli/Bella Union"
"040406","040306","Cahuacho","Arequipa/Caraveli/Cahuacho"
"040407","040307","Chala","Arequipa/Caraveli/Chala"
"040408","040308","Chaparra","Arequipa/Caraveli/Chaparra"
"040409","040309","Huanuhuanu","Arequipa/Caraveli/Huanuhuanu"
"040410","040310","Jaqui","Arequipa/Caraveli/Jaqui"
"040411","040311","Lomas","Arequipa/Caraveli/Lomas"
"040412","040312","Quicacha","Arequipa/Caraveli/Quicacha"
"040413","040313","Yauca","Arequipa/Caraveli/Yauca"
"040500","040400","Castilla","Arequipa/Castilla/"
"040501","040401","Aplao","Arequipa/Castilla/Aplao"
"040502","040402","Andagua","Arequipa/Castilla/Andagua"
"040503","040403","Ayo","Arequipa/Castilla/Ayo"
"040504","040404","Chachas","Arequipa/Castilla/Chachas"
"040505","040405","Chilcaymarca","Arequipa/Castilla/Chilcaymarca"
"040506","040406","Choco","Arequipa/Castilla/Choco"
"040507","040407","Huancarqui","Arequipa/Castilla/Huancarqui"
"040508","040408","Machaguay","Arequipa/Castilla/Machaguay"
"040509","040409","Orcopampa","Arequipa/Castilla/Orcopampa"
"040510","040410","Pampacolca","Arequipa/Castilla/Pampacolca"
"040511","040411","Tipan","Arequipa/Castilla/Tipan"
"040512","040413","Uraca","Arequipa/Castilla/Uraca"
"040513","040412","Unon","Arequipa/Castilla/Unon"
"040514","040414","Viraco","Arequipa/Castilla/Viraco"
"040600","040600","Condesuyos","Arequipa/Condesuyos/"
"040601","040601","Chuquibamba","Arequipa/Condesuyos/Chuquibamba"
"040602","040602","Andaray","Arequipa/Condesuyos/Andaray"
"040603","040603","Cayarani","Arequipa/Condesuyos/Cayarani"
"040604","040604","Chichas","Arequipa/Condesuyos/Chichas"
"040605","040605","Iray","Arequipa/Condesuyos/Iray"
"040606","040607","Salamanca","Arequipa/Condesuyos/Salamanca"
"040607","040608","Yanaquihua","Arequipa/Condesuyos/Yanaquihua"
"040608","040606","Rio Grande","Arequipa/Condesuyos/Rio Grande"
"040700","040700","Islay","Arequipa/Islay/"
"040701","040701","Mollendo","Arequipa/Islay/Mollendo"
"040702","040702","Cocachacra","Arequipa/Islay/Cocachacra"
"040703","040703","Dean Valdivia","Arequipa/Islay/Dean Valdivia"
"040704","040704","Islay","Arequipa/Islay/Islay"
"040705","040705","Mejia","Arequipa/Islay/Mejia"
"040706","040706","Punta De Bombon","Arequipa/Islay/Punta De Bombon"
"040800","040800","La Union","Arequipa/La Union/"
"040801","040801","Cotahuasi","Arequipa/La Union/Cotahuasi"
"040802","040802","Alca","Arequipa/La Union/Alca"
"040803","040803","Charcana","Arequipa/La Union/Charcana"
"040804","040804","Huaynacotas","Arequipa/La Union/Huaynacotas"
"040805","040805","Pampamarca","Arequipa/La Union/Pampamarca"
"040806","040806","Puyca","Arequipa/La Union/Puyca"
"040807","040807","Quechualla","Arequipa/La Union/Quechualla"
"040808","040808","Sayla","Arequipa/La Union/Sayla"
"040809","040809","Tauria","Arequipa/La Union/Tauria"
"040810","040810","Tomepampa","Arequipa/La Union/Tomepampa"
"040811","040811","Toro","Arequipa/La Union/Toro"
"050000","050000","Ayacucho","Ayacucho//"
"050100","050100","Huamanga","Ayacucho/Huamanga/"
"050101","050101","Ayacucho","Ayacucho/Huamanga/Ayacucho"
"050102","050103","Acos Vinchos","Ayacucho/Huamanga/Acos Vinchos"
"050103","050104","Carmen Alto","Ayacucho/Huamanga/Carmen Alto"
"050104","050105","Chiara","Ayacucho/Huamanga/Chiara"
"050105","050108","Quinua","Ayacucho/Huamanga/Quinua"
"050106","050109","San Jose De Ticllas","Ayacucho/Huamanga/San Jose De Ticllas"
"050107","050110","San Juan Bautista","Ayacucho/Huamanga/San Juan Bautista"
"050108","050111","Santiago De Pischa","Ayacucho/Huamanga/Santiago De Pischa"
"050109","050114","Vinchos","Ayacucho/Huamanga/Vinchos"
"050110","050113","Tambillo","Ayacucho/Huamanga/Tambillo"
"050111","050102","Acocro","Ayacucho/Huamanga/Acocro"
"050112","050112","Socos","Ayacucho/Huamanga/Socos"
"050113","050106","Ocros","Ayacucho/Huamanga/Ocros"
"050114","050107","Pacaycasa","Ayacucho/Huamanga/Pacaycasa"
"050115","050115","Jesus Nazareno","Ayacucho/Huamanga/Jesus Nazareno"
"050200","050200","Cangallo","Ayacucho/Cangallo/"
"050201","050201","Cangallo","Ayacucho/Cangallo/Cangallo"
"050204","050202","Chuschi","Ayacucho/Cangallo/Chuschi"
"050206","050203","Los Morochucos","Ayacucho/Cangallo/Los Morochucos"
"050207","050205","Paras","Ayacucho/Cangallo/Paras"
"050208","050206","Totos","Ayacucho/Cangallo/Totos"
"050211","050204","Maria Parado De Bellido","Ayacucho/Cangallo/Maria Parado De Bellido"
"050300","050400","Huanta","Ayacucho/Huanta/"
"050301","050401","Huanta","Ayacucho/Huanta/Huanta"
"050302","050402","Ayahuanco","Ayacucho/Huanta/Ayahuanco"
"050303","050403","Huamanguilla","Ayacucho/Huanta/Huamanguilla"
"050304","050404","Iguain","Ayacucho/Huanta/Iguain"
"050305","050405","Luricocha","Ayacucho/Huanta/Luricocha"
"050307","050406","Santillana","Ayacucho/Huanta/Santillana"
"050308","050407","Sivia","Ayacucho/Huanta/Sivia"
"050309","050408","Llochegua","Ayacucho/Huanta/Llochegua"
"050400","050500","La Mar","Ayacucho/La Mar/"
"050401","050501","San Miguel","Ayacucho/La Mar/San Miguel"
"050402","050502","Anco","Ayacucho/La Mar/Anco"
"050403","050503","Ayna","Ayacucho/La Mar/Ayna"
"050404","050504","Chilcas","Ayacucho/La Mar/Chilcas"
"050405","050505","Chungui","Ayacucho/La Mar/Chungui"
"050406","050508","Tambo","Ayacucho/La Mar/Tambo"
"050407","050506","Luis Carranza","Ayacucho/La Mar/Luis Carranza"
"050408","050507","Santa Rosa","Ayacucho/La Mar/Santa Rosa"
"050500","050600","Lucanas","Ayacucho/Lucanas/"
"050501","050601","Puquio","Ayacucho/Lucanas/Puquio"
"050502","050602","Aucara","Ayacucho/Lucanas/Aucara"
"050503","050603","Cabana","Ayacucho/Lucanas/Cabana"
"050504","050604","Carmen Salcedo","Ayacucho/Lucanas/Carmen Salcedo"
"050506","050605","Chavina","Ayacucho/Lucanas/Chavina"
"050508","050606","Chipao","Ayacucho/Lucanas/Chipao"
"050510","050607","Huac-Huas","Ayacucho/Lucanas/Huac-Huas"
"050511","050608","Laramate","Ayacucho/Lucanas/Laramate"
"050512","050609","Leoncio Prado","Ayacucho/Lucanas/Leoncio Prado"
"050513","050611","Lucanas","Ayacucho/Lucanas/Lucanas"
"050514","050610","Llauta","Ayacucho/Lucanas/Llauta"
"050516","050612","Ocana","Ayacucho/Lucanas/Ocana"
"050517","050613","Otoca","Ayacucho/Lucanas/Otoca"
"050520","050619","Sancos","Ayacucho/Lucanas/Sancos"
"050521","050616","San Juan","Ayacucho/Lucanas/San Juan"
"050522","050617","San Pedro","Ayacucho/Lucanas/San Pedro"
"050524","050620","Sta Ana De Huaycahuacho","Ayacucho/Lucanas/Sta Ana De Huaycahuacho"
"050525","050621","Santa Lucia","Ayacucho/Lucanas/Santa Lucia"
"050529","050614","Saisa","Ayacucho/Lucanas/Saisa"
"050531","050618","San Pedro De Palco","Ayacucho/Lucanas/San Pedro De Palco"
"050532","050615","San Cristobal","Ayacucho/Lucanas/San Cristobal"
"050600","050700","Parinacochas","Ayacucho/Parinacochas/"
"050601","050701","Coracora","Ayacucho/Parinacochas/Coracora"
"050604","050703","Coronel Castaneda","Ayacucho/Parinacochas/Coronel Castaneda"
"050605","050702","Chumpi","Ayacucho/Parinacochas/Chumpi"
"050608","050704","Pacapausa","Ayacucho/Parinacochas/Pacapausa"
"050611","050705","Pullo","Ayacucho/Parinacochas/Pullo"
"050612","050706","Puyusca","Ayacucho/Parinacochas/Puyusca"
"050615","050707","San Fco De Ravacayco","Ayacucho/Parinacochas/San Fco De Ravacayco"
"050616","050708","Upahuacho","Ayacucho/Parinacochas/Upahuacho"
"050700","051000","Victor Fajardo","Ayacucho/Victor Fajardo/"
"050701","051001","Huancapi","Ayacucho/Victor Fajardo/Huancapi"
"050702","051002","Alcamenca","Ayacucho/Victor Fajardo/Alcamenca"
"050703","051003","Apongo","Ayacucho/Victor Fajardo/Apongo"
"050704","051005","Canaria","Ayacucho/Victor Fajardo/Canaria"
"050706","051006","Cayara","Ayacucho/Victor Fajardo/Cayara"
"050707","051007","Colca","Ayacucho/Victor Fajardo/Colca"
"050708","051010","Huaya","Ayacucho/Victor Fajardo/Huaya"
"050709","051008","Huamanquiquia","Ayacucho/Victor Fajardo/Huamanquiquia"
"050710","051009","Huancaraylla","Ayacucho/Victor Fajardo/Huancaraylla"
"050713","051011","Sarhua","Ayacucho/Victor Fajardo/Sarhua"
"050714","051012","Vilcanchos","Ayacucho/Victor Fajardo/Vilcanchos"
"050715","051004","Asquipata","Ayacucho/Victor Fajardo/Asquipata"
"050800","050300","Huanca Sancos","Ayacucho/Huanca Sancos/"
"050801","050301","Sancos","Ayacucho/Huanca Sancos/Sancos"
"050802","050303","Sacsamarca","Ayacucho/Huanca Sancos/Sacsamarca"
"050803","050304","Santiago De Lucanamarca","Ayacucho/Huanca Sancos/Santiago De Lucanamarca"
"050804","050302","Carapo","Ayacucho/Huanca Sancos/Carapo"
"050900","051100","Vilcas Huaman","Ayacucho/Vilcas Huaman/"
"050901","051101","Vilcas Huaman","Ayacucho/Vilcas Huaman/Vilcas Huaman"
"050902","051108","Vischongo","Ayacucho/Vilcas Huaman/Vischongo"
"050903","051102","Accomarca","Ayacucho/Vilcas Huaman/Accomarca"
"050904","051103","Carhuanca","Ayacucho/Vilcas Huaman/Carhuanca"
"050905","051104","Concepcion","Ayacucho/Vilcas Huaman/Concepcion"
"050906","051105","Huambalpa","Ayacucho/Vilcas Huaman/Huambalpa"
"050907","051107","Saurama","Ayacucho/Vilcas Huaman/Saurama"
"050908","051106","Independencia","Ayacucho/Vilcas Huaman/Independencia"
"051000","050800","Paucar Del Sara Sara","Ayacucho/Paucar Del Sara Sara/"
"051001","050801","Pausa","Ayacucho/Paucar Del Sara Sara/Pausa"
"051002","050802","Colta","Ayacucho/Paucar Del Sara Sara/Colta"
"051003","050803","Corculla","Ayacucho/Paucar Del Sara Sara/Corculla"
"051004","050804","Lampa","Ayacucho/Paucar Del Sara Sara/Lampa"
"051005","050805","Marcabamba","Ayacucho/Paucar Del Sara Sara/Marcabamba"
"051006","050806","Oyolo","Ayacucho/Paucar Del Sara Sara/Oyolo"
"051007","050807","Pararca","Ayacucho/Paucar Del Sara Sara/Pararca"
"051008","050808","San Javier De Alpabamba","Ayacucho/Paucar Del Sara Sara/San Javier De Alpabamba"
"051009","050809","San Jose De Ushua","Ayacucho/Paucar Del Sara Sara/San Jose De Ushua"
"051010","050810","Sara Sara","Ayacucho/Paucar Del Sara Sara/Sara Sara"
"051100","050900","Sucre","Ayacucho/Sucre/"
"051101","050901","Querobamba","Ayacucho/Sucre/Querobamba"
"051102","050902","Belen","Ayacucho/Sucre/Belen"
"051103","050903","Chalcos","Ayacucho/Sucre/Chalcos"
"051104","050909","San Salvador De Quije","Ayacucho/Sucre/San Salvador De Quije"
"051105","050907","Paico","Ayacucho/Sucre/Paico"
"051106","050910","Santiago De Paucaray","Ayacucho/Sucre/Santiago De Paucaray"
"051107","050908","San Pedro De Larcay","Ayacucho/Sucre/San Pedro De Larcay"
"051108","050911","Soras","Ayacucho/Sucre/Soras"
"051109","050905","Huacana","Ayacucho/Sucre/Huacana"
"051110","050904","Chilcayoc","Ayacucho/Sucre/Chilcayoc"
"051111","050906","Morcolla","Ayacucho/Sucre/Morcolla"
"060000","060000","Cajamarca","Cajamarca//"
"060100","060100","Cajamarca","Cajamarca/Cajamarca/"
"060101","060101","Cajamarca","Cajamarca/Cajamarca/Cajamarca"
"060102","060102","Asuncion","Cajamarca/Cajamarca/Asuncion"
"060103","060104","Cospan","Cajamarca/Cajamarca/Cospan"
"060104","060103","Chetilla","Cajamarca/Cajamarca/Chetilla"
"060105","060105","Encanada","Cajamarca/Cajamarca/Encanada"
"060106","060106","Jesus","Cajamarca/Cajamarca/Jesus"
"060107","060108","Los Banos Del Inca","Cajamarca/Cajamarca/Los Banos Del Inca"
"060108","060107","Llacanora","Cajamarca/Cajamarca/Llacanora"
"060109","060109","Magdalena","Cajamarca/Cajamarca/Magdalena"
"060110","060110","Matara","Cajamarca/Cajamarca/Matara"
"060111","060111","Namora","Cajamarca/Cajamarca/Namora"
"060112","060112","San Juan","Cajamarca/Cajamarca/San Juan"
"060200","060200","Cajabamba","Cajamarca/Cajabamba/"
"060201","060201","Cajabamba","Cajamarca/Cajabamba/Cajabamba"
"060202","060202","Cachachi","Cajamarca/Cajabamba/Cachachi"
"060203","060203","Condebamba","Cajamarca/Cajabamba/Condebamba"
"060205","060204","Sitacocha","Cajamarca/Cajabamba/Sitacocha"
"060300","060300","Celendin","Cajamarca/Celendin/"
"060301","060301","Celendin","Cajamarca/Celendin/Celendin"
"060302","060303","Cortegana","Cajamarca/Celendin/Cortegana"
"060303","060302","Chumuch","Cajamarca/Celendin/Chumuch"
"060304","060304","Huasmin","Cajamarca/Celendin/Huasmin"
"060305","060305","Jorge Chavez","Cajamarca/Celendin/Jorge Chavez"
"060306","060306","Jose Galvez","Cajamarca/Celendin/Jose Galvez"
"060307","060307","Miguel Iglesias","Cajamarca/Celendin/Miguel Iglesias"
"060308","060308","Oxamarca","Cajamarca/Celendin/Oxamarca"
"060309","060309","Sorochuco","Cajamarca/Celendin/Sorochuco"
"060310","060310","Sucre","Cajamarca/Celendin/Sucre"
"060311","060311","Utco","Cajamarca/Celendin/Utco"
"060312","060312","La Libertad De Pallan","Cajamarca/Celendin/La Libertad De Pallan"
"060400","060500","Contumaza","Cajamarca/Contumaza/"
"060401","060501","Contumaza","Cajamarca/Contumaza/Contumaza"
"060403","060502","Chilete","Cajamarca/Contumaza/Chilete"
"060404","060504","Guzmango","Cajamarca/Contumaza/Guzmango"
"060405","060505","San Benito","Cajamarca/Contumaza/San Benito"
"060406","060503","Cupisnique","Cajamarca/Contumaza/Cupisnique"
"060407","060507","Tantarica","Cajamarca/Contumaza/Tantarica"
"060408","060508","Yonan","Cajamarca/Contumaza/Yonan"
"060409","060506","Sta Cruz De Toledo","Cajamarca/Contumaza/Sta Cruz De Toledo"
"060500","060600","Cutervo","Cajamarca/Cutervo/"
"060501","060601","Cutervo","Cajamarca/Cutervo/Cutervo"
"060502","060602","Callayuc","Cajamarca/Cutervo/Callayuc"
"060503","060604","Cujillo","Cajamarca/Cutervo/Cujillo"
"060504","060603","Choros","Cajamarca/Cutervo/Choros"
"060505","060605","La Ramada","Cajamarca/Cutervo/La Ramada"
"060506","060606","Pimpingos","Cajamarca/Cutervo/Pimpingos"
"060507","060607","Querocotillo","Cajamarca/Cutervo/Querocotillo"
"060508","060608","San Andres De Cutervo","Cajamarca/Cutervo/San Andres De Cutervo"
"060509","060609","San Juan De Cutervo","Cajamarca/Cutervo/San Juan De Cutervo"
"060510","060610","San Luis De Lucma","Cajamarca/Cutervo/San Luis De Lucma"
"060511","060611","Santa Cruz","Cajamarca/Cutervo/Santa Cruz"
"060512","060612","Santo Domingo De La Capilla","Cajamarca/Cutervo/Santo Domingo De La Capilla"
"060513","060613","Santo Tomas","Cajamarca/Cutervo/Santo Tomas"
"060514","060614","Socota","Cajamarca/Cutervo/Socota"
"060515","060615","Toribio Casanova","Cajamarca/Cutervo/Toribio Casanova"
"060600","060400","Chota","Cajamarca/Chota/"
"060601","060401","Chota","Cajamarca/Chota/Chota"
"060602","060402","Anguia","Cajamarca/Chota/Anguia"
"060603","060407","Cochabamba","Cajamarca/Chota/Cochabamba"
"060604","060408","Conchan","Cajamarca/Chota/Conchan"
"060605","060403","Chadin","Cajamarca/Chota/Chadin"
"060606","060404","Chiguirip","Cajamarca/Chota/Chiguirip"
"060607","060405","Chimban","Cajamarca/Chota/Chimban"
"060608","060409","Huambos","Cajamarca/Chota/Huambos"
"060609","060410","Lajas","Cajamarca/Chota/Lajas"
"060610","060411","Llama","Cajamarca/Chota/Llama"
"060611","060412","Miracosta","Cajamarca/Chota/Miracosta"
"060612","060413","Paccha","Cajamarca/Chota/Paccha"
"060613","060414","Pion","Cajamarca/Chota/Pion"
"060614","060415","Querocoto","Cajamarca/Chota/Querocoto"
"060615","060417","Tacabamba","Cajamarca/Chota/Tacabamba"
"060616","060418","Tocmoche","Cajamarca/Chota/Tocmoche"
"060617","060416","San Juan De Licupis","Cajamarca/Chota/San Juan De Licupis"
"060618","060406","Choropampa","Cajamarca/Chota/Choropampa"
"060619","060419","Chalamarca","Cajamarca/Chota/Chalamarca"
"060700","060700","Hualgayoc","Cajamarca/Hualgayoc/"
"060701","060701","Bambamarca","Cajamarca/Hualgayoc/Bambamarca"
"060702","060702","Chugur","Cajamarca/Hualgayoc/Chugur"
"060703","060703","Hualgayoc","Cajamarca/Hualgayoc/Hualgayoc"
"060800","060800","Jaen","Cajamarca/Jaen/"
"060801","060801","Jaen","Cajamarca/Jaen/Jaen"
"060802","060802","Bellavista","Cajamarca/Jaen/Bellavista"
"060803","060804","Colasay","Cajamarca/Jaen/Colasay"
"060804","060803","Chontali","Cajamarca/Jaen/Chontali"
"060805","060807","Pomahuaca","Cajamarca/Jaen/Pomahuaca"
"060806","060808","Pucara","Cajamarca/Jaen/Pucara"
"060807","060809","Sallique","Cajamarca/Jaen/Sallique"
"060808","060810","San Felipe","Cajamarca/Jaen/San Felipe"
"060809","060811","San Jose Del Alto","Cajamarca/Jaen/San Jose Del Alto"
"060810","060812","Santa Rosa","Cajamarca/Jaen/Santa Rosa"
"060811","060806","Las Pirias","Cajamarca/Jaen/Las Pirias"
"060812","060805","Huabal","Cajamarca/Jaen/Huabal"
"060900","061300","Santa Cruz","Cajamarca/Santa Cruz/"
"060901","061301","Santa Cruz","Cajamarca/Santa Cruz/Santa Cruz"
"060902","061303","Catache","Cajamarca/Santa Cruz/Catache"
"060903","061304","Chancaibanos","Cajamarca/Santa Cruz/Chancaibanos"
"060904","061305","La Esperanza","Cajamarca/Santa Cruz/La Esperanza"
"060905","061306","Ninabamba","Cajamarca/Santa Cruz/Ninabamba"
"060906","061307","Pulan","Cajamarca/Santa Cruz/Pulan"
"060907","061309","Sexi","Cajamarca/Santa Cruz/Sexi"
"060908","061310","Uticyacu","Cajamarca/Santa Cruz/Uticyacu"
"060909","061311","Yauyucan","Cajamarca/Santa Cruz/Yauyucan"
"060910","061302","Andabamba","Cajamarca/Santa Cruz/Andabamba"
"060911","061308","Saucepampa","Cajamarca/Santa Cruz/Saucepampa"
"061000","061100","San Miguel","Cajamarca/San Miguel/"
"061001","061101","San Miguel","Cajamarca/San Miguel/San Miguel"
"061002","061103","Calquis","Cajamarca/San Miguel/Calquis"
"061003","061106","La Florida","Cajamarca/San Miguel/La Florida"
"061004","061107","Llapa","Cajamarca/San Miguel/Llapa"
"061005","061108","Nanchoc","Cajamarca/San Miguel/Nanchoc"
"061006","061109","Niepos","Cajamarca/San Miguel/Niepos"
"061007","061110","San Gregorio","Cajamarca/San Miguel/San Gregorio"
"061008","061111","San Silvestre De Cochan","Cajamarca/San Miguel/San Silvestre De Cochan"
"061009","061105","El Prado","Cajamarca/San Miguel/El Prado"
"061010","061113","Union Agua Blanca","Cajamarca/San Miguel/Union Agua Blanca"
"061011","061112","Tongod","Cajamarca/San Miguel/Tongod"
"061012","061104","Catilluc","Cajamarca/San Miguel/Catilluc"
"061013","061102","Bolivar","Cajamarca/San Miguel/Bolivar"
"061100","060900","San Ignacio","Cajamarca/San Ignacio/"
"061101","060901","San Ignacio","Cajamarca/San Ignacio/San Ignacio"
"061102","060902","Chirinos","Cajamarca/San Ignacio/Chirinos"
"061103","060903","Huarango","Cajamarca/San Ignacio/Huarango"
"061104","060905","Namballe","Cajamarca/San Ignacio/Namballe"
"061105","060904","La Coipa","Cajamarca/San Ignacio/La Coipa"
"061106","060906","San Jose De Lourdes","Cajamarca/San Ignacio/San Jose De Lourdes"
"061107","060907","Tabaconas","Cajamarca/San Ignacio/Tabaconas"
"061200","061000","San Marcos","Cajamarca/San Marcos/"
"061201","061001","Pedro Galvez","Cajamarca/San Marcos/Pedro Galvez"
"061202","061005","Ichocan","Cajamarca/San Marcos/Ichocan"
"061203","061004","Gregorio Pita","Cajamarca/San Marcos/Gregorio Pita"
"061204","061006","Jose Manuel Quiroz","Cajamarca/San Marcos/Jose Manuel Quiroz"
"061205","061003","Eduardo Villanueva","Cajamarca/San Marcos/Eduardo Villanueva"
"061206","061007","Jose Sabogal","Cajamarca/San Marcos/Jose Sabogal"
"061207","061002","Chancay","Cajamarca/San Marcos/Chancay"
"061300","061200","San Pablo","Cajamarca/San Pablo/"
"061301","061201","San Pablo","Cajamarca/San Pablo/San Pablo"
"061302","061202","San Bernardino","Cajamarca/San Pablo/San Bernardino"
"061303","061203","San Luis","Cajamarca/San Pablo/San Luis"
"061304","061204","Tumbaden","Cajamarca/San Pablo/Tumbaden"
"070000","080000","Cusco","Cusco//"
"070100","080100","Cusco","Cusco/Cusco/"
"070101","080101","Cusco","Cusco/Cusco/Cusco"
"070102","080102","Ccorca","Cusco/Cusco/Ccorca"
"070103","080103","Poroy","Cusco/Cusco/Poroy"
"070104","080104","San Jeronimo","Cusco/Cusco/San Jeronimo"
"070105","080105","San Sebastian","Cusco/Cusco/San Sebastian"
"070106","080106","Santiago","Cusco/Cusco/Santiago"
"070107","080107","Saylla","Cusco/Cusco/Saylla"
"070108","080108","Wanchaq","Cusco/Cusco/Wanchaq"
"070200","080200","Acomayo","Cusco/Acomayo/"
"070201","080201","Acomayo","Cusco/Acomayo/Acomayo"
"070202","080202","Acopia","Cusco/Acomayo/Acopia"
"070203","080203","Acos","Cusco/Acomayo/Acos"
"070204","080205","Pomacanchi","Cusco/Acomayo/Pomacanchi"
"070205","080206","Rondocan","Cusco/Acomayo/Rondocan"
"070206","080207","Sangarara","Cusco/Acomayo/Sangarara"
"070207","080204","Mosoc Llacta","Cusco/Acomayo/Mosoc Llacta"
"070300","080300","Anta","Cusco/Anta/"
"070301","080301","Anta","Cusco/Anta/Anta"
"070302","080304","Chinchaypujio","Cusco/Anta/Chinchaypujio"
"070303","080305","Huarocondo","Cusco/Anta/Huarocondo"
"070304","080306","Limatambo","Cusco/Anta/Limatambo"
"070305","080307","Mollepata","Cusco/Anta/Mollepata"
"070306","080308","Pucyura","Cusco/Anta/Pucyura"
"070307","080309","Zurite","Cusco/Anta/Zurite"
"070308","080303","Cachimayo","Cusco/Anta/Cachimayo"
"070309","080302","Ancahuasi","Cusco/Anta/Ancahuasi"
"070400","080400","Calca","Cusco/Calca/"
"070401","080401","Calca","Cusco/Calca/Calca"
"070402","080402","Coya","Cusco/Calca/Coya"
"070403","080403","Lamay","Cusco/Calca/Lamay"
"070404","080404","Lares","Cusco/Calca/Lares"
"070405","080405","Pisac","Cusco/Calca/Pisac"
"070406","080406","San Salvador","Cusco/Calca/San Salvador"
"070407","080407","Taray","Cusco/Calca/Taray"
"070408","080408","Yanatile","Cusco/Calca/Yanatile"
"070500","080500","Canas","Cusco/Canas/"
"070501","080501","Yanaoca","Cusco/Canas/Yanaoca"
"070502","080502","Checca","Cusco/Canas/Checca"
"070503","080503","Kunturkanki","Cusco/Canas/Kunturkanki"
"070504","080504","Langui","Cusco/Canas/Langui"
"070505","080505","Layo","Cusco/Canas/Layo"
"070506","080506","Pampamarca","Cusco/Canas/Pampamarca"
"070507","080507","Quehue","Cusco/Canas/Quehue"
"070508","080508","Tupac Amaru","Cusco/Canas/Tupac Amaru"
"070600","080600","Canchis","Cusco/Canchis/"
"070601","080601","Sicuani","Cusco/Canchis/Sicuani"
"070602","080603","Combapata","Cusco/Canchis/Combapata"
"070603","080602","Checacupe","Cusco/Canchis/Checacupe"
"070604","080604","Marangani","Cusco/Canchis/Marangani"
"070605","080605","Pitumarca","Cusco/Canchis/Pitumarca"
"070606","080606","San Pablo","Cusco/Canchis/San Pablo"
"070607","080607","San Pedro","Cusco/Canchis/San Pedro"
"070608","080608","Tinta","Cusco/Canchis/Tinta"
"070700","080700","Chumbivilcas","Cusco/Chumbivilcas/"
"070701","080701","Santo Tomas","Cusco/Chumbivilcas/Santo Tomas"
"070702","080702","Capacmarca","Cusco/Chumbivilcas/Capacmarca"
"070703","080704","Colquemarca","Cusco/Chumbivilcas/Colquemarca"
"070704","080703","Chamaca","Cusco/Chumbivilcas/Chamaca"
"070705","080705","Livitaca","Cusco/Chumbivilcas/Livitaca"
"070706","080706","Llusco","Cusco/Chumbivilcas/Llusco"
"070707","080707","Quinota","Cusco/Chumbivilcas/Quinota"
"070708","080708","Velille","Cusco/Chumbivilcas/Velille"
"070800","080800","Espinar","Cusco/Espinar/"
"070801","080801","Espinar","Cusco/Espinar/Espinar"
"070802","080802","Condoroma","Cusco/Espinar/Condoroma"
"070803","080803","Coporaque","Cusco/Espinar/Coporaque"
"070804","080804","Ocoruro","Cusco/Espinar/Ocoruro"
"070805","080805","Pallpata","Cusco/Espinar/Pallpata"
"070806","080806","Pichigua","Cusco/Espinar/Pichigua"
"070807","080807","Suykutambo","Cusco/Espinar/Suykutambo"
"070808","080808","Alto Pichigua","Cusco/Espinar/Alto Pichigua"
"070900","080900","La Convencion","Cusco/La Convencion/"
"070901","080901","Santa Ana","Cusco/La Convencion/Santa Ana"
"070902","080902","Echarate","Cusco/La Convencion/Echarate"
"070903","080903","Huayopata","Cusco/La Convencion/Huayopata"
"070904","080904","Maranura","Cusco/La Convencion/Maranura"
"070905","080905","Ocobamba","Cusco/La Convencion/Ocobamba"
"070906","080908","Santa Teresa","Cusco/La Convencion/Santa Teresa"
"070907","080909","Vilcabamba","Cusco/La Convencion/Vilcabamba"
"070908","080906","Quellouno","Cusco/La Convencion/Quellouno"
"070909","080907","Kimbiri","Cusco/La Convencion/Kimbiri"
"070910","080910","Pichari","Cusco/La Convencion/Pichari"
"071000","081000","Paruro","Cusco/Paruro/"
"071001","081001","Paruro","Cusco/Paruro/Paruro"
"071002","081002","Accha","Cusco/Paruro/Accha"
"071003","081003","Ccapi","Cusco/Paruro/Ccapi"
"071004","081004","Colcha","Cusco/Paruro/Colcha"
"071005","081005","Huanoquite","Cusco/Paruro/Huanoquite"
"071006","081006","Omacha","Cusco/Paruro/Omacha"
"071007","081009","Yaurisque","Cusco/Paruro/Yaurisque"
"071008","081007","Paccaritambo","Cusco/Paruro/Paccaritambo"
"071009","081008","Pillpinto","Cusco/Paruro/Pillpinto"
"071100","081100","Paucartambo","Cusco/Paucartambo/"
"071101","081101","Paucartambo","Cusco/Paucartambo/Paucartambo"
"071102","081102","Caicay","Cusco/Paucartambo/Caicay"
"071103","081104","Colquepata","Cusco/Paucartambo/Colquepata"
"071104","081103","Challabamba","Cusco/Paucartambo/Challabamba"
"071105","081106","Cosnipata","Cusco/Paucartambo/Cosnipata"
"071106","081105","Huancarani","Cusco/Paucartambo/Huancarani"
"071200","081200","Quispicanchis","Cusco/Quispicanchis/"
"071201","081201","Urcos","Cusco/Quispicanchis/Urcos"
"071202","081202","Andahuaylillas","Cusco/Quispicanchis/Andahuaylillas"
"071203","081203","Camanti","Cusco/Quispicanchis/Camanti"
"071204","081204","Ccarhuayo","Cusco/Quispicanchis/Ccarhuayo"
"071205","081205","Ccatca","Cusco/Quispicanchis/Ccatca"
"071206","081206","Cusipata","Cusco/Quispicanchis/Cusipata"
