code,level,name_es,name_en,name_short_es,name_short_en,,,,name_orig_en,name_orig_es,code_orig
5306,4digit,Hilados de lino.,Flax yarn,Hilados de lino,Flax yarn,,,,Flax yarn,Hilados de lino,53.06
5307,4digit,Hilados de yute o demás fibras textiles del líber de la partida 53.03.,Yarn of jute or of other textile bast fibers of heading 5303,Hilados de fibras textiles del líber,Yarn of textile bast fibers,,,,Yarn of jute or other textile bast fibers,Hilados de yute o demás fibras textiles del líber,53.07
5308,4digit,Hilados de las demás fibras textiles vegetales; hilados de papel.,Yarn of other vegetable textile fibers; paper yarn,Hilados de las demás fibras textiles vegetales,Yarn of other vegetable textile fibers,,,,Yarn of other vegetable textile fibers,Hilados de las demás fibras textiles vegetales,53.08
5309,4digit,Tejidos de lino.,Woven fabrics of flax,Tejidos de lino,Woven fabrics of flax,,,,Woven fabrics of flax,Tejidos de lino,53.09
5311,4digit,Tejidos de las demás fibras textiles vegetales; tejidos de hilados de papel.,Woven fabrics of other vegetable textile fibers; woven fabrics of paper yarn:,Tejidos de las demás fibras textiles vegetales,Woven fabrics of vegetable textile fibers,,,,Woven fabrics of other vegetable textile fibers,Tejidos de las demás fibras textiles vegetales,53.11
5401,4digit,"Hilo de coser de filamentos sintéticos o artificiales, incluso acondicionado para la venta al por menor.","Sewing thread of man-made filaments, whether or not put up for retail sale",Hilo de coser de filamentos sintéticos,Sewing thread of man-made filaments,,,,Sewing thread of man-made filaments,Hilo de coser de filamentos sintéticos o artificiales,54.01
5402,4digit,"Hilados de filamentos sintéticos (excepto el hilo de coser) sin acondicionar para la venta al por menor, incluidos los monofilamentos sintéticos de título inferior a 67 decitex.","Synthetic filament yarn (other than sewing thread), not put up for retail sale, including synthetic monofilament of less than 67 decitex",Hilados de filamentos sintéticos,Synthetic filament yarn,,,,Synthetic filament yarn,Hilados de filamentos sintéticos,54.02
5403,4digit,"Hilados de filamentos artificiales (excepto el hilo de coser) sin acondicionar para la venta al por menor, incluidos los monofilamentos artificiales de título inferior a 67 decitex.","Artificial filament yarn (other than sewing thread), not put up for retail sale, including artificial monofilament of less than 67 decitex",Hilados de filamentos artificiales,Artificial filament yarn,,,,Artificial filament yarn,Hilados de filamentos artificiales,54.03
5404,4digit,"Monofilamentos sintéticos de título superior o igual a 67 decitex y cuya mayor dimensión de la sección transversal sea inferior o igual a 1 mm; tiras y formas similares (por ejemplo, paja artificial) de materia textil sintética, de anchura aparente inferior o igual a 5 mm.","Synthetic monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of synthetic textile materials of an apparent width not exceeding 5 mm",Monofilamentos sintéticos > 67 decitex y sección transversal < 1 mm,"Synthetic monofilament >67 dtex, thickness < 1mm",,,,"Synthetic monofilament >67 dtex, thickness < 1mm",Monofilamentos sintéticos de título > 67 decitex y cuya mayor dimensión de la sección transversal sea < 1 mm,54.04
5405,4digit,"Monofilamentos artificiales de título superior o igual a 67 decitex y cuya mayor dimensión de la sección transversal sea inferior o igual a 1 mm; tiras y formas similares (por ejemplo, paja artificial) de materia textil artificial, de anchura aparente inferior o igual a 5 mm.","Artificial monofilament of 67 decitex or more and of which no cross-sectional dimension exceeds 1 mm; strip and the like (for example, artificial straw) of artificial textile materials of an apparent width not exceeding 5 mm:",Monofilamentos artificiales > 67 decitex y sección transversal < 1 mm,"Artificial monofilament >67dtex t<1mm, strip, straws t<5mm",,,,"Artificial monofilament >67dtex t<1mm, strip, straws t<5mm",Monofilamentos artificiales de título > 67 decitex y cuya mayor dimensión de la sección transversal sea < 1 mm,54.05
5406,4digit,"Hilados de filamentos sintéticos o artificiales (excepto el hilo de coser), acondicionados para la venta al por menor.","Man-made filament yarn (other than sewing thread), put up for retail sale:",Hilados de filamentos sintéticos para la venta al por menor,Man-made filament yarn for retail sale,,,,Man-made filament yarn for retail sale,Hilados de filamentos sintéticos para la venta al por menor,54.06
5407,4digit,"Tejidos de hilados de filamentos sintéticos, incluidos los tejidos fabricados con los productos de la partida 54.04.","Woven fabrics of synthetic filament yarn, including woven fabrics obtained from materials of heading 5404",Tejidos de hilados de filamentos sintéticos,Woven fabrics of synthetic filament yarn,,,,Woven fabrics of synthetic filament yarn,Tejidos de hilados de filamentos sintéticos,54.07
5408,4digit,"Tejidos de hilados de filamentos artificiales, incluidos los fabricados con productos de la partida 54.05.","Woven fabrics of artificial filament yarn, including woven fabrics obtained from materials of heading 5405",Tejidos de hilados de filamentos artificiales,Woven fabrics of artificial filament yarn,,,,Woven fabrics of artificial filament yarn,Tejidos de hilados de filamentos artificiales,54.08
5501,4digit,Cables de filamentos sintéticos.,Synthetic filament tow,Cables de filamentos sintéticos,Synthetic filament tow,,,,Synthetic filament tow,Cables de filamentos sintéticos,55.01
5502,4digit,Cables de filamentos artificiales.,Artificial filament tow,Cables de filamentos artificiales,Artificial filament tow,,,,Artificial filament tow,Cables de filamentos artificiales,55.02
5503,4digit,"Fibras sintéticas discontinuas, sin cardar, peinar ni transformar de otro modo para la hilatura.","Synthetic staple fibers, not carded, combed or otherwise processed for spinning",Fibras sintéticas discontinuas,Synthetic staple fibers,,,,Synthetic staple fibers,"Fibras sintéticas discontinuas, no procesadas",55.03
5504,4digit,"Fibras artificiales discontinuas, sin cardar, peinar ni transformar de otro modo para la hilatura.","Artificial staple fibers, not carded, combed or otherwise processed for spinning",Fibras artificiales discontinuas,"Artificial staple fibers, not processed for spinning",,,,Artificial staple fibers,Fibras artificiales discontinuas,55.04
5505,4digit,"Desperdicios de fibras sintéticas o artificiales (incluidas las borras, los desperdicios de hilados y las hilachas).","Waste (including noils, yarn waste and garnetted stock) of man-made fibers",Desperdicios de fibras sintéticas,Waste of man-made fibers,,,,Waste of man-made fibers,Desperdicios de fibras sintéticas o artificiales,55.05
5506,4digit,"Fibras sintéticas discontinuas, cardadas, peinadas o transformadas de otro modo para la hilatura.","Synthetic staple fibers, carded, combed or otherwise processed for spinning","Fibras sintéticas discontinuas, transformadas","Synthetic staple fibers, processed",,,,"Synthetic staple fibers, processed","Fibras sintéticas discontinuas, transformadas",55.06
5507,4digit,"Fibras artificiales discontinuas, cardadas, peinadas o transformadas de otro modo para la hilatura.","Artificial staple fibers, carded, combed or otherwise processed for spinning","Fibras artificiales discontinuas, transformadas","Artificial staple fibers, processed",,,,"Artificial staple fibers, processed","Fibras artificiales discontinuas, transformadas",55.07
5508,4digit,"Hilo de coser de fibras sintéticas o artificiales, discontinuas, incluso acondicionado para la venta al por menor.","Sewing thread of man-made staple fibers, whether or not put up for retail sale",Hilo de coser de fibras sintéticas discontinuas,Sewing thread of man-made staple fibers,,,,Sewing thread of man-made staple fibers,Hilo de coser de fibras sintéticas o artificiales discontinuas,55.08
5509,4digit,Hilados de fibras sintéticas discontinuas (excepto el hilo de coser) sin acondicionar para la venta al por menor.,"Yarn (other than sewing thread) of synthetic staple fibers, not put up for retail sale",Hilados de fibras sintéticas discontinuas,"Yarn of synthetic staple fibers, not for retail sale",,,,"Yarn of synthetic staple fibers, not for retail sale",Hilados de fibras sintéticas discontinuas,55.09
5511,4digit,"Hilados de fibras sintéticas o artificiales, discontinuas (excepto el hilo de coser), acondicionados para la venta al por menor.","Yarn (other than sewing thread) of man-made staple fibers, put up for retail sale",Hilados de fibras sintéticas discontinuas acondicionados para la venta al por menor,"Yarn of man-made staple fibers, for retail sale",,,,"Yarn of man-made staple fibers, for retail sale","Hilados de fibras sintéticas o artificiales, discontinuas acondicionados para la venta al por menor.",55.11
5512,4digit,Tejidos de fibras sintéticas discontinuas con un contenido de fibras sintéticas discontinuas superior o igual al 85% en peso.,"Woven fabrics of synthetic staple fibers, containing 85 percent or more by weight of synthetic staple fibers",Tejidos de fibras sintéticas discontinuas > 85%,Woven fabrics of > 85% synthetic staple fibers,,,,Woven fabrics of > 85% synthetic staple fibers,Tejidos de fibras sintéticas discontinuas > 85%,55.12
5513,4digit,"Tejidos de fibras sintéticas discontinuas con un contenido de estas fibras inferior al 85% en peso, mezcladas exclusiva o principalmente con algodón, de peso inferior o igual a 170 g/m².","Woven fabrics of synthetic staple fibers, containing less than 85 percent by weight of such fibers, mixed mainly or solely with cotton, of a weight not exceeding 170 g/m2",Tejidos de fibras sintéticas discontinuas < 85%,Woven fabrics of < 85% synthetic staple fibers,,,,Woven fabrics of < 85% synthetic staple fibers,Tejidos de fibras sintéticas discontinuas < 85%,55.13
5514,4digit,"Tejidos de fibras sintéticas discontinuas con un contenido de estas fibras inferior al 85% en peso, mezcladas exclusiva o principalmente con algodón, de peso superior a 170 g/m².","Woven fabrics of synthetic staple fibers, containing less than 85 percent by weight of such fibers, mixed mainly or solely with cotton, of a weight exceeding 170 g/m2","Tejidos de fibras sintéticas discontinuas con un contenido de estas fibras < 85% en peso, mezcladas con algodón, de peso > 170 g/m²",Woven fabrics of < 85% synthetic staple fibers mixed mainly with cotton < 170 g/m2,,,,Woven fabrics of < 85% synthetic staple fibers mixed mainly with cotton < 170 g/m2,"Tejidos de fibras sintéticas discontinuas con un contenido de estas fibras < 85% en peso, mezcladas con algodón, de peso > 170 g/m²",55.14
5515,4digit,Los demás tejidos de fibras sintéticas discontinuas.,Other woven fabrics of synthetic staple fibers,Los demás tejidos de fibras sintéticas discontinuas,Other woven fabrics of synthetic staple fibers,,,,Other woven fabrics of synthetic staple fibers,Los demás tejidos de fibras sintéticas discontinuas,55.15
5516,4digit,Tejidos de fibras artificiales discontinuas.,Woven fabrics of artificial staple fibers,Tejidos de fibras artificiales discontinuas,Woven fabrics of artificial staple fibers,,,,Woven fabrics of artificial staple fibers,Tejidos de fibras artificiales discontinuas,55.16
5601,4digit,"Guata de materia textil y artículos de esta guata; fibras textiles de longitud inferior o igual a 5 mm (tundizno), nudos y motas de materia textil.","Wadding of textile materials and articles thereof; textile fibers, not exceeding 5 mm in length (flock), textile dust and mill neps",Guata de materia textil,Wadding of textile materials,,,,Wadding of textile materials,Guata de materia textil,56.01
5602,4digit,"Fieltro, incluso impregnado, recubierto, revestido o estratificado.","Felt, whether or not impregnated, coated, covered or laminated",Fieltro,Felt,,,,Felt,Fieltro,56.02
5603,4digit,"Tela sin tejer, incluso impregnada, recubierta, revestida o estratificada.","Nonwovens, whether or not impregnated, coated, covered or laminated",Tela sin tejer,Nonwoven textiles,,,,Nonwoven textiles,Tela sin tejer,56.03
5604,4digit,"Hilos y cuerdas de caucho revestidos de textiles; hilados textiles, tiras y formas similares de las partidas 54.04 ó 54.05, impregnados, recubiertos, revestidos o enfundados con caucho o plástico.","Rubber thread and cord, textile covered; textile yarn, and strip and the like of heading 5404 or 5405, impregnated, coated, covered or sheathed with rubber or plastics",Textiles de caucho,Rubber textiles,,,,Rubber textiles,Textiles de caucho,56.04
5605,4digit,"Hilados metálicos e hilados metalizados, incluso entorchados, constituidos por hilados textiles, tiras o formas similares de las partidas 54.04 ó 54.05, combinados con metal en forma de hilos, tiras o polvo, o revestidos de metal.","Metalized yarn, whether or not gimped, being textile yarn, or strip or the like of heading 5404 or 5405, combined with metal in the form of thread, strip or powder or covered with metal:",Hilados metálicos,Metallised yarn,,,,Metallised yarn,Hilados metálicos,56.05
5606,4digit,"Hilados entorchados, tiras y formas similares de las partidas 54.04 ó 54.05, entorchadas (excepto los de la partida 56.05 y los hilados de crin entorchados); hilados de chenilla; hilados “de cadeneta”.","Gimp yarn & strip, synthetic or artificial monofilament",Hilados entorchados,Gimp yarn,,,,Gimp yarn,Hilados entorchados,56.06
5607,4digit,"Cordeles, cuerdas y cordajes, estén o no trenzados, incluso impregnados, recubiertos, revestidos o enfundados con caucho o plástico.","Twine, cordage, ropes and cables, whether or not plaited or braided and whether or not impregnated, coated, covered or sheathed with rubber or plastics","Cordeles, cuerdas y cordajes",Twine and ropes of baste fibers,,,,"Twine, cordage, ropes and cables, of jute, bast fibre","Cordeles, cuerdas y cordajes",56.07
5608,4digit,"Redes de mallas anudadas, en paño o en pieza, fabricadas con cordeles, cuerdas o cordajes; redes confeccionadas para la pesca y demás redes confeccionadas, de materia textil.","Knotted netting of twine, cordage or rope; made up fishing nets and other made up nets, of textile materials",Redes,Nets,,,,"Knotted netting of twine, cordage or rope","Redes de mallas anudadas fabricadas con cordeles, cuerdas o cordajes",56.08
5609,4digit,"Artículos de hilados, tiras o formas similares de las partidas 54.04 ó 54.05, cordeles, cuerdas o cordajes, no expresados ni comprendidos en otra parte.","Articles of yarn, strip or the like of heading 5404 or 5405, twine, cordage, rope or cables, not elsewhere specified or included:",Artículos de hilados y otras formas similares,"Articles of yarn, rope etc not elsewhere clasified",,,,"Articles of yarn strip, twine, cordage or rope, not elsewhere specified",Artículos de hilados y otras formas similares,56.09
5701,4digit,"Alfombras de nudo de materia textil, incluso confeccionadas.","Carpets and other textile floor coverings, knotted, whether or not made up",Alfombras de nudo de materia textil,"Carpets, knotted",,,,"Carpets, knotted","Alfombras de nudo de materia textil, incluso confeccionadas",57.01
5702,4digit,"Alfombras y demás revestimientos para el suelo, de materia textil, tejidos, excepto los de mechón insertado y los flocados, aunque estén confeccionados, incluidas las alfombras llamadas “Kelim” o “Kilim”, “Schumacks” o “Soumak”, “Karamanie” y alfombras similares tejidas a mano.","Carpets and other textile floor coverings, woven, not tufted or flocked, whether or not made up, including Kelem, Schumacks, Karamanie and similar hand-woven rugs",Alfombras tejidos,Woven carpets and rugs,,,,"Carpets, woven, not tufted or flocked, hand-woven rugs","Alfombras y demás revestimientos para el suelo, de materia textil, tejidos, excepto los de mechón insertado y los flocados",57.02
5703,4digit,"Alfombras y demás revestimientos para el suelo, de materia textil, con mechón insertado, incluso confeccionados.","Carpets and other textile floor coverings, tufted, whether or not made up","Alfombras, copetudo","Carpets, tufted",,,,"Carpets, tufted","Alfombras, copetudo",57.03
5704,4digit,"Alfombras y demás revestimientos para el suelo, de fieltro, excepto los de mechón insertado y los flocados, incluso confeccionados.","Carpets and other textile floor coverings, of felt, not tufted or flocked, whether or not made up",Alfombras de fieltro,Carpets of felt,,,,Carpets of felt,Alfombras de fieltro,57.04
5705,4digit,"Las demás alfombras y revestimientos para el suelo, de materia textil, incluso confeccionados.","Other carpets and other textile floor coverings, whether or not made up:",Las demás alfombras,Other carpets,,,,Other carpets and other textile floor coverings,"Las demás alfombras y revestimientos para el suelo, de materia textil",57.05
5801,4digit,"Terciopelo y felpa, excepto los de punto, y tejidos de chenilla, excepto los productos de las partidas 58.02 ó 58.06.","Woven pile fabrics and chenille fabrics, other than fabrics of heading 5802 or 5806","Terciopelo, felpa y tejidos de chenilla",Woven pile fabrics,,,,Woven pile fabrics,"Terciopelo, felpa y tejidos de chenilla",58.01
5802,4digit,"Tejidos con bucles del tipo toalla, excepto los productos de la partida 58.06; superficies textiles con mechón insertado, excepto los productos de la partida 57.03.","Terry toweling and similar woven terry fabrics, other than narrow fabrics of heading 5806; tufted textile fabrics, other than products of heading 5703",Tejidos con bucles del tipo toalla,Terry cloth,,,,Terry toweling and similar fabrics,Tejidos con bucles del tipo toalla,58.02
5803,4digit,"Tejidos de gasa de vuelta, excepto los productos de la partida 58.06.","Gauze, other than narrow fabrics of heading 5806:",Gasa,Gauze,,,,Gauze,Gasa,58.03
5804,4digit,"Tul, tul-bobinot y tejidos de mallas anudadas; encajes en pieza, en tiras o en aplicaciones, excepto los productos de las partidas 60.02 a 60.06.","Tulles and other net fabrics, not including woven, knitted or crocheted fabrics; lace in the piece, in strips or in motifs, other than fabrics of headings 6002 to 6006",Tul y tejidos de mallas anudadas,Tulles and other net fabrics,,,,Tulles and other net fabrics,"Tul, tul-bobinot y tejidos de mallas anudadas",58.04
5805,4digit,"Tapicería tejida a mano (gobelinos, Flandes, Aubusson, Beauvais y similares) y tapicería de aguja (por ejemplo: de “petit point”, de punto de cruz), incluso confeccionadas.","Hand-woven tapestries of the type Gobelins, Flanders, Aubusson, Beauvais and the like, and needle-worked tapestries (for example, petit point, cross stitch), whether or not made up:",Tapicería tejida a mano,Hand-woven tapestries,,,,Hand-woven tapestries,Tapicería tejida a mano,58.05
5806,4digit,"Cintas, excepto los artículos de la partida 58.07; cintas sin trama, de hilados o fibras paralelizados y aglutinados.","Narrow woven fabrics, other than goods of heading 5807; narrow fabrics consisting of warp without weft assembled by means of an adhesive (bolducs)",Cintas,Narrow woven fabrics,,,,Narrow woven fabrics,Cintas,58.06
5807,4digit,"Etiquetas, escudos y artículos similares, de materia textil, en pieza, cintas o recortados, sin bordar.","Labels, badges and similar articles of textile materials, in the piece, in strips or cut to shape or size, not embroidered","Etiquetas, escudos y artículos similares, de materia textil","Labels, badges and similar articles of textile materials",,,,"Labels, badges and similar articles of textile materials","Etiquetas, escudos y artículos similares, de materia textil",58.07
5808,4digit,"Trenzas en pieza; artículos de pasamanería y artículos ornamentales análogos, en pieza, sin bordar, excepto los de punto; bellotas, madroños, pompones, borlas y artículos similares.","Braids in the piece; ornamental trimmings in the piece, without embroidery, other than knitted or crocheted; tassels, pompons and similar articles",Trenzas en pieza,Braids in piece,,,,Braids in piece,Trenzas en pieza,58.08
5809,4digit,"Tejidos de hilos de metal y tejidos de hilados metálicos o de hilados textiles metalizados de la partida 56.05, de los tipos utilizados en prendas de vestir, tapicería o usos similares, no expresados ni comprendidos en otra parte.","Woven fabrics of metal thread and woven fabrics of metalized yarn of heading 5605, of a kind used in apparel, as furnishing fabrics or for similar purposes, not elsewhere specified or included (229)",Tejidos de hilos de metal,Woven fabric incorporating metal threads,,,,Woven fabric incorporating metal threads,Tejidos de hilos de metal,58.09
5811,4digit,"Productos textiles acolchados en pieza, constituidos por una o varias capas de materia textil combinadas con una materia de relleno y mantenidas mediante puntadas u otro modo de sujeción, excepto los bordados de la partida 58.10.","Quilted textile products in the piece, composed of one or more layers of textile materials assembled with padding by stitching or otherwise, other than embroidery of heading 5810:",Productos textiles acolchados en pieza,Quilted textile products,,,,Quilted textile products in piece,Productos textiles acolchados en pieza,58.11
5901,4digit,"Telas recubiertas de cola o materias amiláceas, de los tipos utilizados para encuadernación, cartonaje, estuchería o usos similares; transparentes textiles para calcar o dibujar; lienzos preparados para pintar; bucarán y telas rígidas similares de los tipos utilizados en sombrerería.","Textile fabrics coated with gum or amylaceous substances, of a kind used for the outer covers of books or the like; tracing cloth; prepared painting canvas; buckram and similar stiffened textile fabrics of a kind used for hat foundations",Telas recubiertas de cola,Textile fabrics coated with gum,,,,Textile fabrics coated with gum or amylaceous,Telas recubiertas de cola o materias amiláceas,59.01
5902,4digit,"Napas tramadas para neumáticos fabricadas con hilados de alta tenacidad de nailon o demás poliamidas, de poliésteres o de rayón viscosa.","Tire cord fabric of high tenacity yarn of nylon or other poly- amides, polyesters or viscose rayon",Napas tramadas para neumáticos,Tire cord fabric,,,,Tire cord fabric of high tenacity yarn of nylon,Napas tramadas para neumáticos fabricadas con hilados de alta tenacidad,59.02
5903,4digit,"Telas impregnadas, recubiertas, revestidas o estratificadas con plástico, excepto las de la partida 59.02.","Textile fabrics impregnated, coated, covered or laminated with plastics, other than those of heading 5902",Telas impregnadas con plástico,Textile fabrics impregnated with plastics,,,,Textile fabrics impregnated with plastics,Telas impregnadas con plástico,59.03
5904,4digit,"Linóleo, incluso cortado; revestimientos para el suelo formados por un recubrimiento o revestimiento aplicado sobre un soporte textil, incluso cortados.","Linoleum, whether or not cut to shape; floor coverings consisting of a coating or covering applied on a textile backing, whether or not cut to shape",Linóleo,Linoleum,,,,Linoleum,Linóleo,59.04
5905,4digit,Revestimientos de materia textil para paredes.,Textile wall coverings:,Revestimientos de materia textil para paredes,Textile wall coverings,,,,Textile wall coverings,Revestimientos de materia textil para paredes,59.05
5906,4digit,"Telas cauchutadas, excepto las de la partida 59.02.","Rubberized textile fabrics, other than those of heading 5902",Telas cauchutadas,Rubberized textile fabrics,,,,Rubberized textile fabrics,"Telas cauchutadas, excepto las de la partida 5902",59.06
5907,4digit,"Las demás telas impregnadas, recubiertas o revestidas; lienzos pintados para decoraciones de teatro, fondos de estudio o usos análogos.","Textile fabrics otherwise impregnated, coated or covered; painted canvas being theatrical scenery, studio back-cloths or the like:","Las demás telas impregnadas, recubiertas o revestidas","Textile fabrics otherwise impregnated, coated or covered",,,,"Textile fabrics otherwise impregnated, coated or covered","Las demás telas impregnadas, recubiertas o revestidas",59.07
5908,4digit,"Mechas de materia textil tejida, trenzada o de punto, para lámparas, hornillos, mecheros, velas o similares; manguitos de incandescencia y tejidos de punto tubulares utilizados para su fabricación, incluso impregnados.","Textile wicks, woven, plaited or knitted, for lamps, stoves, lighters, candles or the like; incandescent gas mantles and tubular knitted gas mantle fabric therefor, whether or not impregnated",Mechas de materia textil,Textile wicks,,,,Textile wicks,Mechas de materia textil,59.08
5909,4digit,"Mangueras para bombas y tubos similares, de materia textil, incluso con armadura o accesorios de otras materias.","Textile hosepiping and similar textile tubing, with or without lining, armor or accessories of other materials:","Mangueras para bombas y tubos similares, de materia textil",Textile hosepiping and similar tubing,,,,Textile hosepiping and similar tubing,"Mangueras para bombas y tubos similares, de materia textil",59.09
5911,4digit,Productos y artículos textiles para usos técnicos mencionados en la Nota 7 de este Capítulo.,"Textile products and articles, for technical uses, specified in note 7 to this chapter",Artículos textiles para usos técnicos,Textile articles for technical use,,,,"Textile fabric for card clothing, technical use",Productos y artículos textiles para usos técnicos,59.11
6001,4digit,"Terciopelo, felpa (incluidos los tejidos de punto “de pelo largo”) y tejidos con bucles, de punto.","Pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted","Terciopelo, felpa y tejidos con bucles, de punto","Pile fabrics, knit",,,,"Pile fabrics, including long pile fabrics and terry fabrics, knitted or crocheted","Terciopelo, felpa y tejidos con bucles, de punto",60.01
6002,4digit,"Tejidos de punto de anchura inferior o igual a 30 cm, con un contenido de hilados de elastómeros o de hilos de caucho superior o igual al 5% en peso, excepto los de la partida 60.01.","Knitted or crocheted fabrics of a width not exceeding 30 cm, containing by weight 5 percent or more of elastomeric yarn or rubber thread, other than those of heading 6001","Tejidos de punto de anchura < 30 cm, caucho > 5% ","Knit fabric, width <30 cm, >5% elastomer",,,,"Knit or crochet fabric, width <30 cm >5% elastomer","Tejidos de punto de anchura < 30 cm, con un contenido de hilos de caucho > 5% en peso",60.02
6003,4digit,"Tejidos de punto de anchura inferior o igual a 30 cm, excepto los de las partidas 60.01 ó 60.02.","Knitted or crocheted fabrics of a width not exceeding 30 cm, other than those of heading 6001 or 6002:","Tejidos de punto, anchura < 30 cm","Knit fabric, width < 30 cm",,,,,"Tejidos de punto de anchura inferior o igual a 30 cm, excepto los de las partidas 6001 ó 6002",60.03
6004,4digit,"Tejidos de punto de anchura superior a 30 cm, con un contenido de hilados de elastómeros o de hilos de caucho superior o igual al 5% en peso, excepto los de la partida 60.01.","Knitted or crocheted fabrics of a width exceeding 30 cm, containing by weight 5 percent or more of elastomeric yarn or rubber thread, other than those of heading 6001:","Tejidos de punto, anchura > 30 cm, >5% elastómer","Knit fabric, width > 30 cm, >5% elastomer",,,,,"Tejidos de punto de anchura superior a 30 cm, con un contenido de hilados de elastómeros o de hilos de caucho superior o igual al 5% en peso, excepto los de la partida 6001",60.04
6005,4digit,"Tejidos de punto por urdimbre (incluidos los obtenidos en telares de pasamanería), excepto los de las partidas 60.01 a 60.04.","Warp knit fabrics (including those made on galloon knitting machines), other than those of headings 6001 to 6004:",Tejidos de punto por urdimbre,Warp knit fabrics,,,,,"Tejidos de punto por urdimbre (incluidos los obtenidos en telares de pasamanería), excepto los de las partidas 6001 a 6004",60.05
6006,4digit,Los demás tejidos de punto.,Other knitted or crocheted fabrics:,Los demás tejidos de punto,Other knit fabrics,,,,,Los demás tejidos de punto,60.06
6101,4digit,"Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, de punto, para hombres o niños, excepto los artículos de la partida 61.03.","Men's or boys' overcoats, carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles, knitted or crocheted, other than those of heading 6103","Abrigos para hombres, de punto","Men's overcoats, knit",,,,"Men's overcoats, knit","Abrigos para hombres, de punto",61.01
6102,4digit,"Abrigos, chaquetones, capas, anoraks, cazadoras y artículos similares, de punto, para mujeres o niñas, excepto los artículos de la partida 61.04.","Women's or girls' overcoats, carcoats, capes, cloaks, anoraks (including ski-jackets), windbreakers and similar articles, knitted or crocheted, other than those of heading 6104","Abrigos para mujeres, de punto","Women's overcoats, knit",,,,"Women's overcoats, knit","Abrigos para mujeres, de punto",61.02
6103,4digit,"Trajes (ambos o ternos), conjuntos, chaquetas (sacos), pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), de punto, para hombres o niños.","Men's or boys' suits, ensembles, suit-type jackets, blazers, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted","Trajes para hombres, de punto","Men's suits, knit",,,,"Men's suits, knit","Trajes para hombres, de punto",61.03
6104,4digit,"Trajes sastre, conjuntos, chaquetas (sacos), vestidos, faldas, faldas pantalón, pantalones largos, pantalones con peto, pantalones cortos (calzones) y shorts (excepto de baño), de punto, para mujeres o niñas.","Women's or girls' suits, ensembles, suit-type jackets, blazers, dresses, skirts, divided skirts, trousers, bib and brace overalls, breeches and shorts (other than swimwear), knitted or crocheted","Trajes para mujeres, de punto","Women's suits, knit",,,,"Women's suits, knit","Trajes para mujeres, de punto",61.04
6105,4digit,Camisas de punto para hombres o niños.,"Men's or boys' shirts, knitted or crocheted","Camisas para hombres, de punto","Men's shirts, knit",,,,"Men's shirts, knit","Camisas para hombres, de punto",61.05
6106,4digit,"Camisas, blusas y blusas camiseras, de punto, para mujeres o niñas.","Women's or girls' blouses and shirts, knitted or crocheted","Camisas para mujeres, de punto","Women's shirts, knit",,,,"Women's shirts, knit","Camisas para mujeres, de punto",61.06
6107,4digit,"Calzoncillos (incluidos los largos y los slips), camisones, pijamas, albornoces de baño, batas de casa y artículos similares, de punto, para hombres o niños.","Men's or boys' underpants, briefs, nightshirts, pajamas, bathrobes, dressing gowns and similar articles, knitted or crocheted","Calzoncillos para hombres, de punto","Men's undergarments, knit",,,,"Men's undergarments, knit","Calzoncillos para hombres, de punto",61.07
6108,4digit,"Combinaciones, enaguas, bragas (bombachas, calzones) (incluso las que no llegan hasta la cintura), camisones, pijamas, saltos de cama, albornoces de baño, batas de casa y artículos similares, de punto, para mujeres o niñas.","Women's or girls' slips, petticoats, briefs, panties, night-dresses, pajamas, negligees, bathrobes, dressing gowns and similar articles, knitted or crocheted","Ropa interior para mujeres, de punto","Women's undergarments, knit",,,,"Women's undergarments, knit","Ropa interior para mujeres, de punto",61.08
6109,4digit,"“T-shirts” y camisetas, de punto.","T-shirts, singlets, tank tops and similar garments, knitted or crocheted","“T-shirts” y camisetas, de punto","T-shirts, knit",,,,"T-shirts, knit","“T-shirts” y camisetas, de punto",61.09
6111,4digit,"Prendas y complementos (accesorios), de vestir, de punto, para bebés.","Babies' garments and clothing accessories, knitted or crocheted","Prendas para bebés, de punto","Babies' garments, knit",,,,"Babies' garments, knit","Prendas para bebés, de punto",61.11
6112,4digit,"Conjuntos de abrigo para entrenamiento o deporte (chandales), monos (overoles) y conjuntos de esquí y bañadores, de punto.","Track suits, ski-suits and swimwear, knitted or crocheted","Ropa deportiva, de punto","Activewear, knit",,,,"Activewear, knit","Ropa deportiva, de punto",61.12
6113,4digit,"Prendas de vestir confeccionadas con tejidos de punto de las partidas 59.03, 59.06 ó 59.07.","Garments, made up of knitted or crocheted fabrics of heading 5903, 5906 or 5907:",Prendas de vestir confeccionadas con tejidos impregnados de punto,Garments knit with impregnated fibers,,,,,Prendas de vestir confeccionadas con tejidos impregnados de punto,61.13
6114,4digit,"Las demás prendas de vestir, de punto.","Other garments, knitted or crocheted","Las demás prendas de vestir, de punto","Other garments, knit",,,,"Other garments, knit","Las demás prendas de vestir, de punto",61.14
