"","code","name","level","parent_id","name_es","name_en","name_short_es","name_short_en"
786,"69","Ceramic products.","2digit",770.0,"Productos cerámicos","Ceramic products.","Productos cerámicos","Ceramic products"
787,"6901","Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths","4digit",786.0,"Ladrillos, placas, baldosas y demás piezas cerámicas de harinas silíceas fósiles (por ejemplo: “Kieselguhr”, tripolita, diatomita) o de tierras silíceas análogas.","Bricks, blocks, tiles and other ceramic goods of siliceous fossil meals (for example, kieselguhr, tripolite or diatomite) or of similar siliceous earths","Ladrillos, placas y demás piezas cerámicas","Bricks, blocks, and other ceramic goods"
788,"6902","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths","4digit",786.0,"Ladrillos, placas, baldosas y piezas cerámicas análogas de construcción, refractarios, excepto los de harinas silíceas fósiles o de tierras silíceas análogas.","Refractory bricks, blocks, tiles and similar refractory ceramic constructional goods, other than those of siliceous fossil meals or similar siliceous earths","Ladrillos, placas y piezas cerámicas análogas de construcción","Bricks, tiles and similar refractory ceramic constructional goods"
789,"6903","Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths and rods), other than those of siliceous fossil meals or of similar siliceous earths","4digit",786.0,"Los demás artículos cerámicos refractarios (por ejemplo: retortas, crisoles, muflas, toberas, tapones, soportes, copelas, tubos, fundas, varillas), excepto los de harinas silíceas fósiles o de tierras silíceas análogas.","Other refractory ceramic goods (for example, retorts, crucibles, muffles, nozzles, plugs, supports, cupels, tubes, pipes, sheaths and rods), other than those of siliceous fossil meals or of similar siliceous earths","Los demás artículos cerámicos refractarios","Other refractory ceramic goods"
790,"6904","Ceramic building bricks, flooring blocks, support or filler tiles and the like","4digit",786.0,"Ladrillos de construcción, bovedillas, cubrevigas y artículos similares, de cerámica.","Ceramic building bricks, flooring blocks, support or filler tiles and the like","Ladrillos de construcción de cerámica","Ceramic building bricks"
791,"6905","Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods","4digit",786.0,"Tejas, elementos de chimenea, conductos de humo, ornamentos arquitectónicos y demás artículos cerámicos de construcción.","Roofing tiles, chimney pots, cowls, chimney liners, architectural ornaments and other ceramic constructional goods","Ornamentos arquitectónicos","Architectural ceramic ornaments"
792,"6906","Ceramic pipes, conduits, guttering and pipe fittings","4digit",786.0,"Tubos, canalones y accesorios de tubería, de cerámica.","Ceramic pipes, conduits, guttering and pipe fittings","Tubos de cerámica","Ceramic pipes"
793,"6907","Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and the like, whether or not on a backing","4digit",786.0,"Placas y baldosas, de cerámica, sin barnizar ni esmaltar, para pavimentación o revestimiento; cubos, dados y artículos similares, de cerámica, para mosaicos, sin barnizar ni esmaltar, incluso con soporte.","Unglazed ceramic flags and paving, hearth or wall tiles; unglazed ceramic mosaic cubes and the like, whether or not on a backing","Placas y baldosas, de cerámica, sin barnizar","Unglazed ceramic flags and pavers"
794,"6908","Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the like, whether or not on a backing","4digit",786.0,"Placas y baldosas, de cerámica, barnizadas o esmaltadas, para pavimentación o revestimiento; cubos, dados y artículos similares, de cerámica, para mosaicos, barnizados o esmaltados, incluso con soporte.","Glazed ceramic flags and paving, hearth or wall tiles; glazed ceramic mosaic cubes and the like, whether or not on a backing","Placas y baldosas, de cerámica, barnizadas","Glazed ceramic flags and pavers"
795,"6909","Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods","4digit",786.0,"Aparatos y artículos, de cerámica, para usos químicos o demás usos técnicos; abrevaderos, pilas y recipientes similares, de cerámica, para uso rural; cántaros y recipientes similares, de cerámica, para transporte o envasado.","Ceramic wares for laboratory, chemical or other technical uses; ceramic troughs, tubs and similar receptacles of a kind used in agriculture; ceramic pots, jars and similar articles of a kind used for the conveyance or packing of goods","Aparatos y artículos de cerámica, para usos químicos, rurales, o envasados","Ceramic wares for laboratory, agriculture, or packing use"
796,"6911","Tableware, kitchenware, other household articles and toilet articles, of porcelain or china","4digit",786.0,"Vajilla y demás artículos de uso doméstico, higiene o tocador, de porcelana.","Tableware, kitchenware, other household articles and toilet articles, of porcelain or china","Artículos de uso doméstico de porcelana","Porcelain or china household articles"
797,"6912","Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china:","4digit",786.0,"Vajilla y demás artículos de uso doméstico, higiene o tocador, de cerámica, excepto porcelana.","Ceramic tableware, kitchenware, other household articles and toilet articles, other than of porcelain or china:","Artículos de uso doméstico de ceramica","Ceramic household articles"
798,"6913","Statuettes and other ornamental ceramic articles","4digit",786.0,"Estatuillas y demás artículos para adorno, de cerámica.","Statuettes and other ornamental ceramic articles","Artículos para adorno, de cerámica","Ornamental ceramic articles"
799,"6914","Other ceramic articles","4digit",786.0,"Las demás manufacturas de cerámica.","Other ceramic articles","Las demás manufacturas de cerámica","Other ceramic articles"
800,"70","Glass and glassware.","2digit",770.0,"Vidrio y cristalería","Glass and glassware.","Vidrio y cristalería","Glass and glassware"
801,"7001","Cullet and other waste and scrap of glass; glass in the mass:","4digit",800.0,"Desperdicios y desechos de vidrio; vidrio en masa.","Cullet and other waste and scrap of glass; glass in the mass:","Desperdicios y desechos de vidrio","Cullet and other scraps of glass"
802,"7002","Glass in balls (other than microspheres of heading 7018), rods or tubes, unworked","4digit",800.0,"Vidrio en bolas (excepto las microesferas de la partida 70.18), barras, varillas o tubos, sin trabajar.","Glass in balls (other than microspheres of heading 7018), rods or tubes, unworked","Vidrio en bolas","Glass balls"
803,"7003","Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","4digit",800.0,"Vidrio colado o laminado, en placas, hojas o perfiles, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.","Cast glass and rolled glass, in sheets or profiles, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","Vidrio colado o laminado","Glass, cast or rolled"
804,"7004","Drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","4digit",800.0,"Vidrio estirado o soplado, en hojas, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.","Drawn glass and blown glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","Vidrio estirado o soplado","Drawn and blown glass"
805,"7005","Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","4digit",800.0,"Vidrio flotado y vidrio desbastado o pulido por una o las dos caras, en placas u hojas, incluso con capa absorbente, reflectante o antirreflectante, pero sin trabajar de otro modo.","Float glass and surface ground or polished glass, in sheets, whether or not having an absorbent, reflecting or non-reflecting layer, but not otherwise worked","Vidrio flotado","Float glass"
806,"7006","Glass of heading 7003, 7004 or 7005, bent, edge-worked, engraved, drilled, enameled or otherwise worked, but not framed or fitted with other materials:","4digit",800.0,"Vidrio de las partidas 70.03, 70.04 ó 70.05, curvado, biselado, grabado, taladrado, esmaltado o trabajado de otro modo, pero sin enmarcar ni combinar con otras materias.","Glass of heading 7003, 7004 or 7005, bent, edge-worked, engraved, drilled, enameled or otherwise worked, but not framed or fitted with other materials:","Vidrio, trabajado","Worked glass"
807,"7007","Safety glass, consisting of toughened (tempered) or laminated glass","4digit",800.0,"Vidrio de seguridad constituido por vidrio templado o contrachapado.","Safety glass, consisting of toughened (tempered) or laminated glass","Vidrio de seguridad","Safety glass"
808,"7008","Multiple-walled insulating units of glass","4digit",800.0,"Vidrieras aislantes de paredes múltiples.","Multiple-walled insulating units of glass","Vidrieras aislantes de paredes múltiples","Multiple-walled insulating glass"
809,"7009","Glass mirrors, whether or not framed, including rear-view mirrors","4digit",800.0,"Espejos de vidrio, enmarcados o no, incluidos los espejos retrovisores.","Glass mirrors, whether or not framed, including rear-view mirrors","Espejos de vidrio","Glass mirrors"
810,"7011","Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps, cathode-ray tubes or the like","4digit",800.0,"Ampollas y envolturas tubulares, abiertas, y sus partes, de vidrio, sin guarniciones, para lámparas eléctricas, tubos catódicos o similares.","Glass envelopes (including bulbs and tubes), open, and glass parts thereof, without fittings, for electric lamps, cathode-ray tubes or the like","Bombillas de vidrio","Glass envelopes"
811,"7013","Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018)","4digit",800.0,"Artículos de vidrio para servicio de mesa, cocina, tocador, baño, oficina, adorno de interiores o usos similares (excepto los de las partidas 70.10 ó 70.18).","Glassware of a kind used for table, kitchen, toilet, office, indoor decoration or similar purposes (other than that of heading 7010 or 7018)","Artículos de vidrio para adorno de interiores","Glassware for interior decorative use"
812,"7014","Signaling glassware and optical elements of glass (other than those of heading 7015), not optically worked:","4digit",800.0,"Vidrio para señalización y elementos de óptica de vidrio (excepto los de la partida 70.15), sin trabajar ópticamente.","Signaling glassware and optical elements of glass (other than those of heading 7015), not optically worked:","Vidrio para señalización","Signaling glassware"
813,"7015","Clock or watch glasses and similar glasses, glasses for noncorrective or corrective spectacles, curved, bent, hollowed or the like, not optically worked; hollow glass spheres and their segments, for the manufacture of such glasses","4digit",800.0,"Cristales para relojes y cristales análogos, cristales para gafas (anteojos), incluso correctores, abombados, curvados, ahuecados o similares, sin trabajar ópticamente; esferas huecas y sus segmentos (casquetes esféricos), de vidrio, para la fabricación de estos cristales.","Clock or watch glasses and similar glasses, glasses for noncorrective or corrective spectacles, curved, bent, hollowed or the like, not optically worked; hollow glass spheres and their segments, for the manufacture of such glasses","Cristales para relojes y cristales análogos","Clock or watch glasses and similar glasses"
814,"7016","Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or molded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass smallwares, whether or not on a backing, for mosaics or sim","4digit",800.0,"Adoquines, baldosas, ladrillos, placas, tejas y demás artículos, de vidrio prensado o moldeado, incluso armado, para la construcción; cubos, dados y demás artículos similares, de vidrio, incluso con soporte, para mosaicos o decoraciones similares; vidrieras artísticas (vitrales, incluso de vidrios incoloros); vidrio multicelular o vidrio “espuma”, en bloques, paneles, placas, coquillas o formas similares.","Paving blocks, slabs, bricks, squares, tiles and other articles of pressed or molded glass, whether or not wired, of a kind used for building or construction purposes; glass cubes and other glass smallwares, whether or not on a backing, for mosaics or sim","Adoquines y demás artículos, de vidrio para la construcción","Glass paving blocks or other molded products"
815,"7017","Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated","4digit",800.0,"Artículos de vidrio para laboratorio, higiene o farmacia, incluso graduados o calibrados.","Laboratory, hygienic or pharmaceutical glassware, whether or not graduated or calibrated","Artículos de vidrio para laboratorio, higiene o farmacia","Laboratory, hygienic or pharmaceutical glassware"
816,"7018","Glass beads, imitation pearls, imitation precious or semiprecious stones and similar glass smallwares and articles thereof other than imitation jewelry; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, other","4digit",800.0,"Cuentas de vidrio, imitaciones de perlas, de piedras preciosas o semipreciosas y artículos similares de abalorio, y sus manufacturas, excepto la bisutería; ojos de vidrio, excepto los de prótesis; estatuillas y demás artículos de adorno, de vidrio trabajado al soplete (vidrio ahilado), excepto la bisutería; microesferas de vidrio con un diámetro inferior o igual a 1 mm.","Glass beads, imitation pearls, imitation precious or semiprecious stones and similar glass smallwares and articles thereof other than imitation jewelry; glass eyes other than prosthetic articles; statuettes and other ornaments of lamp-worked glass, other","Cuentas de vidrio","Glass beads"
817,"7019","Glass fibers (including glass wool) and articles thereof (for example, yarn, woven fabrics)","4digit",800.0,"Fibra de vidrio (incluida la lana de vidrio) y manufacturas de esta materia (por ejemplo: hilados, tejidos).","Glass fibers (including glass wool) and articles thereof (for example, yarn, woven fabrics)","Fibra de vidrio","Glass fibers"
818,"71","Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles thereof; imitation, jewellery; coin.","2digit",770.0,"Perlas finas o cultivadas, piedras preciosas o semipreciosas, metales preciosos, metales chapados de metales preciosos y sus artículos; imitación, joyería; moneda","Natural or cultured pearls, precious or semi-precious stones, precious metals, metals clad with precious metal and articles thereof; imitation, jewellery; coin.","Piedras y metales preciosas ","Precious metals and stones"
819,"7101","Pearls, natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for convenience of transport","4digit",818.0,"Perlas naturales o cultivadas, incluso trabajadas o clasificadas, pero sin ensartar, montar ni engarzar; perlas naturales o cultivadas, ensartadas temporalmente para facilitar el transporte.","Pearls, natural or cultured, whether or not worked or graded but not strung, mounted or set; pearls, natural or cultured, temporarily strung for convenience of transport","Perlas","Pearls"
820,"7102","Diamonds, whether or not worked, but not mounted or set","4digit",818.0,"Diamantes, incluso trabajados, sin montar ni engarzar.","Diamonds, whether or not worked, but not mounted or set","Diamantes","Diamonds"
821,"7103","Precious stones (other than diamonds) and semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded precious stones (other than diamonds) and semi-precious stones, temporarily strung for convenience of transport","4digit",818.0,"Piedras preciosas (excepto los diamantes) o semipreciosas, naturales, incluso trabajadas o clasificadas, sin ensartar, montar ni engarzar; piedras preciosas (excepto los diamantes) o semipreciosas, naturales, sin clasificar, ensartadas temporalmente para facilitar el transporte.","Precious stones (other than diamonds) and semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded precious stones (other than diamonds) and semi-precious stones, temporarily strung for convenience of transport","Piedras preciosas","Precious stones"
822,"7104","Synthetic or reconstructed precious or semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport","4digit",818.0,"Piedras preciosas o semipreciosas, sintéticas o reconstituidas, incluso trabajadas o clasificadas, sin ensartar, montar ni engarzar; piedras preciosas o semipreciosas, sintéticas o reconstituidas, sin clasificar, ensartadas temporalmente para facilitar el transporte.","Synthetic or reconstructed precious or semi-precious stones, whether or not worked or graded but not strung, mounted or set; ungraded synthetic or reconstructed precious or semi-precious stones, temporarily strung for convenience of transport","Piedras preciosas sintéticas","Synthetic precious stones"
823,"7105","Dust and powder of natural or synthetic precious or semi-precious stones","4digit",818.0,"Polvo de piedras preciosas o semipreciosas, naturales o sintéticas.","Dust and powder of natural or synthetic precious or semi-precious stones","Polvo de piedras preciosas, naturales o sintéticas","Natural or synthetic precious stone dust"
824,"7106","Silver (including silver plated with gold or platinum), unwrought or in semimanufactured forms, or in powder form","4digit",818.0,"Plata (incluida la plata dorada y la platinada) en bruto, semilabrada o en polvo.","Silver (including silver plated with gold or platinum), unwrought or in semimanufactured forms, or in powder form","Plata","Silver"
825,"7107","Base metals clad with silver, not further worked than semi- manufactured","4digit",818.0,"Chapado (plaqué) de plata sobre metal común, en bruto o semilabrado.","Base metals clad with silver, not further worked than semi- manufactured","Chapado de plata sobre metal común","Silver clad metals"
826,"7108","Gold (including gold plated with platinum) unwrought or in semimanufactured forms, or in powder form","4digit",818.0,"Oro (incluido el oro platinado) en bruto, semilabrado o en polvo.","Gold (including gold plated with platinum) unwrought or in semimanufactured forms, or in powder form","Oro","Gold"
827,"7109","Base metals or silver, clad with gold, not further worked than semimanufactured","4digit",818.0,"Chapado (plaqué) de oro sobre metal común o sobre plata, en bruto o semilabrado.","Base metals or silver, clad with gold, not further worked than semimanufactured","Metales chapado de oro","Gold clad metals"
828,"7111","Base metals, silver or gold, clad with platinum, not further worked than semimanufactured","4digit",818.0,"Chapado (plaqué) de platino sobre metal común, plata u oro, en bruto o semilabrado.","Base metals, silver or gold, clad with platinum, not further worked than semimanufactured","Metales chapado de platino","Platinum clad metals"
829,"7112","Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal","4digit",818.0,"Desperdicios y desechos, de metal precioso o de chapado de metal precioso (plaqué); demás desperdicios y desechos que contengan metal precioso o compuestos de metal precioso, de los tipos utilizados principalmente para la recuperación del metal precioso.","Waste and scrap of precious metal or of metal clad with precious metal; other waste and scrap containing precious metal or precious metal compounds, of a kind used principally for the recovery of precious metal","Desperdicios de metal precioso","Scrap of precious metal"
830,"7113","Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal","4digit",818.0,"Artículos de joyería y sus partes, de metal precioso o de chapado de metal precioso (plaqué).","Articles of jewelry and parts thereof, of precious metal or of metal clad with precious metal","Artículos de joyería de metal precioso","Jewelry of precious metal"
831,"7114","Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal clad with precious metal","4digit",818.0,"Artículos de orfebrería y sus partes, de metal precioso o de chapado de metal precioso (plaqué).","Articles of goldsmiths' or silversmiths' wares and parts thereof, of precious metal or of metal clad with precious metal","Artículos de orfebrería de metal precioso","Goldsmith and silversmith wares"
832,"7115","Other articles of precious metal or of metal clad with precious metal","4digit",818.0,"Las demás manufacturas de metal precioso o de chapado de metal precioso (plaqué).","Other articles of precious metal or of metal clad with precious metal","Las demás manufacturas de metal precioso","Other articles of precious metals"
833,"7116","Articles of natural or cultured pearls, precious or semi- precious stones (natural, synthetic or reconstructed)","4digit",818.0,"Manufacturas de perlas naturales o cultivadas, de piedras preciosas o semipreciosas (naturales, sintéticas o reconstituidas).","Articles of natural or cultured pearls, precious or semi- precious stones (natural, synthetic or reconstructed)","Manufacturas de perlas o piedras preciosas","Articles or pearls or precious stones"
834,"7117","Imitation jewelry","4digit",818.0,"Bisutería.","Imitation jewelry","Bisutería","Imitation jewelry"
835,"7118","Coin","4digit",818.0,"Monedas.","Coin","Monedas","Coin"
836,"5","Metals","prospedia_section","","Metales","Metals","Metales","Metals"
837,"72","Iron and steel.","2digit",836.0,"Hierro y acero","Iron and steel.","Hierro y acero","Iron and steel"
838,"7201","Pig iron and spiegeleisen in pigs, blocks or other primary forms","4digit",837.0,"Fundición en bruto y fundición especular, en lingotes, bloques o demás formas primarias.","Pig iron and spiegeleisen in pigs, blocks or other primary forms","Arrabio","Pig iron"
839,"7202","Ferroalloys","4digit",837.0,"Ferroaleaciones.","Ferroalloys","Ferroaleaciones","Ferroalloys"
840,"7203","Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 percent, in lumps, pellets or similar forms","4digit",837.0,"Productos férreos obtenidos por reducción directa de minerales de hierro y demás productos férreos esponjosos, en trozos, “pellets” o formas similares; hierro con una pureza superior o igual al 99.94% en peso, en trozos, “pellets” o formas similares.","Ferrous products obtained by direct reduction of iron ore and other spongy ferrous products, in lumps, pellets or similar forms; iron having a minimum purity by weight of 99.94 percent, in lumps, pellets or similar forms","Productos férreos obtenidos por reducción de minerales de hierro","Ferrous products from the reduction of iron ore"
841,"7204","Ferrous waste and scrap; remelting scrap ingots of iron or steel","4digit",837.0,"Desperdicios y desechos (chatarra), de fundición, hierro o acero; lingotes de chatarra de hierro o acero.","Ferrous waste and scrap; remelting scrap ingots of iron or steel","Desperdicios y desechos ferrosos","Ferrous waste and scrap"
842,"7205","Granules and powders, of pig iron, spiegeleisen, iron or steel","4digit",837.0,"Granallas y polvo, de fundición en bruto, de fundición especular, de hierro o acero.","Granules and powders, of pig iron, spiegeleisen, iron or steel","Granallas de hierro o acero","Powders of iron or steel"
843,"7206","Iron and nonalloy steel in ingots or other primary forms (excluding iron of heading 7203)","4digit",837.0,"Hierro y acero sin alear, en lingotes o demás formas primarias, excepto el hierro de la partida 72.03.","Iron and nonalloy steel in ingots or other primary forms (excluding iron of heading 7203)","Hierro y acero sin alear","Iron and nonalloy steel"
844,"7207","Semifinished products of iron or nonalloy steel","4digit",837.0,"Productos intermedios de hierro o acero sin alear.","Semifinished products of iron or nonalloy steel","Productos intermedios de hierro","Semifinished products of iron or nonalloy steel"
845,"7208","Flat-rolled products of iron or nonalloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated","4digit",837.0,"Productos laminados planos de hierro o acero sin alear, de anchura superior o igual a 600 mm, laminados en caliente, sin chapar ni revestir.","Flat-rolled products of iron or nonalloy steel, of a width of 600 mm or more, hot-rolled, not clad, plated or coated","Laminados planos de hierro, anchura > 600 mm, laminados en caliente, sin chapar","Flat-rolled iron, width > 600mm, hot-rolled, not clad"
846,"7209","Flat-rolled products of iron or nonalloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated","4digit",837.0,"Productos laminados planos de hierro o acero sin alear, de anchura superior o igual a 600 mm, laminados en frío, sin chapar ni revestir.","Flat-rolled products of iron or nonalloy steel, of a width of 600 mm or more, cold-rolled (cold-reduced), not clad, plated or coated","Laminados planos de hierro, anchura > 600 mm, laminados en frío, sin chapar","Flat-rolled iron, width > 600mm, cold-rolled, not clad"
847,"7211","Flat-rolled products of iron or nonalloy steel, of a width of less than 600 mm, not clad, plated or coated","4digit",837.0,"Productos laminados planos de hierro o acero sin alear, de anchura inferior a 600 mm, sin chapar ni revestir.","Flat-rolled products of iron or nonalloy steel, of a width of less than 600 mm, not clad, plated or coated","Laminados planos de hierro, anchura < 600 mm, sin chapar","Flat-rolled iron, width < 600mm, not clad"
848,"7212","Flat-rolled products of iron or nonalloy steel, of a width of less than 600 mm, clad, plated or coated","4digit",837.0,"Productos laminados planos de hierro o acero sin alear, de anchura inferior a 600 mm, chapados o revestidos.","Flat-rolled products of iron or nonalloy steel, of a width of less than 600 mm, clad, plated or coated","Laminados planos de hierro, anchura < 600 mm, chapados","Flat-rolled iron, width < 600mm, clad"
849,"7213","Bars and rods, hot-rolled, in irregularly wound coils, of iron or nonalloy steel","4digit",837.0,"Alambrón de hierro o acero sin alear.","Bars and rods, hot-rolled, in irregularly wound coils, of iron or nonalloy steel","Alambrón de hierro o acero sin alear","Hot rolled bars of iron"
850,"7214","Other bars and rods of iron or nonalloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling","4digit",837.0,"Barras de hierro o acero sin alear, simplemente forjadas, laminadas o extrudidas, en caliente, así como las sometidas a torsión después del laminado.","Other bars and rods of iron or nonalloy steel, not further worked than forged, hot-rolled, hot-drawn or hot-extruded, but including those twisted after rolling","Barras de hierro o acero sin alear, simplemente forjadas","Other bars of iron, not further worked than forged"
851,"7215","Other bars and rods of iron or nonalloy steel","4digit",837.0,"Las demás barras de hierro o acero sin alear.","Other bars and rods of iron or nonalloy steel","Las demás barras de hierro o acero sin alear","Other bars and rods of iron or nonalloy steel"
852,"7216","Angles, shapes and sections of iron or nonalloy steel","4digit",837.0,"Perfiles de hierro o acero sin alear.","Angles, shapes and sections of iron or nonalloy steel","Perfiles de hierro o acero sin alear","Angles of iron or nonalloy steel"
853,"7217","Wire of iron or nonalloy steel","4digit",837.0,"Alambre de hierro o acero sin alear.","Wire of iron or nonalloy steel","Alambre de hierro o acero sin alear","Wire of iron or nonalloy steel"
854,"7218","Stainless steel in ingots or other primary forms; semi- finished products of stainless steel","4digit",837.0,"Acero inoxidable en lingotes o demás formas primarias; productos intermedios de acero inoxidable.","Stainless steel in ingots or other primary forms; semi- finished products of stainless steel","Acero inoxidable en lingotes","Stainless steel in ingots"
855,"7219","Flat-rolled products of stainless steel, of a width of 600 mm or more","4digit",837.0,"Productos laminados planos de acero inoxidable, de anchura superior o igual a 600 mm.","Flat-rolled products of stainless steel, of a width of 600 mm or more","Productos laminados planos de acero inoxidable, de anchura > 600 mm","Flat-rolled products of stainless steel of a width > 600 mm"
856,"7221","Bars and rods, stainless steel, hot-rolled, irreg coils","4digit",837.0,"Alambrón de acero inoxidable.","Bars and rods, stainless steel, hot-rolled, irreg coils","Alambrón de acero inoxidable","Bars of stainless steel, hot-rolled"
857,"7222","Other bars and rods of stainless steel; angles, shapes and sections of stainless steel","4digit",837.0,"Barras y perfiles, de acero inoxidable","Other bars and rods of stainless steel; angles, shapes and sections of stainless steel","Barras y perfiles, de acero inoxidable","Other bars and rods of stainless steel"
858,"7223","Wire of stainless steel:","4digit",837.0,"Alambre de acero inoxidable.","Wire of stainless steel:","Alambre de acero inoxidable","Wire of stainless steel"
859,"7224","Other alloy steel in ingots or other primary forms; semi- finished products of other alloy steel","4digit",837.0,"Los demás aceros aleados en lingotes o demás formas primarias; productos intermedios de los demás aceros aleados.","Other alloy steel in ingots or other primary forms; semi- finished products of other alloy steel","Los demás aceros aleados en formas primarias","Other alloy steel in primary form"
860,"7225","Flat-rolled products of other alloy steel, of a width of 600 mm or more","4digit",837.0,"Productos laminados planos de los demás aceros aleados, de anchura superior o igual a 600 mm.","Flat-rolled products of other alloy steel, of a width of 600 mm or more","Productos laminados planos de los demás aceros aleados, de anchura > 600 mm.","Flat-rolled products of other alloy steel, width > 600 mm"
861,"7226","Flat-rolled products of other alloy steel, of a width of less than 600 mm","4digit",837.0,"Productos laminados planos de los demás aceros aleados, de anchura inferior a 600 mm.","Flat-rolled products of other alloy steel, of a width of less than 600 mm","Productos laminados planos de los demás aceros aleados, de anchura < 600 mm.","Flat-rolled products of other alloy steel, width < 600 mm"
862,"7227","Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel","4digit",837.0,"Alambrón de los demás aceros aleados.","Bars and rods, hot-rolled, in irregularly wound coils, of other alloy steel","Alambrón de los demás aceros aleados.","Bars of other alloy steel"
863,"7228","Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel","4digit",837.0,"Barras y perfiles, de los demás aceros aleados; barras huecas para perforación, de aceros aleados o sin alear.","Other bars and rods of other alloy steel; angles, shapes and sections, of other alloy steel; hollow drill bars and rods, of alloy or non-alloy steel","Barras y perfiles, de los demás aceros aleados","Other bars and rods of other alloy steel"
864,"7229","Wire of other alloy steel","4digit",837.0,"Alambre de los demás aceros aleados.","Wire of other alloy steel","Alambre de los demás aceros aleados","Wire of other alloy steel"
865,"73","Articles of iron or steel.","2digit",836.0,"artículos de hierro o acero","Articles of iron or steel.","Artículos de hierro o acero","Articles of iron or steel"
866,"7301","Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel","4digit",865.0,"Tablestacas de hierro o acero, incluso perforadas o hechas con elementos ensamblados; perfiles de hierro o acero obtenidos por soldadura.","Sheet piling of iron or steel, whether or not drilled, punched or made from assembled elements; welded angles, shapes and sections, of iron or steel","Tablestacas de hierro o acero","Sheet piling of iron or steel"
867,"7302","Railway or tramway track construction material of iron or steel, the following rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole plates (b","4digit",865.0,"Elementos para vías férreas, de fundición, hierro o acero: carriles (rieles), contracarriles (contrarrieles) y cremalleras, agujas, puntas de corazón, varillas para mando de agujas y otros elementos para cruce o cambio de vías, traviesas (durmientes), bridas, cojinetes, cuñas, placas de asiento, placas de unión, placas y tirantes de separación y demás piezas concebidas especialmente para la colocación, unión o fijación de carriles (rieles).","Railway or tramway track construction material of iron or steel, the following rails, check-rails and rack rails, switch blades, crossing frogs, point rods and other crossing pieces, sleepers (cross-ties), fish-plates, chairs, chair wedges, sole plates (b","Elementos para vías férreas de fundición hierro o acero","Railway construction material of iron or steel"
868,"7303","Tubes, pipes and hollow profiles, of cast iron","4digit",865.0,"Tubos y perfiles huecos, de fundición.","Tubes, pipes and hollow profiles, of cast iron","Tubos de fundición","Tubes of cast iron"
