"","code","level","parent_id","name_sp_full","name_es","name_short_es","name_en","name_short_en","name"
228,"5124","class",479.0,"Comercio al por mayor de materias primas pecuarias y de animales vivos","Comercio al por mayor de materias primas pecuarias y de animales vivos","Comercio al por mayor de materias primas pecuarias y de animales vivos","Wholesale of livestock raw materials and live animals","Wholesale of livestock raw materials and live animals","Wholesale of livestock raw materials and live animals"
229,"5125","class",479.0,"Comercio al por mayor de productos alimenticios, excepto café trillado","Comercio al por mayor de productos alimenticios, excepto café trillado","Comercio al por mayor de productos alimenticios, excepto café trillado","Wholesale of food, except coffee threshings","Wholesale of food, except coffee threshings","Wholesale of food, except coffee threshings"
230,"5126","class",479.0,"Comercio al por mayor de café trillado","Comercio al por mayor de café trillado","Comercio al por mayor de café trillado","Wholesale of agricultural raw materials and live animals","Wholesale coffee threshing","Wholesale of agricultural raw materials and live animals"
231,"5127","class",479.0,"Comercio al por mayor de bebidas y productos del tabaco","Comercio al por mayor de bebidas y productos del tabaco","Comercio al por mayor de bebidas y productos del tabaco","Wholesale of food, beverages and tobacco","Wholesale of beverages and snuff products","Wholesale of food, beverages and tobacco"
232,"5131","class",479.0,"Comercio al por mayor de productos textiles y productos ' confeccionados para uso doméstico","Comercio al por mayor de productos textiles y productos confeccionados para uso doméstico","Comercio al por mayor textiles y confecciones","Wholesale trade of textiles and ready-made products for domestic use","Wholesale trade of textiles","Wholesale trade of textiles and ready-made products for domestic use"
233,"5132","class",479.0,"Comercio al por mayor de prendas de vestir, accesorios de prendas de vestir y artículos elaborados en piel","Comercio al por mayor de prendas de vestir, accesorios de prendas de vestir y artículos elaborados en piel","Comercio al por mayor de prendas de vestir","Wholesale of clothing, clothing accessories and articles of fur","Wholesale of clothing, clothing accessories and articles of fur","Wholesale of clothing, clothing accessories and articles of fur"
234,"5133","class",479.0,"Comercio al por mayor de calzado","Comercio al por mayor de calzado","Comercio al por mayor de calzado","Wholesale of footwear","Wholesale of footwear","Wholesale of footwear"
235,"5134","class",479.0,"Comercio al por mayor de aparatos, artículos y equipo de uso doméstico","Comercio al por mayor de aparatos, artículos y equipo de uso doméstico","Comercio al por mayor de electrodomésticos","Wholesale of domestic appliances, articles and equipment","Wholesale of domestic appliances","Wholesale of domestic appliances, articles and equipment"
236,"5135","class",479.0,"Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador","Comercio al por mayor de productos farmacéuticos, medicinales, cosméticos y de tocador","Comercio al por mayor de farmacéuticos, cosméticos","Wholesale of pharmaceutical, medical, cosmetic and toiletry products","Wholesale of pharmaceutical, cosmetic","Wholesale of pharmaceutical, medical, cosmetic and toiletry products"
237,"5136","class",479.0,"Comercio al por mayor de equipos médicos y quirúrgicos y de aparatos ortésicos y protésicos","Comercio al por mayor de equipos médicos y quirúrgicos y de aparatos ortésicos y protésicos","Comercio al por mayor de equipos médicos","Wholesale of medical and surgical equipment and prosthetic and orthotic devices","Wholesale of medical equipment","Wholesale of medical and surgical equipment and prosthetic and orthotic devices"
238,"5137","class",479.0,"Comercio al por mayor de papel y cartón; productos de papel y cartón","Comercio al por mayor de papel y cartón; productos de papel y cartón","Comercio al por mayor de papel, cartón y sus productos","Wholesale of paper and cardboard; Paper and cardboard products","Wholesale of paper and cardboard and products thereof","Wholesale of paper and cardboard; Paper and cardboard products"
239,"5139","class",479.0,"Comercio al por mayor de otros productos de consumo ncp","Comercio al por mayor de otros productos de consumo ncp","Comercio al por mayor de otros de consumo ncp","Wholesale of other consumer goods n.e.c.","Wholesale of other consumer goods n.e.c.","Wholesale of other consumer goods n.e.c."
240,"5141","class",479.0,"Comercio al por mayor de materiales de construcción, ferretería y vidrio","Comercio al por mayor de materiales de construcción, ferretería y vidrio","Comercio al por mayor de materiales de construcción, ferretería y vidrio","Wholesale of construction materials, hardware and glass","Wholesale of construction materials, hardware and glass","Wholesale of construction materials, hardware and glass"
241,"5142","class",479.0,"Comercio al por mayor de pinturas y productos conexos","Comercio al por mayor de pinturas y productos conexos","Comercio al por mayor de pinturas y productos conexos","Wholesale of paints and related products","Wholesale of paints and related products","Wholesale of paints and related products"
242,"5151","class",479.0,"Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos","Comercio al por mayor de combustibles sólidos, líquidos, gaseosos y productos conexos","Comercio al por mayor de combustibles","Wholesale of solid, liquid and gaseous fuels and related products","Wholesale of fuels","Wholesale of solid, liquid and gaseous fuels and related products"
243,"5152","class",479.0,"Comercio al por mayor de metales y minerales metalíferos en formas primarias","Comercio al por mayor de metales y minerales metalíferos en formas primarias","Comercio al por mayor de metalminerales","Wholesale of metals and metal ores","Wholesale of metals and metal ores","Wholesale of metals and metal ores"
244,"5153","class",479.0,"Comercio al por mayor de productos químicos básicos, plásticos y caucho en formas primarias y productos químicos de uso agropecuario","Comercio al por mayor de productos químicos básicos, plásticos y caucho en formas primarias y productos químicos de uso agropecuario","Comercio al por mayor de químicos básicos","Wholesale of basic chemicals, plastics and rubber in primary forms and chemicals for agricultural use","Wholesale of basic chemicals","Wholesale of basic chemicals, plastics and rubber in primary forms and chemicals for agricultural use"
245,"5154","class",479.0,"Comercio al por mayor de fibras textiles L","Comercio al por mayor de fibras textiles","Comercio al por mayor de fibras textiles","Wholesale of textile fibers","Wholesale of textile fibers","Wholesale of textile fibers"
246,"5155","class",479.0,"Comercio al por mayor de desperdicios o desechos industriales y material para reciclaje","Comercio al por mayor de desperdicios o desechos industriales y material para reciclaje","Comercio al por mayor de desechos industriales","Wholesale of industrial waste and scrap and recycling material","Wholesale of industrial waste","Wholesale of industrial waste and scrap and recycling material"
247,"5159","class",479.0,"Comercio al por mayor de otros productos intermedios ncp ,","Comercio al por mayor de otros productos intermedios ncp","Comercio al por mayor de otros productos intermedios","Wholesale of other intermediate products n.e.c.","Wholesale of other intermediate products n.e.c.","Wholesale of other intermediate products n.e.c."
248,"5161","class",479.0,"Comercio al por mayor de maquinaria y equipo para la agricultura, minería, construcción y la industria","Comercio al por mayor de maquinaria y equipo para la agricultura, minería, construcción y la industria","Comercio al por mayor de maquinaria y equipo para la agricultura, minería, construcción y la industria","Wholesale of machinery and equipment for agriculture, mining, construction and industry","Wholesale of machinery and equipment for agriculture, mining, construction and industry","Wholesale of machinery and equipment for agriculture, mining, construction and industry"
249,"5162","class",479.0,"Comercio al por mayor de equipo de transporte, excepto vehículos automotores y motocicletas","Comercio al por mayor de equipo de transporte, excepto vehículos automotores y motocicletas","Comercio al por mayor de equipo de transporte, excepto automotores y motocicletas","Wholesale of transport equipment, except motor vehicles and motorcycles","Wholesale of transport equipment, except motor vehicles and motorcycles","Wholesale of transport equipment, except motor vehicles and motorcycles"
250,"5163","class",479.0,"Comercio al por mayor de maquinaria para oficina, contabilidad e informática","Comercio al por mayor de maquinaria para oficina, contabilidad e informática","Comercio al por mayor de maquinaria y equipo oficina","Wholesale of office machinery, accounting and computing","Wholesale of office machinery, accounting and computing","Wholesale of office machinery, accounting and computing"
251,"5169","class",479.0,"Comercio al por mayor de maquinaria y equipo ncp","Comercio al por mayor de maquinaria y equipo ncp","Comercio al por mayor de maquinaria y equipo ncp","Wholesale of machinery and equipment n.e.c.","Wholesale of machinery and equipment n.e.c.","Wholesale of machinery and equipment n.e.c."
252,"5170","class",479.0,"Mantenimiento y reparación de maquinaria y equipo","Mantenimiento y reparación de maquinaria y equipo","Mantenimiento y reparación de maquinaria y equipo","Maintenance and repair of machinery and equipment","Maintenance and repair of machinery and equipment","Maintenance and repair of machinery and equipment"
253,"5190","class",479.0,"Comercio al por mayor de productos diversos ncp","Comercio al por mayor de productos diversos ncp","Comercio al por mayor de productos diversos ncp","Wholesale of different products n.e.c.","Wholesale of different products n.e.c.","Wholesale of different products n.e.c."
254,"5211","class",480.0,"Comercio al por menor, en establecimientos no especializados, con surtido compuesto principalmente de alimentos (víveres en general), bebidas y tabaco","Comercio al por menor, en establecimientos no especializados, con surtido compuesto principalmente de alimentos (víveres en general), bebidas y tabaco","Tiendas de alimentos, bebidas y tabaco","Retail sale in non-specialized stores with food, beverages or tobacco predominating","Non-specialized stores food, beverages or tobacco","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
255,"5219","class",480.0,"Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco","Comercio al por menor en establecimientos no especializados, con surtido compuesto principalmente por productos diferentes de alimentos (víveres en general), bebidas y tabaco","Tiendas otros productos","Retail sale in non-specialized stores with food, beverages or tobacco predominating","Retail sale in non-specialized stores with food, beverages or tobacco predominating","Retail sale in non-specialized stores with food, beverages or tobacco predominating"
256,"5221","class",480.0,"Comercio al por menor de frutas y verduras en ~^ establecimientos especializados","Comercio al por menor de frutas y verduras en establecimientos especializados","Comercio al por menor de frutas y verduras","Retail sale of fruits and vegetables in specialized stores","Retail sale of fruits and vegetables","Retail sale of fruits and vegetables in specialized stores"
257,"5222","class",480.0,"Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados","Comercio al por menor de leche, productos lácteos y huevos, en establecimientos especializados","Comercio al por menor de lácteos y huevos","Retail sale of milk, dairy products and eggs in specialized stores","Retail sale of milk, dairy products and eggs","Retail sale of milk, dairy products and eggs in specialized stores"
258,"5223","class",480.0,"Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados l","Comercio al por menor de carnes (incluye aves de corral), productos cárnicos, pescados y productos de mar, en establecimientos especializados","Comercio al por menor de carnes y pescados","Retail sale of meats, meat products, fish and seafood in specialized stores","Retail sale of meats, meat products, fish and seafood","Retail sale of meats, meat products, fish and seafood in specialized stores"
259,"5224","class",480.0,"/ Comercio al por menor de productos de confitería en establecimientos especializados","Comercio al por menor de productos de confitería en establecimientos especializados","Comercio al por menor de productos de confitería","Retail sale of confectionary products in specialized stores","Retail sale of confectionary products","Retail sale of confectionary products in specialized stores"
260,"5225","class",480.0,"Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados","Comercio al por menor de bebidas y productos del tabaco, en establecimientos especializados","Comercio al por menor de bebidas y productos del tabaco","Retail sale of beverages and tobacco in specialized stores","Retail sale of beverages and tobacco","Retail sale of beverages and tobacco in specialized stores"
261,"5229","class",480.0,"Comercio al por menor de otros productos alimenticios ncp, en establecimientos especializados","Comercio al por menor de otros productos alimenticios ncp, en establecimientos especializados","Comercio al por menor de otros productos alimenticios ncp","Retail sale of other food products n.e.c. in specialized stores","Retail sale of other food products n.e.c.","Retail sale of other food products n.e.c. in specialized stores"
262,"5231","class",480.0,"Comercio al por menor de productos farmacéuticos, medicinales, y odontológicos; artículos de perfumería, cosméticos y de tocador, en establecimientos especializados","Comercio al por menor de productos farmacéuticos, medicinales, y odontológicos; artículos de perfumería, cosméticos y de tocador, en establecimientos especializados","Comercio minorista farmacéuticos, cosméticos","Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores","Retail sale of pharmaceutical, cosmetic","Retail sale of pharmaceutical and medical goods, cosmetic and toilet articles in specialized stores"
263,"5232","class",480.0,"Comercio al por menor de productos textiles, en establecimientos especializados","Comercio al por menor de productos textiles, en establecimientos especializados","Comercio al por menor de productos textiles","Retail sale of textiles, in specialized stores","Retail sale of textiles","Retail sale of textiles, in specialized stores"
264,"5233","class",480.0,"Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel), en establecimientos especializados","Comercio al por menor de prendas de vestir y sus accesorios (incluye artículos de piel), en establecimientos especializados","Comercio al por menor confecciones","Retail sale of apparel and accessories (including articles of fur), in specialized stores","Retail sale of apparel and accessories","Retail sale of apparel and accessories (including articles of fur), in specialized stores"
265,"5234","class",480.0,"Comercio al por menor de todo tipo de calzado, artículos de cuero y sucedáneos del cuero, en establecimientos especializados","Comercio al por menor de todo tipo de calzado, artículos de cuero y sucedáneos del cuero, en establecimientos especializados","Comercio al por menor calzado y cuero","Retail sale of all types of footwear, articles of leather and leather substitutes, in specialized stores","Retail sale of all types of footwear and leather","Retail sale of all types of footwear, articles of leather and leather substitutes, in specialized stores"
266,"5235","class",480.0,"Comercio al por menor de electrodomésticos, en establecimientos especializados","Comercio al por menor de electrodomésticos, en establecimientos especializados","Comercio al por menor de electrodomésticos","Retail sale of household appliances, articles and equipment","Retail sale of household appliances","Retail sale of household appliances, articles and equipment"
267,"5236","class",480.0,"Comercio al por menor de muebles para el hogar, en establecimientos especializados","Comercio al por menor de muebles para el hogar, en establecimientos especializados","Comercio al por menor de muebles para el hogar","Retail sale of home furniture, in specialized stores","Retail sale of home furniture","Retail sale of home furniture, in specialized stores"
268,"5237","class",480.0,"Comercio al por menor de equipo y artículos de uso doméstico diferentes de electrodomésticos y muebles para el hogar, en establecimientos especializados","Comercio al por menor de equipo y artículos de uso doméstico diferentes de electrodomésticos y muebles para el hogar, en establecimientos especializados","Comercio al por menor artículos hogar, exc electrodomésticos y muebles","Retail sale of household appliances, articles and equipment, and home furniture, in specialed stores","Retail sale of household articles, exc appliances and furniture","Retail sale of household appliances, articles and equipment, and home furniture, in specialed stores"
269,"5239","class",480.0,"Comercio al por menor de productos diversos ncp, en establecimientos especializados","Comercio al por menor de productos diversos ncp, en establecimientos especializados","Comercio al por menor de productos diversos ncp","Retail sale of various products n.e.c., in specialized stores","Retail sale of various products n.e.c.","Retail sale of various products n.e.c., in specialized stores"
270,"5241","class",480.0,"Comercio al por menor de artículos de ferretería, cerrajería y productos de vidrio, excepto pinturas, en establecimientos especializados","Comercio al por menor de artículos de ferretería, cerrajería y productos de vidrio, excepto pinturas, en establecimientos especializados","Comercio al por menor ferretería","Retail sale of hardware, locks and glass, except paints, in specialized stores","Retail sale of hardware, locks and glass","Retail sale of hardware, locks and glass, except paints, in specialized stores"
271,"5242","class",480.0,"Comercio al por menor de pinturas, en establecimientos especializados","Comercio al por menor de pinturas, en establecimientos especializados","Comercio al por menor de pinturas","Retail sale of paints, in specialized stores","Retail sale of paints","Retail sale of paints, in specialized stores"
272,"5243","class",480.0,"Comercio al por menor de muebles para oficina, maquinaria ' y equipo de oficina, computadores y programas de computador, en establecimientos especializados","Comercio al por menor de muebles para oficina, maquinaria y equipo de oficina, computadores y programas de computador, en establecimientos especializados","Comercio al por menor de computadoras, muebles, equipo de oficina","Retail sale of office furniture, office machinery and equipment, computers and computer software, in specialized stores","Retail sale of computers, office furniture, equipment","Retail sale of office furniture, office machinery and equipment, computers and computer software, in specialized stores"
273,"5244","class",480.0,"Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados","Comercio al por menor de libros, periódicos, materiales y artículos de papelería y escritorio, en establecimientos especializados","Comercio al por menor de libros, periódicos, y papelería","Retail sale of books, newspapers and stationery in specialized stores","Retail sale of books, newspapers and stationery","Retail sale of books, newspapers and stationery in specialized stores"
274,"5245","class",480.0,"Comercio al por menor de equipo fotográfico, en establecimientos especializados","Comercio al por menor de equipo fotográfico, en establecimientos especializados","Comercio al por menor de equipo fotográfico","Retail sale of photographic equipment, in specialized stores","Retail sale of photographic equipment","Retail sale of photographic equipment, in specialized stores"
275,"5246","class",480.0,"Comercio al por menor de equipo óptico y de precisión, en establecimientos especializados","Comercio al por menor de equipo óptico y de precisión, en establecimientos especializados","Comercio al por menor de equipo óptico y de precisión","Retail optical and precision equipment, in specialized stores","Retail optical and precision equipment","Retail optical and precision equipment, in specialized stores"
276,"5249","class",480.0,"Comercio al por menor de otros productos de consumo nuevos ncp, en establecimientos especializados","Comercio al por menor de otros productos de consumo nuevos ncp, en establecimientos especializados","Comercio al por menor de otros productos de consumo nuevos ncp","Retail sale of other new consumer products n.e.c., in specialized stores","Retail sale of other new consumer products n.e.c.","Retail sale of other new consumer products n.e.c., in specialized stores"
277,"5251","class",480.0,"Comercio al por menor de artículos usados, en establecimientos especializados","Comercio al por menor de artículos usados, en establecimientos especializados","Comercio al por menor de artículos usados","Retail sale of second-hand goods in stores","Retail sale of second-hand goods","Retail sale of second-hand goods in stores"
278,"5252","class",480.0,"Actividades comerciales de las casas de empeño o compraventas","Actividades comerciales de las casas de empeño o compraventas","Casas de empeño o compraventas","Comercial activities of pawnshops","Pawnshops","Comercial activities of pawnshops"
279,"5261","class",480.0,"Comercio al por menor a través de casas de venta por correo","Comercio al por menor a través de casas de venta por correo","Comercio al por menor a través de casas de venta por correo","Retail sale via mail orders","Retail sale via mail orders","Retail sale via mail orders"
280,"5262","class",480.0,"Comercio al por menor en puestos móviles","Comercio al por menor en puestos móviles","Comercio al por menor en puestos móviles","Retail sale via stalls and markets","Retail sale via stalls and markets","Retail sale via stalls and markets"
281,"5269","class",480.0,"Otros tipos de comercio al por menor no realizado en establecimientos","Otros tipos de comercio al por menor no realizado en establecimientos","Otro comercio al por menor no realizado en establecimientos","Other non-store retail sale","Other retail sale not in stores","Other non-store retail sale"
282,"5271","class",480.0,"Reparación de efectos personales","Reparación de efectos personales","Reparación de efectos personales","Repair of personal goods","Repair of personal effects","Repair of personal goods"
283,"5272","class",480.0,"Reparación de enseres domésticos","Reparación de enseres domésticos","Reparación de enseres domésticos","Repair of household goods","Repair of household goods","Repair of household goods"
284,"5511","class",481.0,"Alojamiento en ""hoteles"" ,"" hostales"" y” apartahoteles""","Alojamiento en hoteles, hostales y apartahoteles","Hoteles y hostales","Hotels and hostels","Hotels and hostels","Hotels and hostels"
285,"5512","class",481.0,"Alojamiento en ""residencias"", ""moteles"" y ""amoblados""","Alojamiento en residencias, moteles y amoblados","Alojamiento en residencias, moteles y amoblados","Residences, motels and furnished accomodations","Residences, motels and furnished accomodations","Residences, motels and furnished accomodations"
286,"5513","class",481.0,"Alojamiento en ""centros vacacionales"" y ""zonas de camping""","Alojamiento en centros vacacionales y zonas de camping","Centros vacacionales y zonas de camping","Accommodation in resorts and camping areas","Accommodation in resorts and camping areas","Accommodation in resorts and camping areas"
287,"5519","class",481.0,"Otros tipos de alojamiento ncp","Otros tipos de alojamiento ncp","Otros tipos de alojamiento ncp","Other types of accommodation n.e.c.","Other types of accommodation n.e.c.","Other types of accommodation n.e.c."
288,"5521","class",481.0,"Expendio a la mesa de comidas preparadas en restaurantes","Expendio a la mesa de comidas preparadas en restaurantes","Restaurantes servicio a la mesa","Sale by waitstaff of prepared foods at restaurants","Sale by waistaff of foods in restaurants","Sale by waitstaff of prepared foods at restaurants"
289,"5522","class",481.0,"Expendio a la mesa de comidas preparadas en cafeterías","Expendio a la mesa de comidas preparadas en cafeterías","Cafeterías servicio a la mesa","Sale by waitstaff of foods prepared in cafeterias","Sale by waitstaff of foods in cafeterias","Sale by waitstaff of foods prepared in cafeterias"
290,"5523","class",481.0,"Expendio por autoservicio de comidas preparadas en restaurantes","Expendio por autoservicio de comidas preparadas en restaurantes","Restaurantes autoservicio","Self-service sale of foods prepared in restaurants","Self-service restaurants","Self-service sale of foods prepared in restaurants"
291,"5524","class",481.0,"Expendio por autoservicio de comidas preparadas en cafeterías","Expendio por autoservicio de comidas preparadas en cafeterías","Cafeterías autoservicio","Self-service sale of foods prepared in cafeterias","Self-service cafeterias","Self-service sale of foods prepared in cafeterias"
292,"5529","class",481.0,"Otros tipos de expendio ncp de alimentos preparados","Otros tipos de expendio ncp de alimentos preparados","Otros expendios de comidas","Other types of food sales n.e.c.","Other types of food sales n.e.c.","Other types of food sales n.e.c."
293,"5530","class",481.0,"Expendio de bebidas alcohólicas para el consumo dentro del establecimiento","Expendio de bebidas alcohólicas para el consumo dentro del establecimiento","Expendio de bebidas alcohólicas para consumo en el establecimiento","Sale of alcoholic beverages for consumption within the facility","Sale of alcoholic beverages for consumption within the facility","Sale of alcoholic beverages for consumption within the facility"
294,"6010","class",482.0,"Transporte por vía férrea","Transporte por vía férrea","Transporte por vía férrea","Transport via railways","Transport via railways","Transport via railways"
295,"6021","class",482.0,"Transporte urbano colectivo regular de pasajeros","Transporte urbano colectivo regular de pasajeros","Transporte urbano colectivo regular de pasajeros","Scheduled urban collective passenger transport","Scheduled urban collective passenger transport","Scheduled urban collective passenger transport"
296,"6022","class",482.0,"Transporte intermunicipal colectivo regular de pasajeros","Transporte intermunicipal colectivo regular de pasajeros","Transporte intermunicipal colectivo regular de pasajeros","Scheduled intermunicipal collective passenger transport","Scheduled intermunicipal collective passenger transport","Scheduled intermunicipal collective passenger transport"
297,"6023","class",482.0,"Transporte internacional colectivo regular de pasajeros","Transporte internacional colectivo regular de pasajeros","Transporte internacional colectivo regular de pasajeros","Scheduled international collective passenger transport","Scheduled international collective passenger transport","Scheduled international collective passenger transport"
298,"6031","class",482.0,"Transporte no regular individual de pasajeros","Transporte no regular individual de pasajeros","Transporte no regular individual de pasajeros","Non-scheduled individual passenger transport","Non-scheduled individual passenger transport","Non-scheduled individual passenger transport"
299,"6032","class",482.0,"Transporte colectivo no regular de pasajeros","Transporte colectivo no regular de pasajeros","Transporte colectivo no regular de pasajeros","Non-scheduled collective passenger transport","Non-scheduled collective passenger transport","Non-scheduled collective passenger transport"
300,"6039","class",482.0,"Otros tipos de transporte no regular de pasajeros ncp","Otros tipos de transporte no regular de pasajeros ncp","Otros tipos de transporte no regular de pasajeros ncp","Other non-scheduled passenger land transport","Other non-scheduled passenger land transport","Other non-scheduled passenger land transport"
301,"6041","class",482.0,"Transporte municipal de carga por carretera","Transporte municipal de carga por carretera","Transporte municipal de carga por carretera","Municipal freight transport by road","Municipal freight transport by road","Municipal freight transport by road"
302,"6042","class",482.0,"Transporte intermunicipal de carga por carretera","Transporte intermunicipal de carga por carretera","Transporte intermunicipal de carga por carretera","Intermunicipal freight transport by road","Intermunicipal freight transport by road","Intermunicipal freight transport by road"
303,"6043","class",482.0,"Transporte internacional de carga por carretera","Transporte internacional de carga por carretera","Transporte internacional de carga por carretera","International freight transport by road","International freight transport by road","International freight transport by road"
304,"6044","class",482.0,"Alquiler de vehículos de carga con conductor","Alquiler de vehículos de carga con conductor","Alquiler de vehículos de carga con conductor","Rental of freight trucks with driver","Rental of freight trucks with driver","Rental of freight trucks with driver"
305,"6050","class",482.0,"Transporte por tuberías","Transporte por tuberías","Transporte por tuberías","Transport via pipelines","Transport via pipelines","Transport via pipelines"
306,"6111","class",483.0,"Transporte marítimo internacional","Transporte marítimo internacional","Transporte marítimo internacional","International sea transport","International sea transport","International sea transport"
307,"6112","class",483.0,"Transporte marítimo de cabotaje","Transporte marítimo de cabotaje","Transporte marítimo de cabotaje","Sea transport of cabotage","Sea transport of cabotage","Sea transport of cabotage"
308,"6120","class",483.0,"Transporte fluvial","Transporte fluvial","Transporte fluvial","Inland water transport","Inland water transport","Inland water transport"
309,"6211","class",484.0,"Transporte regular nacional de pasajeros por vía aérea","Transporte regular nacional de pasajeros por vía aérea","Transporte regular nacional de pasajeros por vía aérea","Scheduled domestic air transport of passengers","National scheduled air transport of passengers","Scheduled domestic air transport of passengers"
310,"6212","class",484.0,"Transporte regular nacional de carga por vía aérea","Transporte regular nacional de carga por vía aérea","Transporte regular nacional de carga por vía aérea","Scheduled domestic air transport of cargo","Domestic scheduled air transport of cargo","Scheduled domestic air transport of cargo"
311,"6213","class",484.0,"Transporte regular internacional de pasajeros por vía aérea","Transporte regular internacional de pasajeros por vía aérea","Transporte regular internacional de pasajeros por vía aérea","Scheduled international air transport of passengers","Scheduled international air transport of passengers","Scheduled international air transport of passengers"
312,"6214","class",484.0,"Transporte regular internacional de carga por vía aérea","Transporte regular internacional de carga por vía aérea","Transporte regular internacional de carga por vía aérea","Scheduled international air transport of cargo","Scheduled international air transport of cargo","Scheduled international air transport of cargo"
313,"6220","class",484.0,"Transporte no regular por vía aérea","Transporte no regular por vía aérea","Transporte no regular por vía aérea","Non-scheduled air transport","Non-scheduled air transport","Non-scheduled air transport"
314,"6310","class",485.0,"Manipulación de carga","Manipulación de carga","Manipulación de carga","Cargo handling","Cargo handling","Cargo handling"
315,"6320","class",485.0,"Almacenamiento y depósito","Almacenamiento y depósito","Almacenamiento y depósito","Warehousing and storage","Warehousing and storage","Warehousing and storage"
316,"6331","class",485.0,"Actividades de estaciones de transporte terrestre","Actividades de estaciones de transporte terrestre","Actividades de estaciones de transporte terrestre","Activities of land transport stations","Activities of land transport stations","Activities of land transport stations"
317,"6332","class",485.0,"Actividades de estaciones de transporte acuático","Actividades de estaciones de transporte acuático","Actividades de estaciones de transporte acuático","Activities of water transport stations","Activities of water transport stations","Activities of water transport stations"
318,"6333","class",485.0,"Actividades de aeropuertos","Actividades de aeropuertos","Actividades de aeropuertos","Activities of airports","Activities of airports","Activities of airports"
319,"6339","class",485.0,"Otras actividades complementarias del transporte","Otras actividades complementarias del transporte","Otras actividades complementarias del transporte","Other supporting transport activities","Other supporting transport activities","Other supporting transport activities"
320,"6340","class",485.0,"Actividades de agencias de viaje y organizadores de viajes; actividades de asistencia a turistas ncp","Actividades de agencias de viaje y organizadores de viajes; actividades de asistencia a turistas ncp","Agencias de viaje y turismo","Activities of travel agencies and tour operators; tourist assistance activities n.e.c.","Travel agencies and tour operators","Activities of travel agencies and tour operators; tourist assistance activities n.e.c."
321,"6390","class",485.0,"Actividades de otras agencias de transporte","Actividades de otras agencias de transporte","Otras agencias de transporte","Activities of other transport agencies","Activities of other transport agencies","Activities of other transport agencies"
322,"6411","class",486.0,"Actividades postales nacionales","Actividades postales nacionales","Actividades postales nacionales","National post activities","National post activities","National post activities"
323,"6412","class",486.0,"Actividades de correo distintas de las actividades postales nacionales","Actividades de correo distintas de las actividades postales nacionales","Correos, exc. postales nacionales","Courier activities other than national post activities","Courier activities other than national post","Courier activities other than national post activities"
324,"6421","class",486.0,"Servicios telefónicos","Servicios telefónicos","Servicios telefónicos","Telephone services","Telephone services","Telephone services"
325,"6422","class",486.0,"Servicio de transmisión de datos a través de redes","Servicio de transmisión de datos a través de redes","Transmisión de datos a través de redes","Data transmission service over networks","Data transmission service over networks","Data transmission service over networks"
326,"6423","class",486.0,"Servicio de transmisión de programas de radio y televisión","Servicio de transmisión de programas de radio y televisión","Transmisión de programas de radio y televisión","Radio and television transmission services","Radio and television transmission services","Radio and television transmission services"
327,"6424","class",486.0,"Servicios de transmisión por cable","Servicios de transmisión por cable","Transmisión por cable","Cable transmission services","Cable transmission services","Cable transmission services"
328,"6425","class",486.0,"Otros servicios de telecomunicaciones","Otros servicios de telecomunicaciones","Otras telecomunicaciones","Other telecommunications services","Other telecommunications services","Other telecommunications services"
329,"6426","class",486.0,"Servicios relacionados con las telecomunicaciones","Servicios relacionados con las telecomunicaciones","Servicios relacionados con las telecomunicaciones","Services related to telecommunications","Services related to telecommunications","Services related to telecommunications"
330,"6511","class",487.0,"Banca central","Banca central","Banca central","Central banking","Central banking","Central banking"
331,"6512","class",487.0,"Actividades de los bancos diferentes del banco central","Actividades de los bancos diferentes del banco central","Bancos diferentes del banco central","Activities of banks other than the central bank","Banks other than the central bank","Activities of banks other than the central bank"
332,"6513","class",487.0,"Actividades de las corporaciones de ahorro y vivienda","Actividades de las corporaciones de ahorro y vivienda","Corporaciones de ahorro y vivienda","Activities of savings and loan corporations","Savings and loan corporations","Activities of savings and loan corporations"
333,"6514","class",487.0,"Actividades de las corporaciones financieras","Actividades de las corporaciones financieras","Corporaciones financieras","Activities of financial corporations","Financial corporations","Activities of financial corporations"
334,"6515","class",487.0,"Actividades de las compañías de financiamiento comercial","Actividades de las compañías de financiamiento comercial","Compañías de financiamiento comercial","Activities of commercial finance companies","Commercial finance companies","Activities of commercial finance companies"
335,"6516","class",487.0,"Actividades de las cooperativas de grado superior de carácter financiero","Actividades de las cooperativas de grado superior de carácter financiero","Cooperativas de grado superior de carácter financiero","Activities of cooperatives with higher level financing","Cooperatives with higher level financing","Activities of cooperatives with higher level financing"
