"","name_es","name_en","name_short_es","name_short_en","code","level","parent_id","name"
368,"Jardineros","Gardeners","Jardineros","Gardeners","524","3digit",454.0,"Gardeners"
369,"Jardineros en establecimientos","Gardeners at establishments","Jardineros en establecimientos","Gardeners at establishments","5241","4digit",469.0,"Gardeners at establishments"
370,"Jardineros en casas particulares","Gardeners at private homes","Jardineros en casas particulares","Gardeners at private homes","5242","4digit",469.0,"Gardeners at private homes"
371,"Trabajadores en otros servicios personales","Workers in other personal services","Trabajadores en otros servicios personales","Workers in other personal services","525","3digit",454.0,"Workers in other personal services"
372,"Astrólogos, adivinadores y afines","Astrologers, fortune tellers and related","Astrólogos, adivinadores y afines","Astrologers, fortune tellers and related","5251","4digit",472.0,"Astrologers, fortune tellers and related"
373,"Trabajadores dedicados a la prostitución","Workers in prostitution","Trabajadores dedicados a la prostitución","Workers in prostitution","5252","4digit",472.0,"Workers in prostitution"
374,"Trabajadores en servicios funerarios","Funeral services workers","Trabajadores en servicios funerarios","Funeral services workers","5253","4digit",472.0,"Funeral services workers"
375,"Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas","Animal trainers and occupations related to pet care","Entrenadores de animales y ocupaciones relacionadas con el cuidado de mascotas","Animal trainers and occupations related to pet care","5254","4digit",472.0,"Animal trainers and occupations related to pet care"
376,"Trabajadores en servicios de protección y vigilancia","Workers in security and surveillance services","Trabajadores en servicios de protección y vigilancia","Workers in security and surveillance services","53","2digit",436.0,"Workers in security and surveillance services"
377,"Supervisores en servicios de protección y vigilancia","Supervisors in security and surveillance services","Supervisores en servicios de protección y vigilancia","Supervisors in security and surveillance services","530","3digit",480.0,"Supervisors in security and surveillance services"
378,"Supervisores en servicios de protección y vigilancia","Supervisors in security and surveillance services","Supervisores en servicios de protección y vigilancia","Supervisors in security and surveillance services","5301","4digit",481.0,"Supervisors in security and surveillance services"
379,"Trabajadores en servicios de protección y vigilancia","Workers in security and surveillance services","Trabajadores en servicios de protección y vigilancia","Workers in security and surveillance services","531","3digit",480.0,"Workers in security and surveillance services"
380,"Bomberos","Firefighters","Bomberos","Firefighters","5311","4digit",483.0,"Firefighters"
381,"Policías y agentes de tránsito","Policemen and traffic officers","Policías y agentes de tránsito","Policemen and traffic officers","5312","4digit",483.0,"Policemen and traffic officers"
382,"Vigilantes y guardias en establecimientos","Watchmen and guards in establishments","Vigilantes y guardias en establecimientos","Watchmen and guards in establishments","5313","4digit",483.0,"Watchmen and guards in establishments"
383,"Vigilantes y porteros en casas particulares","Watchmen and doormen in private houses","Vigilantes y porteros en casas particulares","Watchmen and doormen in private houses","5314","4digit",483.0,"Watchmen and doormen in private houses"
384,"Trabajadores de las fuerzas armadas","Workers from the armed forces","Trabajadores de las fuerzas armadas","Workers from the armed forces","54","2digit",436.0,"Workers from the armed forces"
385,"Supervisores de las fuerzas armadas","Supervisors from the armed forces","Supervisores de las fuerzas armadas","Supervisors from the armed forces","540","3digit",488.0,"Supervisors from the armed forces"
386,"Supervisores de las fuerzas armadas","Supervisors from the armed forces","Supervisores de las fuerzas armadas","Supervisors from the armed forces","5401","4digit",489.0,"Supervisors from the armed forces"
387,"Trabajadores de las fuerzas armadas","Workers from the armed forces","Trabajadores de las fuerzas armadas","Workers from the armed forces","541","3digit",488.0,"Workers from the armed forces"
388,"Trabajadores de la fuerza armada aérea","Workers from the air force","Trabajadores de la fuerza armada aérea","Workers from the air force","5411","4digit",491.0,"Workers from the air force"
389,"Trabajadores de la fuerza armada marítima","Workers from the marine corps","Trabajadores de la fuerza armada marítima","Workers from the marine corps","5412","4digit",491.0,"Workers from the marine corps"
390,"Trabajadores de la fuerza armada terrestre","Workers from the ground force","Trabajadores de la fuerza armada terrestre","Workers from the ground force","5413","4digit",491.0,"Workers from the ground force"
391,"Otras ocupaciones en servicios personales y vigilancia, no clasificadas anteriormente","Other activities within personal and surveillance services not included above","Otras ocupaciones en servicios personales y vigilancia, no clasificadas anteriormente","Other activities within personal and surveillance services","59","2digit",436.0,"Other activities within personal and surveillance services not included above"
392,"Otras ocupaciones en servicios personales y vigilancia, no clasificadas anteriormente","Other activities within personal and surveillance services not included above","Otras ocupaciones en servicios personales y vigilancia, no clasificadas anteriormente","Other activities within personal and surveillance services","599","3digit",495.0,"Other activities within personal and surveillance services not included above"
393,"Otras ocupaciones en servicios personales y vigilancia, no clasificadas anteriormente","Other activities within personal and surveillance services not included above","Otras ocupaciones en servicios personales y vigilancia, no clasificadas anteriormente","Other activities within personal and surveillance services","5999","4digit",497.0,"Other activities within personal and surveillance services not included above"
394,"Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca","Workers in agricultural, livestock, forest, hunting and fishing activities","Trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca","Agriculture, livestock, forestry, hunting & fishing workers","6","1digit","","Workers in agricultural, livestock, forest, hunting and fishing activities"
395,"Trabajadores en actividades agrícolas y ganaderas","Workers in agricultural and livestock activities","Trabajadores en actividades agrícolas y ganaderas","Workers in agricultural and livestock activities","61","2digit",501.0,"Workers in agricultural and livestock activities"
396,"Supervisores, encargados y capataces agropecuarios","Agricultural and livestock supervisors, managers and overseers","Supervisores, encargados y capataces agropecuarios","Supervisors, overseers and managers in agriculture","610","3digit",502.0,"Agricultural and livestock supervisors, managers and overseers"
397,"Supervisores, encargados y capataces agropecuarios","Agricultural and livestock supervisors, managers and overseers","Supervisores, encargados y capataces agropecuarios","Supervisors, overseers and managers in agriculture","6101","4digit",503.0,"Agricultural and livestock supervisors, managers and overseers"
398,"Trabajadores en actividades agrícolas","Workers in agricultural activities","Trabajadores en actividades agrícolas","Workers in agricultural activities","611","3digit",502.0,"Workers in agricultural activities"
399,"Trabajadores en el cultivo de maíz y/o frijol","Workers in the cultivation of corn and/or beans","Trabajadores en el cultivo de maíz y/o frijol","Workers in the cultivation of corn and/or beans","6111","4digit",505.0,"Workers in the cultivation of corn and/or beans"
400,"Trabajadores en el cultivo de hortalizas y verduras","Workers in the cultivation of vegetables and greens","Trabajadores en el cultivo de hortalizas y verduras","Workers in the cultivation of vegetables and greens","6112","4digit",505.0,"Workers in the cultivation of vegetables and greens"
401,"Trabajadores en el cultivo de café, cacao y tabaco","Workers in the cultivation of coffee, cocoa and tobacco","Trabajadores en el cultivo de café, cacao y tabaco","Workers in the cultivation of coffee, cocoa and tobacco","6113","4digit",505.0,"Workers in the cultivation of coffee, cocoa and tobacco"
402,"Trabajadores en el cultivo de frutales","Workers in the cultivation of fruits","Trabajadores en el cultivo de frutales","Workers in the cultivation of fruits","6114","4digit",505.0,"Workers in the cultivation of fruits"
403,"Trabajadores en el cultivo de flores","Workers in the cultivation of flowers","Trabajadores en el cultivo de flores","Workers in the cultivation of flowers","6115","4digit",505.0,"Workers in the cultivation of flowers"
404,"Trabajadores en otros cultivos agrícolas","Workers in other agricultural crops","Trabajadores en otros cultivos agrícolas","Workers in other agricultural crops","6116","4digit",505.0,"Workers in other agricultural crops"
405,"Trabajadores en actividades de beneficio de productos agrícolas","Workers in benefit activities of agricultural products","Trabajadores en actividades de beneficio de productos agrícolas","Workers in benefit activities of agricultural products","6117","4digit",505.0,"Workers in benefit activities of agricultural products"
406,"Otros trabajadores en actividades agrícolas, no clasificados anteriormente","Other workers in agricultural activities not included above","Otros trabajadores en actividades agrícolas, no clasificados anteriormente","Other workers in agricultural activities not included above","6119","4digit",505.0,"Other workers in agricultural activities not included above"
407,"Trabajadores en actividades ganaderas y en la cría de animales","Workers in livestock and husbandry activities","Trabajadores en actividades ganaderas y en la cría de animales","Workers in livestock and husbandry activities","612","3digit",502.0,"Workers in livestock and husbandry activities"
408,"Trabajadores en la cría de ganado bovino","Workers in cattle husbandry","Trabajadores en la cría de ganado bovino","Workers in cattle husbandry","6121","4digit",514.0,"Workers in cattle husbandry"
409,"Trabajadores en la cría de porcinos","Workers in pig husbandry","Trabajadores en la cría de porcinos","Workers in pig husbandry","6122","4digit",514.0,"Workers in pig husbandry"
410,"Trabajadores en la cría avícola","Workers in poultry husbandry","Trabajadores en la cría avícola","Workers in poultry husbandry","6123","4digit",514.0,"Workers in poultry husbandry"
411,"Trabajadores en la cría de caprinos y ovinos","Workers in caprine and ovine husbandry","Trabajadores en la cría de caprinos y ovinos","Workers in caprine and ovine husbandry","6124","4digit",514.0,"Workers in caprine and ovine husbandry"
412,"Trabajadores en la cría de equinos","Workers in equine husbandry","Trabajadores en la cría de equinos","Workers in equine husbandry","6125","4digit",514.0,"Workers in equine husbandry"
413,"Trabajadores en la apicultura","Workers in apiculture","Trabajadores en la apicultura","Workers in apiculture","6126","4digit",514.0,"Workers in apiculture"
414,"Trabajadores en la cría y cuidado de otro tipo de animales","Workers in care and husbandry of other type of animals","Trabajadores en la cría y cuidado de otro tipo de animales","Workers in care and husbandry of other type of animals","6127","4digit",514.0,"Workers in care and husbandry of other type of animals"
415,"Trabajadores en actividades de beneficio de productos pecuarios","Workers in benefit activities including livestock products","Trabajadores en actividades de beneficio de productos pecuarios","Workers in benefit activities including livestock products","6128","4digit",514.0,"Workers in benefit activities including livestock products"
416,"Otros trabajadores en actividades ganaderas y en la cría de animales, no clasificados anteriormente","Other workers in livestock and animal husbandry activities not included above","Otros trabajadores en actividades ganaderas y en la cría de animales, no clasificados anteriormente","Other workers in livestock and animal husbandry activities","6129","4digit",514.0,"Other workers in livestock and animal husbandry activities not included above"
417,"Trabajadores que combinan actividades agrícolas con ganaderas","Workers combining agriculture and livestock activities","Trabajadores que combinan actividades agrícolas con ganaderas","Workers combining agriculture and livestock activities","613","3digit",502.0,"Workers combining agriculture and livestock activities"
418,"Trabajadores que combinan actividades agrícolas con ganaderas","Workers combining agriculture and livestock activities","Trabajadores que combinan actividades agrícolas con ganaderas","Workers combining agriculture and livestock activities","6131","4digit",527.0,"Workers combining agriculture and livestock activities"
419,"Trabajadores en actividades pesqueras, forestales, caza y similares","Workers in similar fishing, forest, and hunting activities","Trabajadores en actividades pesqueras, forestales, caza y similares","Workers in similar fishing, forest, and hunting activities","62","2digit",501.0,"Workers in similar fishing, forest, and hunting activities"
420,"Supervisores, encargados y capataces de trabajadores en actividades pesqueras, acuícolas, forestales, caza y similares","Supervisors, managers and overseers of workers in fishing, aquaculture, forest, hunting and similar activities","Supervisores, encargados y capataces de trabajadores en actividades pesqueras, acuícolas, forestales, caza y similares","Supervisors in fishing, aquaculture, forest, hunting and similar","620","3digit",529.0,"Supervisors, managers and overseers of workers in fishing, aquaculture, forest, hunting and similar activities"
421,"Supervisores, encargados y capataces de trabajadores en actividades pesqueras, acuícolas, forestales, caza y similares","Supervisors, managers and overseers of workers in fishing, aquaculture, forest, hunting and similar activities","Supervisores, encargados y capataces de trabajadores en actividades pesqueras, acuícolas, forestales, caza y similares","Supervisors in fishing, aquaculture, forest, hunting and similar","6201","4digit",530.0,"Supervisors, managers and overseers of workers in fishing, aquaculture, forest, hunting and similar activities"
422,"Trabajadores en actividades pesqueras y de acuacultura","Workers in fishing and aquaculture activities","Trabajadores en actividades pesqueras y de acuacultura","Workers in fishing and aquaculture activities","621","3digit",529.0,"Workers in fishing and aquaculture activities"
423,"Trabajadores en actividades pesqueras","Workers in fishing activities","Trabajadores en actividades pesqueras","Workers in fishing activities","6211","4digit",534.0,"Workers in fishing activities"
424,"Trabajadores en actividades de acuacultura","Workers in aquaculture activities","Trabajadores en actividades de acuacultura","Workers in aquaculture activities","6212","4digit",534.0,"Workers in aquaculture activities"
425,"Trabajadores en actividades de beneficio de productos pesqueros o acuícolas","Workers in benefit activities including fishing or aquaculture products","Trabajadores en actividades de beneficio de productos pesqueros o acuícolas","Workers in benefit activities including fishing or aquaculture products","6213","4digit",534.0,"Workers in benefit activities including fishing or aquaculture products"
426,"Trabajadores en actividades silvícolas y forestales","Workers in forestry and forest activities","Trabajadores en actividades silvícolas y forestales","Workers in forestry and forest activities","622","3digit",529.0,"Workers in forestry and forest activities"
427,"Taladores, trocadores, cortadores de árboles y similares","Loggers, wood cutters, lumberjacks and similar","Taladores, trocadores, cortadores de árboles y similares","Loggers, wood cutters, lumberjacks and similar","6221","4digit",539.0,"Loggers, wood cutters, lumberjacks and similar"
428,"Caucheros, chicleros, resineros y similares","Rubber and gum workers, resin tappers and similar","Caucheros, chicleros, resineros y similares","Rubber and gum workers, resin tappers and similar","6222","4digit",539.0,"Rubber and gum workers, resin tappers and similar"
429,"Trabajadores en viveros e invernaderos","Workers in nurseries and greenhouses","Trabajadores en viveros e invernaderos","Workers in nurseries and greenhouses","6223","4digit",539.0,"Workers in nurseries and greenhouses"
430,"Trabajadores en actividades de plantación, reforestación y conservación de bosques","Workers in wood planting, reforestation and preservation activities","Trabajadores en actividades de plantación, reforestación y conservación de bosques","Workers in wood planting, reforestation and preservation activities","6224","4digit",539.0,"Workers in wood planting, reforestation and preservation activities"
431,"Cortadores de leña","Lumberjacks","Cortadores de leña","Lumberjacks","6225","4digit",539.0,"Lumberjacks"
432,"Trabajadores en actividades de recolección de plantas, hierbas y raíces no cultivadas","Workers in activities of plant, herbal and non cultivated roots collection","Trabajadores en actividades de recolección de plantas, hierbas y raíces no cultivadas","Workers in activities of plant, herbal and non cultivated roots collection","6226","4digit",539.0,"Workers in activities of plant, herbal and non cultivated roots collection"
433,"Productores de carbón vegetal","Charcoal producers","Productores de carbón vegetal","Charcoal producers","6227","4digit",539.0,"Charcoal producers"
434,"Trabajadores en actividades de caza, trampería y similares","Workers in hunting, trap and similar activities","Trabajadores en actividades de caza, trampería y similares","Workers in hunting, trap and similar activities","623","3digit",529.0,"Workers in hunting, trap and similar activities"
435,"Trabajadores en actividades de caza, trampería y similares","Workers in hunting, trap and similar activities","Trabajadores en actividades de caza, trampería y similares","Workers in hunting, trap and similar activities","6231","4digit",549.0,"Workers in hunting, trap and similar activities"
436,"Operadores de maquinaria agropecuaria y forestal","Operators for agricultural and forest machinery","Operadores de maquinaria agropecuaria y forestal","Operators for agricultural and forest machinery","63","2digit",501.0,"Operators for agricultural and forest machinery"
437,"Operadores de maquinaria agropecuaria y forestal","Operators for agricultural and forest machinery","Operadores de maquinaria agropecuaria y forestal","Operators for agricultural and forest machinery","631","3digit",551.0,"Operators for agricultural and forest machinery"
438,"Operadores de maquinaria agropecuaria y forestal","Operators for agricultural and forest machinery","Operadores de maquinaria agropecuaria y forestal","Operators for agricultural and forest machinery","6311","4digit",552.0,"Operators for agricultural and forest machinery"
439,"Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente","Other workers in agricultural, livestock, forest, hunting and fishing activities not included above","Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente","Other workers in agricultural, livestock, forest, hunting and fishing","69","2digit",501.0,"Other workers in agricultural, livestock, forest, hunting and fishing activities not included above"
440,"Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente","Other workers in agricultural, livestock, forest, hunting and fishing activities not included above","Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente","Other workers in agricultural, livestock, forest, hunting and fishing","699","3digit",556.0,"Other workers in agricultural, livestock, forest, hunting and fishing activities not included above"
441,"Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente","Other workers in agricultural, livestock, forest, hunting and fishing activities not included above","Otros trabajadores en actividades agrícolas, ganaderas, forestales, caza y pesca, no clasificados anteriormente","Other workers in agricultural, livestock, forest, hunting and fishing","6999","4digit",558.0,"Other workers in agricultural, livestock, forest, hunting and fishing activities not included above"
442,"Trabajadores artesanales","Craftsmen","Trabajadores artesanales","Craftsmen","7","1digit","","Craftsmen"
443,"Trabajadores en la extracción y la edificación de construcciones","Workers in the extraction and construction of buildings","Trabajadores en la extracción y la edificación de construcciones","Workers in the extraction and construction of buildings","71","2digit",562.0,"Workers in the extraction and construction of buildings"
444,"Supervisores de trabajadores en la extracción, albañiles y en acabados de la construcción","Supervisors of the workers in the extraction and finish of the construction and constructors","Supervisores de trabajadores en la extracción, albañiles y en acabados de la construcción","Supervisors of the workers in the extraction and finish of the construction and constructors","710","3digit",563.0,"Supervisors of the workers in the extraction and finish of the construction and constructors"
445,"Supervisores de trabajadores en la extracción, albañiles y en acabados de la construcción","Supervisors of the workers in the extraction and finish of the construction and constructors","Supervisores de trabajadores en la extracción, albañiles y en acabados de la construcción","Supervisors of the workers in the extraction and finish of the construction and constructors","7101","4digit",564.0,"Supervisors of the workers in the extraction and finish of the construction and constructors"
446,"Trabajadores en la extracción","Workers in the extraction","Trabajadores en la extracción","Workers in the extraction","711","3digit",563.0,"Workers in the extraction"
447,"Mineros y trabajadores en la extracción en minas de minerales metálicos","Miners and workers in the extraction of metallic minerals in mines","Mineros y trabajadores en la extracción en minas de minerales metálicos","Miners and workers in the extraction of metallic minerals in mines","7111","4digit",568.0,"Miners and workers in the extraction of metallic minerals in mines"
448,"Trabajadores en la extracción de cantera, arcilla, arena, piedra y grava","Workers in the extraction of quarry, clay, sand, stone and loose stone","Trabajadores en la extracción de cantera, arcilla, arena, piedra y grava","Workers in the extraction of quarry, clay, sand, stone and loose stone","7112","4digit",568.0,"Workers in the extraction of quarry, clay, sand, stone and loose stone"
449,"Dinamiteros y buzos en perforación de pozos y en la construcción","Bombers and divers in well drilling and construction","Dinamiteros y buzos en perforación de pozos y en la construcción","Bombers and divers in well drilling and construction","7113","4digit",568.0,"Bombers and divers in well drilling and construction"
450,"Albañiles y otros trabajadores en la edificación de construcciones","Constructors and other workers in the construction of buildings","Albañiles y otros trabajadores en la edificación de construcciones","Constructors and other workers in the construction of buildings","712","3digit",563.0,"Constructors and other workers in the construction of buildings"
451,"Albañiles, mamposteros y afines","Constructors, stonemasons and similar","Albañiles, mamposteros y afines","Constructors, stonemasons and similar","7121","4digit",572.0,"Constructors, stonemasons and similar"
452,"Techadores (colocadores de palapas, etcétera)","Roofer (palm roof installers, etc.)","Techadores (colocadores de palapas, etcétera)","Roofer (palm roof installers, etc.)","7122","4digit",572.0,"Roofer (palm roof installers, etc.)"
453,"Carpinteros de obra negra","Carpenters of structural work","Carpinteros de obra negra","Carpenters of structural work","7123","4digit",572.0,"Carpenters of structural work"
454,"Yeseros, instaladores de pisos, climas, impermeabilizante, vidrio, etc., plomeros y pintores","Plasterers, floors installers, climate control, waterproofing, glass, etc., plumbers and painters","Yeseros, instaladores de pisos, climas, impermeabilizante, vidrio, etc., plomeros y pintores","Plasterers, floors installers, climate control, waterproofing, glass, etc., plumbers and painters","713","3digit",563.0,"Plasterers, floors installers, climate control, waterproofing, glass, etc., plumbers and painters"
455,"Yeseros, escayolistas y otros recubridores de techos y paredes","Plasterers, pavement layers and other roof and wall coatings","Yeseros, escayolistas y otros recubridores de techos y paredes","Plasterers, pavement layers and other roof and wall coatings","7131","4digit",576.0,"Plasterers, pavement layers and other roof and wall coatings"
456,"Instaladores de pisos, azulejos, mosaicos y baldosas","Floor, tiles, mosaic and paving stone installers","Instaladores de pisos, azulejos, mosaicos y baldosas","Floor, tiles, mosaic and paving stone installers","7132","4digit",576.0,"Floor, tiles, mosaic and paving stone installers"
457,"Instaladores de material aislante, de impermeabilización, vidrio y otros materiales","Installers of isolation material, waterproofing, glass and other materials","Instaladores de material aislante, de impermeabilización, vidrio y otros materiales","Installers of isolation material, waterproofing, glass and other materials","7133","4digit",576.0,"Installers of isolation material, waterproofing, glass and other materials"
458,"Plomeros, fontaneros e instaladores de tubería","Plumbers, and tube installers","Plomeros, fontaneros e instaladores de tubería","Plumbers, and tube installers","7134","4digit",576.0,"Plumbers, and tube installers"
459,"Pintores de brocha gorda","Painters","Pintores de brocha gorda","Painters","7135","4digit",576.0,"Painters"
460,"Artesanos y trabajadores en el tratamiento y elaboración de productos de metal","Craftsmen and workers in the treatment and manufacture of metal products","Artesanos y trabajadores en el tratamiento y elaboración de productos de metal","Craftsmen and workers in the treatment and manufacture of metal products","72","2digit",562.0,"Craftsmen and workers in the treatment and manufacture of metal products"
461,"Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal","Supervisors of craftsmen and workers in the treatment and manufacture of metal products","Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal","Supervisors of craftsmen and workers in the treatment and manufacture of metal products","720","3digit",584.0,"Supervisors of craftsmen and workers in the treatment and manufacture of metal products"
462,"Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal","Supervisors of craftsmen and workers in the treatment and manufacture of metal products","Supervisores de artesanos y trabajadores en el tratamiento y elaboración de productos de metal","Supervisors of craftsmen and workers in the treatment and manufacture of metal products","7201","4digit",585.0,"Supervisors of craftsmen and workers in the treatment and manufacture of metal products"
463,"Moldeadores, soldadores, hojalateros y pintores de metales","Sculptors, welders, tinsmith and metal painters","Moldeadores, soldadores, hojalateros y pintores de metales","Sculptors, welders, tinsmith and metal painters","721","3digit",584.0,"Sculptors, welders, tinsmith and metal painters"
464,"Moldeadores, torneros y troqueladores","Sculptors, turners and die cutter operators","Moldeadores, torneros y troqueladores","Sculptors, turners and die cutter operators","7211","4digit",589.0,"Sculptors, turners and die cutter operators"
465,"Soldadores y oxicortadores","Welders and flame cutters","Soldadores y oxicortadores","Welders and flame cutters","7212","4digit",589.0,"Welders and flame cutters"
466,"Hojalateros, chaperos, latoneros, cobreros y pintores de metales","Tinsmiths, panel beaters, coppersmiths, and metal painters","Hojalateros, chaperos, latoneros, cobreros y pintores de metales","Tinsmiths, panel beaters, coppersmiths, and metal painters","7213","4digit",589.0,"Tinsmiths, panel beaters, coppersmiths, and metal painters"
467,"Montadores de estructuras metálicas","Metal structure installers","Montadores de estructuras metálicas","Metal structure installers","7214","4digit",589.0,"Metal structure installers"
468,"Herreros, cerrajeros, joyeros y artesanos en la elaboración de productos de metal","Blacksmiths, locksmiths, jewelers and craftsmen in the manufacture of metal products","Herreros, cerrajeros, joyeros y artesanos en la elaboración de productos de metal","Blacksmiths, locksmiths, jewelers and craftsmen in the manufacture of metal products","722","3digit",584.0,"Blacksmiths, locksmiths, jewelers and craftsmen in the manufacture of metal products"
469,"Herreros, balconeros, aluminadores y forjadores","Blacksmiths, erectors of balconies, aluminum workers and forgers","Herreros, balconeros, aluminadores y forjadores","Blacksmiths, erectors of balconies, aluminum workers and forgers","7221","4digit",596.0,"Blacksmiths, erectors of balconies, aluminum workers and forgers"
470,"Cerrajeros, afiladores y pulidores de herramientas","Locksmiths, knife grinders and tool polishers","Cerrajeros, afiladores y pulidores de herramientas","Locksmiths, knife grinders and tool polishers","7222","4digit",596.0,"Locksmiths, knife grinders and tool polishers"
471,"Joyeros, orfebres, plateros y pulidores de metal","Jewelers, metalsmiths, silversmiths and brass polishers","Joyeros, orfebres, plateros y pulidores de metal","Jewelers, metalsmiths, silversmiths and brass polishers","7223","4digit",596.0,"Jewelers, metalsmiths, silversmiths and brass polishers"
472,"Artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel","Craftsmen and workers in the manufacture of wooden, paper, textile and leather and fur products","Artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel","Craftsmen and workers in the manufacture of wooden, paper, textile and leather and fur products","73","2digit",562.0,"Craftsmen and workers in the manufacture of wooden, paper, textile and leather and fur products"
473,"Supervisores de artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel","Supervisors of craftsmen and workers in the manufacture of wooden, paper, textile and leather and fur products","Supervisores de artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel","Supervisors of craftsmen and workers in the manufacture of wooden, paper, textile and leather and fur products","730","3digit",600.0,"Supervisors of craftsmen and workers in the manufacture of wooden, paper, textile and leather and fur products"
474,"Supervisores de artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel","Supervisors of craftsmen and workers in the manufacture of wooden, paper, textile and leather and fur products","Supervisores de artesanos y trabajadores en la elaboración de productos de madera, papel, textiles y de cuero y piel","Supervisors of craftsmen and workers in the manufacture of wooden, paper, textile and leather and fur products","7301","4digit",602.0,"Supervisors of craftsmen and workers in the manufacture of wooden, paper, textile and leather and fur products"
475,"Artesanos y trabajadores en la elaboración de productos de madera","Craftsmen and workers in the manufacture of wooden products","Artesanos y trabajadores en la elaboración de productos de madera","Craftsmen and workers in the manufacture of wooden products","731","3digit",600.0,"Craftsmen and workers in the manufacture of wooden products"
476,"Carpinteros, ebanistas y cepilladores en la elaboración de productos de madera","Carpenters, cabinetmakers and brushers in the manufacture of wooden products","Carpinteros, ebanistas y cepilladores en la elaboración de productos de madera","Carpenters, cabinetmakers and brushers in the manufacture of wooden products","7311","4digit",606.0,"Carpenters, cabinetmakers and brushers in the manufacture of wooden products"
477,"Pintores y barnizadores de madera","Wood painters and varnishers","Pintores y barnizadores de madera","Wood painters and varnishers","7312","4digit",606.0,"Wood painters and varnishers"
478,"Artesanos de productos de bejuco, vara, palma, carrizo y mimbre, excepto madera","Craftsmen of vine, cane, reed and wicker products, except wood","Artesanos de productos de bejuco, vara, palma, carrizo y mimbre, excepto madera","Craftsmen of vine, cane, reed and wicker products, except wood","7313","4digit",606.0,"Craftsmen of vine, cane, reed and wicker products, except wood"
479,"Artesanos y trabajadores en la elaboración de productos de papel, cartón y trabajos de impresión","Craftsmen and workers in the manufacture of paper and carton products and printing works","Artesanos y trabajadores en la elaboración de productos de papel, cartón y trabajos de impresión","Craftsmen and workers in the manufacture of paper and carton products and printing works","732","3digit",600.0,"Craftsmen and workers in the manufacture of paper and carton products and printing works"
480,"Artesanos y trabajadores en la elaboración de productos de papel y cartón","Craftsmen and workers in the manufacture of paper and carton products","Artesanos y trabajadores en la elaboración de productos de papel y cartón","Craftsmen and workers in the manufacture of paper and carton products","7321","4digit",612.0,"Craftsmen and workers in the manufacture of paper and carton products"
481,"Impresores, linotipistas, fotograbadores y encuadernadores","Printers, linotype operators, photoengravers and bookmakers","Impresores, linotipistas, fotograbadores y encuadernadores","Printers, linotype operators, photoengravers and bookmakers","7322","4digit",612.0,"Printers, linotype operators, photoengravers and bookmakers"
482,"Reveladores e impresores de fotografías","Photo developers and printers","Reveladores e impresores de fotografías","Photo developers and printers","7323","4digit",612.0,"Photo developers and printers"
483,"Tejedores y trabajadores en la preparación de fibras textiles","Weavers and workers in the preparation of textile fibers","Tejedores y trabajadores en la preparación de fibras textiles","Weavers and workers in the preparation of textile fibers","733","3digit",600.0,"Weavers and workers in the preparation of textile fibers"
484,"Trabajadores en la preparación de fibras e hilados","Workers in the preparation of textile fibers and yarn","Trabajadores en la preparación de fibras e hilados","Workers in the preparation of textile fibers and yarn","7331","4digit",617.0,"Workers in the preparation of textile fibers and yarn"
485,"Tejedores de fibras","Fiber weavers","Tejedores de fibras","Fiber weavers","7332","4digit",617.0,"Fiber weavers"
486,"Artesanos y trabajadores en la elaboración de productos textiles","Craftsmen and workers in the manufacture of textile products","Artesanos y trabajadores en la elaboración de productos textiles","Craftsmen and workers in the manufacture of textile products","734","3digit",600.0,"Craftsmen and workers in the manufacture of textile products"
487,"Sastres y modistos, costureras y confeccionadores de prendas de vestir","Tailors and dressmakers, seamstresses and clothing makers","Sastres y modistos, costureras y confeccionadores de prendas de vestir","Tailors and dressmakers, seamstresses and clothing makers","7341","4digit",620.0,"Tailors and dressmakers, seamstresses and clothing makers"
488,"Artesanos y confeccionadores de productos textiles","Craftsmen and textile product makers","Artesanos y confeccionadores de productos textiles","Craftsmen and textile product makers","7342","4digit",620.0,"Craftsmen and textile product makers"
489,"Bordadores y deshiladores","Needlemen and hemstitchers","Bordadores y deshiladores","Needlemen and hemstitchers","7343","4digit",620.0,"Needlemen and hemstitchers"
490,"Patronistas de productos textiles","Patter designers for textile products","Patronistas de productos textiles","Patter designers for textile products","7344","4digit",620.0,"Patter designers for textile products"
